업종,업소명,주요품목,가격,연락처,주소,평점
한식_면류,바른국수,물국수,5000원,055-855-7782,경상남도 사천시 사천읍 시장1길 16,3.0
한식_일반,오대박찐빵,찐빵,1000원,055-862-5070,"경상남도 남해군 남해읍 화전로 110, 7동 11,12,14호",3.5
한식_일반,남해 아라힐펜션,8평방(평일),80000원,010-2795-3080,경상남도 남해군 서면 남서대로 1949-15,0.0
한식_일반,해바리숯불장어구이,장어돌판구이,13000원,055-867-8090,경상남도 남해군 삼동면 죽방로 89,3.5
한식_일반,재두식당,멸치쌈밥(2-3인),23000원,055-862-6022,경상남도 남해군 상주면 남해대로 918-13,4.8
한식_일반,산청봉냉면,갈비탕,9000원,055-641-4898,"경상남도 통영시 경상남도 통영시 미수해안로 54-21, 상가동 2층 1호, 2호, 3호",0.0
한식_일반,점심시간,알뜰정식,5000원,055-864-1254,경상남도 남해군 남해읍 화전로78번가길 22,0.0
한식_일반,푸른들분식,칼국수,4000원,055-864-5209,경상남도 남해군 남해읍 남해대로 2835,별점 없음
이미용업,금발헤어샵,커트,10000원,055-646-1674,경상남도 통영시 도남로 86(봉평동),0.0
이미용업,편안한미장,커트,10000원,055-000-0000,"경상남도 통영시 미수해안로 167, 1층 102호(봉평동, 종우라이프상가)",0.0
한식_일반,김선생충무김밥,충무김밥,5500원,055-645-7788,경상남도 통영시 봉수로 49(봉평동),4.3
한식_일반,만나충무김밥,충무김밥,5500원,055-646-2092,"경상남도 통영시 미수로 99-1, 1층",3.7
한식_분식,거림분식,라면,3000원,055-644-0550,경상남도 통영시 평인일주로 60(인평동),0.0
한식_일반,황소국밥,소머리곰탕,8000원,055-000-0000,경상남도 통영시 봉수로 79-4(봉평동),4.0
양식,통영아찌수제돈까스,수제돈까스,8000원,055-648-7988,"경상남도 통영시 해미당2길 8, 1동 제2호(북신동, 대원맨션상가)",5.0
한식_일반,통영촌국수,김밥,2500원,055-648-9192,"경상남도 통영시 새터길 74-8(서호동, 1층)",5.0
한식_일반,금화먹거리,김치찌개,7000원,055-644-7001,경상남도 통영시 도남로 170,5.0
기타서비스업,자아연토탈뷰티샵,남성컷트,12000원,055-321-2535,"경상남도 김해시 함박로11번길 22, 1층",0.0
한식_일반,수랏간,해물칼국수,6000원,055-645-1303,경상남도 통영시 경상남도 통영시 북신발개등1길 9,4.8
한식_일반,아지매보리밥,보리밥,7000원,055-644-8822,"경상남도 통영시 경상남도 통영시 광도면 죽림3로 43-11, 1층",5.0
한식_면류,점이국수,멸치국수,4500원,055-339-4802,경상남도 김해시 활천로255번길 20-11,5.0
한식_일반,골목아구찜,아구찜(소),25000원,055-333-8816,경상남도 김해시 김해대로 2385번길 25-1,0.0
기타양식,공예카페 블루밍,야채토스트,2500원,010-6282-4264,"경상남도 김해시 분성로 294, 102호",별점 없음
중식,공원반점,자장면,5000원,010-3307-9676,경상남도 김해시 봉황대안길 35,4.8
이미용업,엠제이 헤어샵,컷트,13000원,055-334-1755,경상남도 김해시 가락로 282,0.0
한식_면류,별미국수,멸치국수,5500원,055-331-1900,경상남도 김해시 삼계로69번길 22-23,4.3
한식_면류,영국수,반반국수,6000원,055-323-2174,"경상남도 김해시 진영읍 하계로 375-17, 1층",5.0
한식_일반,고향밥상,한식뷔페,6000원,055-327-0506,경상남도 김해시 내덕로86번길 7,5.0
한식_일반,삼문곰탕,곰탕,10000원,055-312-5909,"경상남도 김해시 능동로37번길 7-14, 1층",5.0
이미용업,반헤어,컷트,10000원,055-311-9915,경상남도 김해시 삼계동1468-9,0.0
이미용업,리아헤어(RIA HAIR),컷트,10000원,010-5595-0678,"경상남도 김해시 금관대로1190번길 55-10, 1층",별점 없음
이미용업,서진헤어,남성컷트,9000원,010-2701-1401,경상남도 김해시 금관대로 1180번길 86,5.0
한식_면류,김해 멸치국수,멸치국수,4500원,055-326-1233,"경상남도 김해시 내외로 77번길 8, 101호",3.6
한식_면류,외가국수,잔치국수,4500원,055-329-0091,경상남도 김해시 경원로9,0.0
이미용업,양배추머리방,컷트,10000원,055-332-6873,경상남도 김해시 경원로 11번길 16-1,0.0
기타양식,카페샤론,아메리카노,2000원,055-322-8278,"경상남도 김해시 삼안로 309, 가야청 105-2호",0.0
한식_면류,사리원밀면,밀면,6500원,055-322-1661,경상남도 김해시 삼안로255번길 16,5.0
한식_면류,정의칼국수,물국수,5000원,055-852-8236,경상남도 사천시 사천읍 시장1길 16,0.0
한식_면류,대박국수,국수,5000원,055-855-3030,경상남도 사천시 사천읍 새시장길 16-10,5.0
세탁업,미크리링샵,정장,4300원,055-333-3982,경상남도 김해시 가야로212,별점 없음
기타서비스업,휴앤힐,브레인힐링,30000원,010-4663-7888,"경상남도 김해시 덕정로138번안길 53,101호",0.0
기타서비스업,미소찻집,커피,1000원,055-862-1577,"경상남도 남해군 남해읍 화전로 110, 6동 18,19호",0.0
이미용업,모델헤어,남여컷트,12000원,055-322-0793,경상남도 김해시 어방동 325-4,0.0
이미용업,샤인헤어,학생컷트,8000원,010-8738-9449,"경상남도 김해시 평전로 34, 1층 102호",5.0
이미용업,나경아미용실,컷트(경로),5000원,055-311-7421,"경상남도 김해시 부곡로 76, 상가 101호",0.0
숙박업,적교장,숙박(1인1실),35000원,055-932-6820,경상남도 합천군 청덕면 의합대로 2917-1,4.4
목욕업,수림탕,목욕료(대인),6000원,055-931-1258,경상남도 합천군 초계면 초계중앙로  28-3,0.0
한식_면류,국수전문점,잔치국수,5000원,055-933-2020,경상남도 합천군 초계면 초계중앙로 70-1,0.0
숙박업,드림모텔,숙박(일반실),35000원,055-932-0260,경상남도 합천군 합천읍 동서로 92-6,3.0
숙박업,제우스모텔,"숙박(일반실, 한방실)",35000원,055-933-5034,경상남도 합천군 합천읍 충효로 93-46,0.0
한식_일반,봄이네분식,"국수, 수제비",4000원,010-2512-5612,경상남도 함양군 서상면 서상로 266,별점 없음
기타서비스업,어울림꿈뜨락협동조합,커피,2000원,055-863-2995,경상남도 남해군 이동면 무림로63번길 41-3,0.0
기타서비스업,쟈뎅,커피,1000원,055-864-2794,"경상남도 남해군 남해읍 화전로 110, 2동 23호",0.0
양식,바른돈까스 혁신직영,돈카츠,3200원,010-8414-0870,"경상남도 진주시 충의로89번길 33-9, 1층",5.0
한식_일반,다선정,돼지국밥,8000원,055-867-0417,경상남도 남해군 삼동면 봉화로 12-1,3.5
기타양식,불티난호떡,꿀호떡,1500원,055-339-6333,경상남도 김해시 율하3로 45,0.0
중식,더진짬뽕,짬뽕,6000원,055-329-2925,경상남도 김해시 번화1로44번길 32 대명프라자 106호,0.0
한식_일반,남포통닭,후라이드,10000원,055-337-4226,경상남도 김해시 평전로 2,4.5
한식_일반,짱구왕만두,왕만두,7000원,055-333-5323,경상남도 김해시 구산로19번길 8,4.8
한식_육류,대가양곱창,모둠구이,39000원,055-326-2681,"경상남도 김해시 경원로55번길 16 , 104호(내동, 영1020빌딩)",4.5
한식_육류,한일뒷고기,뒷고기,5000원,055-331-5432,경상남도 김해시 삼계로1번길 4-18,2.9
한식_면류,사철제면소,물밀면,6000원,010-9237-7669,경상남도 김해시 분성로454번길 25-3,5.0
한식_육류,돼지꿈,뒷고기,3400원,010-4893-2122,경상남도 김해시 인제로200번길 18,0.0
한식_육류,무한리필삼겹천하,성인,13000원,055-314-8320,경상남도 김해시 해반천로144번길 25-7,4.8
한식_일반,장터국수선지국밥,선지국밥,5000원,010-7739-2010,경상남도 김해시 가락로63번길 1,0.0
기타양식,언니다방,아메리카노,2500원,055-950-7379,경상남도 거제시 옥포로5길 14(옥포동),0.0
한식_기타,커피콩,커피,3000원,010-9112-4931,"경상남도 진주시 대신로 317, 1층",0.0
한식_일반,123충무김밥,충무김밥,6000원,055-645-4703,경상남도 통영시 통영해안로 233-1 (서호동),3.9
한식_육류,착한수제갈비 수월점,수제돼지갈비,8000원,055-634-0892,경상남도 거제시 해명로 31(수월동),3.0
한식_일반,시골장터 돼지국밥,돼지국밥,7000원,055-387-7026,경상남도 양산시 덕계로 139,4.0
한식_일반,명진밥상,정식,7000원,055-674-6719,경상남도 고성군 고성읍 송학고분로 20-10,3.0
한식_일반,오시오식당,낙지볶음,7000원,055-672-0902,경상남도 고성군 고성읍 남해안대로 2463-15,2.0
한식_일반,고성공룡시장휴게소,돈가스,7000원,055-672-2846,경상남도 고성군 고성읍 성내로 140-9,4.0
한식_일반,보현네 대박집,한정식,7000원,055-673-8588,"경상남도 고성군 거류면 당동해안길 48-24, 1층",0.0
한식_면류,얼큰이손칼국수,샤브샤브칼국수,10000원,055-672-4966,경상남도 고성군 고성읍 남포로 139-6,4.1
한식_육류,장승골황토가,갈비탕,8000원,055-673-1446,경상남도 고성군 마암면 옥천로 128-1,5.0
중식,하오츠,탕수육,16000원,055-687-0282,"경상남도 거제시 옥포성안로 32, 1층(옥포동)",3.3
기타양식,아리랑 다방,커피,3000원,010-3834-9420,경상남도 밀양시 산외면 산외로 2,0.0
한식_일반,용쓰네갈비,갈비탕,12000원,055-688-6111,경상남도 거제시 연초면 거제북로 27-1,5.0
한식_면류,시장분식,칼국수,5000원,055-295-1408,경상남도 창원시 의창구 소계로 87(소계동),1.0
한식_면류,미가칼국수,보리밥,4000원,055-543-5200,"경상남도 창원시 진해구 벚꽃로60번길 19-6, 832(화천동)",0.0
한식_일반,속천국밥,돼지국밥,6000원,055-546-1171,"경상남도 창원시 진해구 벚꽃로60번길 19-6, 831(화천동)",0.0
한식_육류,대봉막창,돼지막창,9000원,055-545-7292,"경상남도 창원시 진해구 벚꽃로60번길 25, 1층 1025호(화천동, 중앙시장)",5.0
기타서비스업,남양사진관,가족사진,10000원,055-245-0548,경상남도 창원시 마산합포구 장장군로 31-23(장군동4가),4.5
한식_일반,다복한식부페,뷔페 1인,6000원,055-282-1212,경상남도 창원시 성산구 동산로65번길 33(상남동),4.4
한식_면류,메밀파티,막국수,7000원,055-284-0618,"경상남도 창원시 성산구 토월로 88, 지하(상남동)",4.2
숙박업,AT비지니스호텔,스탠다드더블,70000원,055-266-3600,"경상남도 창원시 성산구 용지로 102(중앙동, 개나리상가 5층)",5.0
중식,옛날짜장면,짜장면,4500원,055-298-8815,"경상남도 창원시 의창구 팔용로425번길 1, 지하1층(팔용동)",5.0
한식_일반,두레정 식당,보리굴비,17000원,055-353-3399,경상남도 밀양시 산외면 산외로 425,4.8
한식_면류,바보엄마칼국수,사골칼국수,4900원,055-339-2577,"경상남도 김해시 장유로 286, 1층",4.9
세탁업,진흥사,양복세탁,9000원,055-391-1244,경상남도 밀양시 시서상가길 6,0.0
기타양식,커피쟁이,아메리카노,1500원,010-9410-8067,경상남도 김해시 장유로 171,0.0
한식_한정식,더부엌,부엌잔치상,11000원,055-337-0927,경상남도 김해시 율하카페길 97-17,4.8
중식,장유백짜장,자장면,4500원,055-313-5989,경상남도 김해시 능동로7번길 8-4,0.0
한식_일반,보배,비빔밥,5000원,055-328-4599,경상남도 김해시 전하로133번길 9,
중식,야래향,자장면,3900원,055-326-5292,경상남도 김해시 김해대로 2385번길 8-12,3.2
기타양식,하루만,팥빵,900원,055-321-0112,경상남도 김해시 내외로 95번길 19,5.0
한식_면류,오뚝이바지락반칼국수반,칼국수,8000원,055-313-3130,경상남도 김해시 삼계로 69번길 22-9,3.3
한식_일반,김해만두만리향,찐만두,5000원,055-332-8060,경상남도 김해시 분성로 335번길 4,3.4
기타서비스업,힐링탁구교실,월 사용(종일반),50000원,055-338-0996,"경상남도 김해시 활천로 267번길 18, 3층",0.0
한식_일반,아리랑토속집밥,한식뷔페,6000원,055-335-0863,경상남도 김해시 흥동로 75,0.0
한식_면류,밀양가야밀면,밀면,6000원,055-356-8333,경상남도 밀양시 산외면 산외로 6,4.4
일식,사량도,점심특선,6000원,055-336-4555,"경상남도 김해시 경원로55번길 26, 내동파크프라자 2층 201호, 202호, 203호",2.7
중식,해룡,자장면,4500원,055-338-1556,"경상남도 김해시 해반천로144번길 29-34, 주차빌딩 1층 102호",4.2
한식_일반,한끼김밥,김밥,3000원,055-311-1108,경상남도 김해시 해반천로168번길 18,5.0
이미용업,박수민헤어샵,학생컷트,8000원,055-321-1916,경상남도 김해시 구산로10번길 41-39,0.0
이미용업,오칠컷트(5.7컷트),"컷트(초등,70세이상)",7000원,010-2912-9918,"경상남도 김해시 가락로 219, 광남백조아파트상가동 1층 17호",별점 없음
중식,풍화루,짜장면,4000원,055-649-7977,경상남도 통영시 정동 4길 59(정량동),3.5
한식_일반,한성충무김밥,충무김밥,5500원,055-645-6426,"경상남도 통영시 통영해안로 289, 1층(항남동)",4.8
이미용업,이다교머리방,커트,9000원,010-5133-8707,경상남도 밀양시 서부1길 14,0.0
중식,솔밭만두,부추고기만두,5000원,055-355-5166,경상남도 밀양시 산외면 밀양대로 2362,3.8
한식_일반,서연식당,정식,6600원,055-351-3335,경상남도 밀양시 산외면 산외로 127,0.0
이미용업,본촌미용실,커트,5000원,055-352-6924,경상남도 밀양시 산외면 금곡4길 13-1,별점 없음
한식_육류,화성갈비,한우갈비(250g),28000원,055-246-9194,경상남도 창원시 마산합포구 오동서7길 36(중성동),2.3
한식_일반,동원식당,정식,6000원,055-353-3204,경상남도 밀양시 산외면 다죽리 218-1,0.0
목욕업,금천스파,성인,6000원,055-354-2625,경상남도 밀양시 산외면 산외로 299,4.4
한식_일반,복개천감자탕,뼈해장국,8000원,055-546-5580,경상남도 창원시 진해구 중원로79번길 13-1(송학동),5.0
기타서비스업,미송스킨케어,바디관리(40분),40000원,070-8802-8326,"경상남도 창원시 마산회원구 석전동7길 32, 2층(석전동)",0.0
이미용업,킴스묭실,일반펌,30000원,010-3560-9660,경상남도 창원시 마산합포구 동서동2길 66(신포동2가),별점 없음
한식_일반,전주국밥,돼지국밥,8000원,055-264-3670,"경상남도 창원시 성산구 마디미로28, D동 211호(상남동, 상남재래시장)",4.0
한식_일반,보리밥집,보리밥,6500원,055-263-7298,"경상남도 창원시 성산구 마디미로28, D동 203호(상남동, 상남재래시장)",4.6
중식,덕화반점,자장면,5000원,055-932-7782,경상남도 합천군 초계면 초계중앙로 68,0.0
한식_일반,주연이국밥,돼지국밥,6000원,055-931-2833,경상남도 합천군 합천읍 대야로 880-3,5.0
한식_일반,청학동식당,삼겹살(180g),10000원,055-931-5225,경상남도 합천군 합천읍 문화로 43,4.2
한식_일반,통영추어탕,추어탕,7000원,055-931-0302,경상남도 합천군 합천읍 동서로 69-13,4.7
한식_일반,대우식당,정식,6000원,055-241-8792,"경상남도 창원시 마산합포구 어시장7길 14, 108~109호 (신포동2가)",0.0
기타서비스업,마산실내운전연습장,운전면허시간제(1종대형)1시간,40000원,0507-1414-3934,"경상남도 창원시 마산합포구 밤밭고개로 438,  2층(월영동)",5.0
한식_육류,낙동강오리가든,고추장양념주물럭,48000원,010-9427-4867,경상남도 창원시 마산합포구 진동면 사동길 5,0.0
중식,포청관,짜장면,6000원,055-231-3391,경상남도 창원시 마산회원구 내서읍 죽암로41,0.0
한식_일반,엄마식당,된장찌개,6500원,055-543-9730,경상남도 창원시 진해구 중원서로 83(송학동),4.1
기타양식,진해제과,벚꽃빵 대,28000원,055-546-3131,경상남도 창원시 진해구 중원로43번길 4 (광화동),3.3
기타양식,미진과자점,벚꽃크림치즈타르트,2800원,055-545-3133,경상남도 창원시 진해구 충장로130번길 4(충무동),0.0
한식_육류,진경숯불갈비,두루치기정식,7000원,055-543-9865,경상남도 창원시 진해구 창원시 진해구 진해대로 634-1 (경화동),3.7
중식,삼구반점,짬뽕,7000원,055-291-4373,경상남도 창원시 의창구 대산면 유등로 170-15,0.0
한식_육류,반달집,돼지불고기(350g),18000원,055-223-5014,경상남도 창원시 마산합포구 반월남2길 20(반월동),2.9
한식_일반,불로식당,한정식1인,20000원,055-246-6260,경상남도 창원시 마산합포구 남성로 137(동성동),0.0
한식_육류,꽃핀(식육식당),왕갈비탕,10000원,055-221-9588,경상남도 창원시 마산합포구 불종거리로 53 (중성동),5.0
한식_일반,아구마을,아구찜,25000원,055-863-3230,경상남도 남해군 남해읍 화전로38번길 28,4.4
한식_일반,중앙분식,김치(된장)찌개,6000원,055-242-6408,"경상남도 창원시 마산합포구 어시장7길 18, 55호(신포동2가)",0.0
한식_육류,김인철동해장어막회,붕장어구이(130g),13000원,055-224-1004,"경상남도 창원시 마산합포구 수산2길 103, 2층(신포동2가)",4.5
한식_육류,소반,양념갈비(350g),27000원,055-297-3700,경상남도 창원시 의창구 의창대로 70번길1(팔용동),3.2
한식_일반,우정분식식당,김치찌개,6000원,055-252-9336,경상남도 창원시 마산회원구 양덕북3길 14(양덕동),0.0
이미용업,목화미용실,파마,15000원,055-299-9281,경상남도 창원시 마산회원구 합성동12길 39(합성동),0.0
한식_육류,고인돌,흑돼지삽겹살,10000원,055-297-9070,"경상남도 창원시 마산회원구 합성옛길 309, 1층(합성동)",5.0
한식_일반,새맛정식당,한식뷔페,6000원,055-238-7880,경상남도 창원시 의창구 차상로 72번길 11-1(팔용동),0.0
기타양식,부산제과,찰보리빵 6개,6000원,055-283-1772,경상남도 창원시 성산구 반송로148-18(반림동),0.0
세탁업,유크리닝,와이셔츠,2000원,055-275-5630,경상남도 창원시 성산구 신사로 69(신월동),0.0
세탁업,안태관크리닝,와이셔츠,1500원,055-274-4163,경상남도 창원시 성산구 창이대로901번길 30(대방동),0.0
한식_면류,메밀한판,냄비우동,5500원,055-262-2002,"경상남도 창원시 성산구 마디미로28, B동 202호(상남동, 상남재래시장)",2.6
한식_일반,끼니와분식,돌솥비빔밥,6000원,055-902-6787,경상남도 김해시 인제로210번길 5-3,0.0
한식_육류,대가한우,삼겹살(200g),10000원,055-932-1106,경상남도 합천군 삼가면 삼가1로 115-1,5.0
한식_면류,다라국수,국수,5000원,055-931-7245,"경상남도 합천군 합천읍 옥산로 67, 평화빌딩",5.0
한식_면류,전통손칼국수,칼국수,5000원,055-353-4433,경상남도 밀양시 상설시장1길 11,5.0
한식_일반,아리랑돼지국밥,돼지국밥,7000원,055-353-6632,경상남도 밀양시 상설시장1길 11,4.3
한식_일반,삼랑진소머리곰탕,곰탕,8000원,055-351-1007,경상남도 밀양시 삼랑진읍 외송1길 45,4.8
한식_일반,전통곰탕,설렁탕,8000원,055-248-6162,경상남도 창원시 마산합포구 불종거리로 8(남성동),5.0
한식_육류,착한한돈,생삼겹살,7900원,055-941-9592,경상남도 거창군 거창읍 공수들1길 29,4.2
이미용업,여우들의쉼터 미용실,펌,25000원,-,경상남도 거제시 고현로6길 28(고현동),0.0
한식_일반,야생화편지,멍게비빔밥,10000원,055-632-8779,경상남도 거제시 동부면 율포로 475,0.0
이미용업,엔젤플러스헤어샵,일반컷트,11000원,055-333-0425,"경상남도 김해시 김해시 삼안로 246, 한일아파트상가 107호(삼방동)",0.0
한식_일반,쌈마이,쌈마이닭쌈밥,7000원,055-338-9955,경상남도 김해시 인제로210번길 5-3,4.9
한식_일반,삼점구(3.9),제육볶음,6000원,055-331-7005,경상남도 김해시 인제로200번길 3-7,0.0
중식,만리장성&가야밀면,자장면,4000원,055-322-2718,경상남도 김해시 구산로 26,별점 없음
한식_일반,굿모닝시락국,시락국,4000원,055-338-3014,경상남도 김해시 인제로11번길 17,0.0
목욕업,삼정탕,성인,5000원,055-321-9892,경상남도 김해시 김해대로2453번길 8,0.0
한식_일반,호호돼지국밥,국밥,7000원,055-263-3889,"경상남도 창원시 의창구 용지로 281, 1층(사림동)",4.4
이미용업,다모아헤어,컷트,8000원,055-762-9052,"경상남도 진주시 진주시 진주대로942번길 1, 1층",5.0
양식,바른돈까스 초전점,돈카츠,3200원,010-6655-3378,경상남도 진주시 초전북로52번길 31-20(초전동),별점 없음
한식_면류,봉평메밀마당,메밀온막국수,5500원,055-312-9039,경상남도 김해시 번화1로 24 1층,4.0
기타양식,도도플레이트,수제마카롱,2400원,055-311-6062,"경상남도 김해시 율하카페길 13, 1층(관동동)",4.4
한식_일반,해운,고등어구이정식,11000원,055-313-9232,경상남도 김해시 율하카페길67-13,
중식,상해루,자장면,2900원,055-337-0047,경상남도 김해시 외덕마을길 12,4.0
중식,필가지짜장,자장면,4500원,323-5530/5582,경상남도 김해시 활천로267번길 38,2.0
중식,교동짬뽕,자장면,6000원,055-328-9987,경상남도 김해시 인제로200번길 3-17,2.7
기타서비스업,용복사,A4복사,50원,055-322-0798,"경상남도 김해시 인제로200번길 3-3, 101호",0.0
일식,윤짱카레,윤짱카레,5000원,055-323-0508,경상남도 김해시 인제로200번길 3-10,5.0
한식_일반,의령할머니소고기국밥,소고기국밥,7000원,055-336-2579,경상남도 김해시 활천로10번길 10,5.0
양식,코탈리(KOTAY),고르곤졸라피자,14000원,055-314-1452,경상남도 김해시 삼계로 145(삼계동),별점 없음
한식_육류,고기굽는 아저씨,순부리정식,5500원,055-329-0327,경상남도 김해시 인제로200번길 3-13,4.0
기타양식,안커피하우스,커피,1000원,055-324-1477,경상남도 김해시 김해시 인제로200번길 3-5,4.5
한식_일반,심술민경포차,녹두전,10000원,055-311-7898,경상남도 김해시 인제로210번길 18-17,0.0
한식_일반,꼬꼬파티,치킨,13000원,055-336-3037,경상남도 김해시 인제로210번길 18-17,3.7
한식_면류,몽실이칼국수,칼국수,6500원,055-327-4078,경상남도 김해시 인제로200번길 3-8,1.4
한식_일반,착한대구탕,대구탕,7000원,055-333-8826,경상남도 김해시 김해시 활천로255번길 62,5.0
한식_육류,먹꼬가자,삶은막창,6000원,055-313-1180,경상남도 김해시 관동로12번길 13-10,5.0
한식_일반,전통밀면,밀면,5000원,055-356-9685,경상남도 밀양시 단장면 표충로 97,4.6
양식,Dr.닭터,양념스테이크,7000원,055-325-4234,경상남도 김해시 인제로200번길 3-7,별점 없음
목욕업,월성탕,대인,6000원,055-354-3479,경상남도 밀양시 밀양대로 1801,0.0
한식_일반,대청정,주물럭+장어정식,8000원,055-356-3770,경상남도 밀양시 미리벌중앙로2길 25,0.0
한식_일반,참콩나물해장국,콩나물해장국,5500원,055-355-8898,경상남도 밀양시 소전1길 15-1,5.0
중식,경일루반점,짜장면,5500원,055-356-1399,경상남도 밀양시 새미4길 46,0.0
한식_일반,신갈매기,갈매기살,8000원,055-351-8884,경상남도 밀양시 백민로9길 17,0.0
한식_기타,장터민물장어,소금구이,20000원,055-355-1188,경상남도 밀양시 북성로 3길 17,0.0
한식_면류,건강국수,국수,5000원,055-356-7491,경상남도 밀양시 내이2길 25-1,0.0
한식_면류,춘하추동,밀면,6000원,055-354-0117,경상남도 밀양시 영남루2길 8-1,4.7
한식_기타,깡통분식,돈가스,5000원,055-354-6187,경상남도 밀양시 상설시장3길 15-2,5.0
한식_일반,일품식당,된장찌개,6000원,055-391-6424,경상남도 밀양시 초동면 범평1길 14,3.7
한식_일반,배꼭지,공룡비빔밥,6000원,055-674-5275,경상남도 고성군 고성읍 성내로112번길 75-9,3.3
한식_일반,일미랑,돈가스,7000원,055-353-3665,경상남도 밀양시 삼랑진읍 천태로 8,4.2
한식_일반,기사식당,삼겹구이백반,7000원,055-637-4670,경상남도 거제시 계룡로 3(상동동),3.8
한식_면류,거제냉밀면,냉면,8500원,055-637-7277,경상남도 거제시 거제중앙로25길 5(고현동),4.3
한식_일반,지중해,멍게비빔밥,12000원,055-633-5543,경상남도 거제시 사등면 거제대로 5482,4.3
일식,바다친구,광어물회,12000원,055-687-0044,경상남도 거제시 옥포로4길 32(옥포동),0.0
이미용업,준 헤어카페,커트,8000원,055-526-4902,경상남도 창녕군 남지읍 낙동로 461,0.0
한식_일반,남지철교돼지국밥,돼지국밥,6000원,055-526-0586,경상남도 창녕군 남지읍 상남2길 25,4.5
한식_일반,코코기린,우동,4000원,055-963-8918,경상남도 함양군 안의면 금성길 1,0.0
한식_일반,옛날보리밥집,보리밥,4000원,055-962-3900,경상남도 함양군 함양읍 용평3길 39-4,0.0
한식_일반,영민분식,보리밥,5000원,055-943-1288,경상남도 거창군 거창읍 시장길 81-14,0.0
중식,띵호반점,짜장면,4000원,055-587-3727,경상남도 함안군 가야읍 해동길 12,0.0
