업종,업소명,주요품목,가격,연락처,주소,"주소_구,군",keyword,평점
한식_기타,플라워카페홀릭스,아메리카노,3000원,062-953-0953,"광주광역시 광산구 수완로11번길 17, 1층(수완동)","광주광역시 광산구 수완로11번길 17, 1층(수완동)",광주광역시 광산구 플라워카페홀릭스,0.0
한식_일반,한국수산,광어(3인),38000원,062-962-3663,광주광역시 광산구 장신로 199 (수완동),광주광역시 광산구 장신로 199 (수완동),광주광역시 광산구 한국수산,0.0
이미용업,윤헤어,커트(남),11000원,062-945-6608,"광주광역시 광산구 남동길30번길 35-6, 1층 103호(도산동)","광주광역시 광산구 남동길30번길 35-6, 1층 103호(도산동)",광주광역시 광산구 윤헤어,0.0
한식_일반,븟,광어(3인),27000원,010-4441-5336,"광주광역시 광산구 수완로74번길 11-28, 1층(수완동)","광주광역시 광산구 수완로74번길 11-28, 1층(수완동)",광주광역시 광산구 븟,4.8
한식_일반,백복발본점,족발(소),30000원,062-951-1033,"광주광역시 광산구 왕버들로252번길 33(신창동, 1층)","광주광역시 광산구 왕버들로252번길 33(신창동, 1층)",광주광역시 광산구 백복발본점,4.8
중식,현대,짜장면,5000원,062-944-5471,광주광역시 광산구 광산로67번길 24(송정동),광주광역시 광산구 광산로67번길 24(송정동),광주광역시 광산구 현대,0.0
한식_기타,오지당,코코란다,1200원,010-2366-8810,"광주광역시 광산구 첨단내촌로35번길 26-8, 1층(월계동)","광주광역시 광산구 첨단내촌로35번길 26-8, 1층(월계동)",광주광역시 광산구 오지당,5.0
한식_기타,수제스토리,아메리카노,3000원,010-5444-7841,"광주광역시 광산구 송정로8번길 22, 1층(송정동)","광주광역시 광산구 송정로8번길 22, 1층(송정동)",광주광역시 광산구 수제스토리,5.0
한식_일반,백족발첨단직영점,족발(소),30000원,010-7173-0025,"광주광역시 광산구 임방울대로801번길 35, 1층(쌍암동)","광주광역시 광산구 임방울대로801번길 35, 1층(쌍암동)",광주광역시 광산구 백족발첨단직영점,3.7
한식_일반,09바다,장어탕,10000원,062-962-2457,"광주광역시 광산구 사암로390번길 13-22, 1층(월곡동)","광주광역시 광산구 사암로390번길 13-22, 1층(월곡동)",광주광역시 광산구 09바다,4.0
한식_일반,송정리해물아구찜,낙지비빔밥,9000원,062-945-0304,"광주광역시 광산구 내상로33번길 109(송정동, 1층)","광주광역시 광산구 내상로33번길 109(송정동, 1층)",광주광역시 광산구 송정리해물아구찜,4.8
이미용업,첫눈에반하게,커트(남),10000원,010-7516-5407,광주광역시 광산구 용보로 20-2(송정동),광주광역시 광산구 용보로 20-2(송정동),광주광역시 광산구 첫눈에반하게,0.0
기타서비스업,바디스쿨,요가1개월권,100000원,010-2261-1650,"광주광역시 광산구 송도로 153, 4층(도산동)","광주광역시 광산구 송도로 153, 4층(도산동)",광주광역시 광산구 바디스쿨,0.0
이미용업,멋내기,커트(남),7000원,010-2623-3738,광주광역시 광산구 상도산길 36(도산동),광주광역시 광산구 상도산길 36(도산동),광주광역시 광산구 멋내기,0.0
목욕업,대창온천,목욕료,4000원,062-366-3166,광주광역시 남구 월광길 43,광주광역시 남구 월광길 43,광주광역시 남구 대창온천,0.0
이미용업,준미용실,커트(남),10000원,062-945-0010,"광주광역시 광산구 남동길48번길 59, 1층(도산동)","광주광역시 광산구 남동길48번길 59, 1층(도산동)",광주광역시 광산구 준미용실,0.0
이미용업,댕기머리미용실,커트,8000원,062-941-5700,"광주광역시 광산구 삼도로 338-1, 1층(도덕동)","광주광역시 광산구 삼도로 338-1, 1층(도덕동)",광주광역시 광산구 댕기머리미용실,0.0
이미용업,드라마헤어씨티,남자커트,10000원,062-956-4789,"광주광역시 광산구 하남산단3번로 137(장덕동, 109호)","광주광역시 광산구 하남산단3번로 137(장덕동, 109호)",광주광역시 광산구 드라마헤어씨티,0.0
한식_기타,롤러코스터,광어초밥(10p),17400원,062-959-5630,"광주광역시 광산구 풍영로101번안길 19-3, 1층(흑석동)","광주광역시 광산구 풍영로101번안길 19-3, 1층(흑석동)",광주광역시 광산구 롤러코스터,0.0
이미용업,벨라스킨앤바디,얼굴관리,30000원,062-953-5009,"광주광역시 광산구 월곡중앙로2번길 2, 2층(월곡동)","광주광역시 광산구 월곡중앙로2번길 2, 2층(월곡동)",광주광역시 광산구 벨라스킨앤바디,0.0
이미용업,짱구머리,커트(남),7000원,010-5302-5300,광주광역시 광산구 산정공원로 72(월곡동),광주광역시 광산구 산정공원로 72(월곡동),광주광역시 광산구 짱구머리,5.0
이미용업,수헤어,커트(여),15000원,062-953-6959,"광주광역시 광산구 월곡산정로 12, 102호(우산동, 하남주공아파트상가)","광주광역시 광산구 월곡산정로 12, 102호(우산동, 하남주공아파트상가)",광주광역시 광산구 수헤어,0.0
한식_일반,청정바다,애호박찌개,6000원,062-946-7100,"광주광역시 광산구 사암로106번길 70, 나동 1층(우산동)","광주광역시 광산구 사암로106번길 70, 나동 1층(우산동)",광주광역시 광산구 청정바다,4.0
이미용업,기분좋은날,커트(남),10000원,062-942-7076,"광주광역시 광산구 금봉로 60(소촌동, 1층)","광주광역시 광산구 금봉로 60(소촌동, 1층)",광주광역시 광산구 기분좋은날,0.0
이미용업,손헤어갤러리,커트(남),13000원,010-9944-8481,"광주광역시 광산구 비아로45번길 16, 1층 (비아동)","광주광역시 광산구 비아로45번길 16, 1층 (비아동)",광주광역시 광산구 손헤어갤러리,별점 없음
목욕업,정우사우나,목욕료,6000원,062-361-3114,광주광역시 남구 금화로422번길 41,광주광역시 남구 금화로422번길 41,광주광역시 남구 정우사우나,0.0
목욕업,명문목욕탕,목욕,5000원,062-227-2459,광주광역시 동구 지원로 5(소태동),광주광역시 동구 지원로 5(소태동),광주광역시 동구 명문목욕탕,0.0
한식_육류,갈비명가아라네,한우불백,12000원,062-369-1585,광주광역시 남구 군분로 26-1,광주광역시 남구 군분로 26-1,광주광역시 남구 갈비명가아라네,3.4
한식_기타,카페어비슨(양림교회),아메리카노,2500원,062-675-3232,광주광역시 남구 백서로70번길 2,광주광역시 남구 백서로70번길 2,광주광역시 남구 카페어비슨(양림교회),별점 없음
한식_육류,담양참숯돼지떡갈비,떡갈비백반,7000원,062-671-5090,광주광역시 남구 양림로 67,광주광역시 남구 양림로 67,광주광역시 남구 담양참숯돼지떡갈비,3.8
중식,왕자관돌고개점,자장면,6000원,062-365-1515,광주광역시 남구 월산로151번길 7,광주광역시 남구 월산로151번길 7,광주광역시 남구 왕자관돌고개점,0.0
한식_일반,부흥식당,가정식백반,7000원,062-525-2785,광주광역시 북구 중가로 86(유동),광주광역시 북구 중가로 86(유동),광주광역시 북구 부흥식당,0.0
한식_일반,다원,김치찌개,5500원,062-266-1648,광주광역시 북구 설죽로202번길 98 (용봉동),광주광역시 북구 설죽로202번길 98 (용봉동),광주광역시 북구 다원,4.6
한식_분식,뽀글이와 둘둘이,김밥,2000원,062-511-3244,광주광역시 북구 설죽로202번길 98 (용봉동),광주광역시 북구 설죽로202번길 98 (용봉동),광주광역시 북구 뽀글이와 둘둘이,4.5
한식_일반,수진식당,비빔밥,5000원,062-528-8251,광주광역시 북구 설죽로214번길 90 (용봉동),광주광역시 북구 설죽로214번길 90 (용봉동),광주광역시 북구 수진식당,4.3
중식,착한중식당,짜장면,4900원,0507-1380-3401,광주광역시 북구 우치로 72 (중흥동),광주광역시 북구 우치로 72 (중흥동),광주광역시 북구 착한중식당,3.3
한식_일반,천지연,비빔밥,3000원,062-522-9210,광주광역시 북구 설죽로214번길90 (용봉동),광주광역시 북구 설죽로214번길90 (용봉동),광주광역시 북구 천지연,4.4
한식_일반,통큰돈까스,통큰돈까스,8000원,062-413-1610,"광주광역시 북구 우치로 104-3, 2층(용봉동)","광주광역시 북구 우치로 104-3, 2층(용봉동)",광주광역시 북구 통큰돈까스,4.0
기타서비스업,복음사진관,반명함판,18000원,062-651-4366,광주광역시 남구 봉선중앙로81,광주광역시 남구 봉선중앙로81,광주광역시 남구 복음사진관,1.0
이미용업,착한미용실 원투쓰리,성인여자커트,8000원,062-236-2425,"광주광역시 동구 중앙로 180, 2층(충장로3가)","광주광역시 동구 중앙로 180, 2층(충장로3가)",광주광역시 동구 착한미용실 원투쓰리,별점 없음
이미용업,주영미용실,성인남녀커트,10000원,010-6627-2901,"광주광역시 동구 무등로375번길 27-1, 1층(계림동)","광주광역시 동구 무등로375번길 27-1, 1층(계림동)",광주광역시 동구 주영미용실,0.0
이미용업,교대헤어매직,성인여자커트,12000원,062-523-1269,"광주광역시 동구 무등로375번길 24, 1층(계림동)","광주광역시 동구 무등로375번길 24, 1층(계림동)",광주광역시 동구 교대헤어매직,0.0
한식_일반,종합분식,"찌개(김치,참치,순두부,부대)",7000원,062-225-4928,광주광역시 동구 장동로 23-3(장동),광주광역시 동구 장동로 23-3(장동),광주광역시 동구 종합분식,별점 없음
한식_일반,참스민,김밥,2500원,062-232-3883,"광주광역시 동구 남문로 752-3, 1층(학동)","광주광역시 동구 남문로 752-3, 1층(학동)",광주광역시 동구 참스민,4.0
중식,삼미식당,간짜장,7000원,062-227-0391,광주광역시 동구 백서로189번길 14-32(서석동),광주광역시 동구 백서로189번길 14-32(서석동),광주광역시 동구 삼미식당,4.2
한식_일반,장터,삼겹살(180g),12000원,062-228-0252,광주광역시 동구 백서로 180(서석동),광주광역시 동구 백서로 180(서석동),광주광역시 동구 장터,3.0
한식_일반,고인돌,김치찌개,7000원,062-959-2292,"광주광역시 광산구 수완로 28, 1층(수완동)","광주광역시 광산구 수완로 28, 1층(수완동)",광주광역시 광산구 고인돌,3.5
중식,으뜸원한우식육식당,생삼겹살(200g),8000원,0507-1347-9598,광주광역시 서구 내방로 280(내방동),광주광역시 서구 내방로 280(내방동),광주광역시 서구 으뜸원한우식육식당,3.9
한식_일반,큰집진국밥,콩나물국밥,5000원,062-513-1065,광주광역시 북구 북문대로159번길 42(운암동),광주광역시 북구 북문대로159번길 42(운암동),광주광역시 북구 큰집진국밥,4.9
이미용업,헤어페스티벌,컷트,6000원,062-531-5550,광주광역시 북구 군왕로 57-1(두암동),광주광역시 북구 군왕로 57-1(두암동),광주광역시 북구 헤어페스티벌,2.8
이미용업,미경헤어샵,커트,7000원,062-673-9928,광주광역시 남구 독립로 29-1,광주광역시 남구 독립로 29-1,광주광역시 남구 미경헤어샵,별점 없음
한식_기타,양림토스트,아메리카노,2000원,062-653-2156,"광주광역시 남구 제중로39, 1층","광주광역시 남구 제중로39, 1층",광주광역시 남구 양림토스트,5.0
한식_육류,팔팔참숯구이,김치찌개,6000원,062-962-8839,광주광역시 광산구 수완로74번길 11-13 (수완동),광주광역시 광산구 수완로74번길 11-13 (수완동),광주광역시 광산구 팔팔참숯구이,5.0
한식_육류,광주1번정육식당,냉면,7000원,062-959-0192,광주광역시 광산구 수완로73번길 3 (수완동),광주광역시 광산구 수완로73번길 3 (수완동),광주광역시 광산구 광주1번정육식당,4.2
일식,스시빈,연어초밥(8p),14000원,062-716-7771,"광주광역시 광산구 수완로 14, 2층 (수완동)","광주광역시 광산구 수완로 14, 2층 (수완동)",광주광역시 광산구 스시빈,4.1
이미용업,헤어디자이너 수빈,성인여자커트,12000원,062-463-6402,"광주광역시 동구 의재로26번길 4-2, 1층(학동)","광주광역시 동구 의재로26번길 4-2, 1층(학동)",광주광역시 동구 헤어디자이너 수빈,0.0
한식_일반,칠미,돌솥비빔밥,8000원,062-228-7228,"광주광역시 동구 지산로 69, 1층(지산동)","광주광역시 동구 지산로 69, 1층(지산동)",광주광역시 동구 칠미,0.0
한식_일반,제주덕구 동명점,김치찌개,7000원,062-226-1020,"광주광역시 동구 동명로 4, 1층 (장동)","광주광역시 동구 동명로 4, 1층 (장동)",광주광역시 동구 제주덕구 동명점,4.5
이미용업,수스토리,성인커트,10000원,062-401-7556,광주광역시 서구 월산로 178-1(농성동),광주광역시 서구 월산로 178-1(농성동),광주광역시 서구 수스토리,5.0
한식_기타,남도식객,아메리카노,2000원,062-674-5524,광주광역시 남구 송암로 72,광주광역시 남구 송암로 72,광주광역시 남구 남도식객,0.0
한식_기타,소소히,아메리카노,2500원,062-652-2725,"광주광역시 남구 회재로1249번길 22, 1층","광주광역시 남구 회재로1249번길 22, 1층",광주광역시 남구 소소히,5.0
한식_육류,비원고기나라,비빔밥,8000원,062-366-7090,"광주광역시 남구 군분로33번길 7, 1층","광주광역시 남구 군분로33번길 7, 1층",광주광역시 남구 비원고기나라,0.0
한식_일반,산수골,병어조림(2인),30000원,062-233-3318,광주광역시 동구 경양로 340(산수동),광주광역시 동구 경양로 340(산수동),광주광역시 동구 산수골,0.0
중식,면사무소,자장면,6000원,062-652-0990,광주광역시 남구 진다리로40번길 2,광주광역시 남구 진다리로40번길 2,광주광역시 남구 면사무소,2.6
양식,뽀빠이 임실치즈피자,불고기 피자,13000원,062-366-3002,"광주광역시 남구 대남대로372번길 14, 1층","광주광역시 남구 대남대로372번길 14, 1층",광주광역시 남구 뽀빠이 임실치즈피자,0.0
한식_일반,은하,삼겹살,13000원,062-676-7492,"광주광역시 남구 봉선로51번길 34, 1층","광주광역시 남구 봉선로51번길 34, 1층",광주광역시 남구 은하,0.0
이미용업,명동헤어센스,커트,6000원,062-673-9928,광주광역시 남구 봉선로19번길 21,광주광역시 남구 봉선로19번길 21,광주광역시 남구 명동헤어센스,0.0
한식_일반,엄마딸분식,찌개류,6000원,062-671-8245,"광주광역시 남구 대남대로 65-1, 1층","광주광역시 남구 대남대로 65-1, 1층",광주광역시 남구 엄마딸분식,5.0
목욕업,현대사우나,목욕료,6000원,062-267-0196,광주광역시 북구 동문대로86번길 69-2(두암동),광주광역시 북구 동문대로86번길 69-2(두암동),광주광역시 북구 현대사우나,5.0
한식_일반,여수세꼬시,낙지비빔밥,12000원,062-512-7772,광주광역시 북구 서방로107번길 62(두암동),광주광역시 북구 서방로107번길 62(두암동),광주광역시 북구 여수세꼬시,0.0
세탁업,중흥세탁소,세탁료(드라이),5000원,062-511-6161,"광주광역시 북구 금호로86번길 22, 102호(운암동, 중흥아파트2차 상가동))","광주광역시 북구 금호로86번길 22, 102호(운암동, 중흥아파트2차 상가동))",광주광역시 북구 중흥세탁소,0.0
이미용업,뽀글뽀글,컷트,9000원,062-265-5577,광주광역시 북구 호동로75번길 16-3,광주광역시 북구 호동로75번길 16-3,광주광역시 북구 뽀글뽀글,0.0
이미용업,엘림미용실,컷트,10000원,0507-1420-0125,광주광역시 북구 당뫼로8번길 37,광주광역시 북구 당뫼로8번길 37,광주광역시 북구 엘림미용실,0.0
한식_일반,명지원,생삼겹(200g),14000원,062-227-3565,광주광역시 동구 구성로 252(계림동),광주광역시 동구 구성로 252(계림동),광주광역시 동구 명지원,0.0
중식,옛날짜장,짜장,5500원,062-941-8334,"광주광역시 광산구 송도로162번길 11-2, 1층","광주광역시 광산구 송도로162번길 11-2, 1층",광주광역시 광산구 옛날짜장,4.0
한식_일반,장독대,주물럭쌈밥(2인이상),12000원,062-223-5630,"광주광역시 동구 문화전당로 43, 3층 (광산동)","광주광역시 동구 문화전당로 43, 3층 (광산동)",광주광역시 동구 장독대,2.9
한식_일반,대왕김밥(학동),"찌개(김치,순두부,된장)",6000원,062-223-0868,광주광역시 동구 남문로 671 (학동),광주광역시 동구 남문로 671 (학동),광주광역시 동구 대왕김밥(학동),4.3
한식_일반,박순자녹두집,수제비,6000원,062-223-8694,광주광역시 동구 구성로204번길 26(대인동),광주광역시 동구 구성로204번길 26(대인동),광주광역시 동구 박순자녹두집,4.4
한식_육류,운남골생오리,오리구이(한마리),43000원,062-953-5252,광주광역시 광산구 목련로153번안길 54-6(운남주공 7단지 운남교회 옆),광주광역시 광산구 목련로153번안길 54-6(운남주공 7단지 운남교회 옆),광주광역시 광산구 운남골생오리,별점 없음
한식_일반,덕보네밥상,찌개류,7000원,062-652-2229,광주광역시 남구 독립로 31,광주광역시 남구 독립로 31,광주광역시 남구 덕보네밥상,0.0
이미용업,뽀글이와 빡빡이 헤어샵,커트,10000원,-,광주광역시 남구 대남대로159번길 10,광주광역시 남구 대남대로159번길 10,광주광역시 남구 뽀글이와 빡빡이 헤어샵,별점 없음
한식_일반,신토불이국민동태탕,삼겹살(200g),11000원,062-371-7175,광주광역시 서구 화운로303번길 3(광천동),광주광역시 서구 화운로303번길 3(광천동),광주광역시 서구 신토불이국민동태탕,별점 없음
중식,궁차이나,자장면,5000원,062-574-2040,광주광역시 북구 서하로183번길 31(오치동),광주광역시 북구 서하로183번길 31(오치동),광주광역시 북구 궁차이나,3.3
한식_일반,미미상회,생삼겹(180g),11000원,062-236-2879,"광주광역시 동구 백서로182, 1층 (서석동)","광주광역시 동구 백서로182, 1층 (서석동)",광주광역시 동구 미미상회,4.8
중식,진숯불갈비,짜장면,5000원,010-3406-7550,광주광역시 동구 무등로 529(산수동),광주광역시 동구 무등로 529(산수동),광주광역시 동구 진숯불갈비,0.0
한식_일반,소망분식,김밥,2500원,062-943-5486,광주광역시 광산구 남동길 30,광주광역시 광산구 남동길 30,광주광역시 광산구 소망분식,0.0
이미용업,박세정헤어,커트,12000원,062-232-7003,광주광역시 남구 용대로 193,광주광역시 남구 용대로 193,광주광역시 남구 박세정헤어,0.0
한식_일반,시골추어탕,추어탕,8000원,062-943-5588,광주광역시 광산구 산정공원로 50(월곡동),광주광역시 광산구 산정공원로 50(월곡동),광주광역시 광산구 시골추어탕,0.0
한식_일반,어머니가마솥추어탕,추어탕,8000원,062-941-8892,광주광역시 광산구 광산로30번길 13-1,광주광역시 광산구 광산로30번길 13-1,광주광역시 광산구 어머니가마솥추어탕,5.0
세탁업,호반명품세탁,양복드라이클리닝,7000원,062-955-9100,"광주광역시 광산구 왕버들로251번길 27, 상가동 109호","광주광역시 광산구 왕버들로251번길 27, 상가동 109호",광주광역시 광산구 호반명품세탁,5.0
이미용업,샤론뷰티헤어,컷트,12000원,062-418-6387,광주광역시 북구 중문로84번길 62(문흥동),광주광역시 북구 중문로84번길 62(문흥동),광주광역시 북구 샤론뷰티헤어,0.0
한식_일반,일곡치킨,후라이드치킨,14000원,062-574-3392,광주광역시 북구 설죽로 545-2 상가 2동 102호(일곡동),광주광역시 북구 설죽로 545-2 상가 2동 102호(일곡동),광주광역시 북구 일곡치킨,5.0
한식_일반,넝쿨채,넝쿨채정식(떡갈비),15000원,062-268-7900,광주광역시 북구 매곡로32-7 (매곡동),광주광역시 북구 매곡로32-7 (매곡동),광주광역시 북구 넝쿨채,4.0
한식_일반,털보하우스,돌솥비빔밥,6500원,062-264-0644,광주광역시 북구 우치로126번길7(용봉동),광주광역시 북구 우치로126번길7(용봉동),광주광역시 북구 털보하우스,4.5
한식_일반,숙희네왕대포집,병어조림(2인분),12000원,0507-1333-6156,광주광역시 북구 서하로214번길17 (오치동),광주광역시 북구 서하로214번길17 (오치동),광주광역시 북구 숙희네왕대포집,별점 없음
한식_일반,서울김밥,김밥,2500원,062-222-6234,광주광역시 북구 서방로54-1(중흥동),광주광역시 북구 서방로54-1(중흥동),광주광역시 북구 서울김밥,5.0
한식_일반,한우물,생선구이(모듬),8000원,062-675-9944,광주광역시 동구 필문대로191번길15-2 (산수동),광주광역시 동구 필문대로191번길15-2 (산수동),광주광역시 동구 한우물,5.0
한식_일반,간42,수제돈가스,6000원,062-234-8242,"광주광역시 동구 필문대로287번길19-6, 1층(지산동)","광주광역시 동구 필문대로287번길19-6, 1층(지산동)",광주광역시 동구 간42,3.2
한식_일반,해뜨는식당,백반,1000원,010-6293-9812,"광주광역시 동구 제봉로 190번길 7-1, 1층 (대인동)","광주광역시 동구 제봉로 190번길 7-1, 1층 (대인동)",광주광역시 동구 해뜨는식당,5.0
한식_육류,빛고을 떡갈비,돼지숯불떡갈비(1인분250g),15000원,062-944-6670,광주광역시 광산구 광산로29번길 14,광주광역시 광산구 광산로29번길 14,광주광역시 광산구 빛고을 떡갈비,4.2
한식_일반,원지식당,삼겹살(200g),13000원,062-227-9934,광주광역시 동구 학소로 96 (소태동),광주광역시 동구 학소로 96 (소태동),광주광역시 동구 원지식당,4.6
한식_일반,우리뷔페(북동점),한식백반,6000원,062-228-2002,광주광역시 북구 금남로131번길 13(북동),광주광역시 북구 금남로131번길 13(북동),광주광역시 북구 우리뷔페(북동점),별점 없음
한식_일반,반디식당,백반,6000원,062-222-0809,광주광역시 동구 구성로 258 (계림동),광주광역시 동구 구성로 258 (계림동),광주광역시 동구 반디식당,0.0
기타서비스업,카페아짐,아메리카노,2500원,062-513-6125,광주광역시 남구 대남대로181번길 35-1,광주광역시 남구 대남대로181번길 35-1,광주광역시 남구 카페아짐,5.0
이미용업,공주들미용실,커트,8000원,062-681-7719,광주광역시 남구 독립로 20,광주광역시 남구 독립로 20,광주광역시 남구 공주들미용실,1.0
한식_일반,무들목장,생비빔밥,9000원,062-574-6401,광주광역시 북구 일곡마을로 15-1(일곡동),광주광역시 북구 일곡마을로 15-1(일곡동),광주광역시 북구 무들목장,3.0
한식_면류,유건모밀,메밀국수,6000원,062-945-1651,광주광역시 광산구 광산로 13,광주광역시 광산구 광산로 13,광주광역시 광산구 유건모밀,4.0
한식_분식,깨비분식,칼국수,5000원,062-942-7324,광주광역시 광산구 광산로30번길 11,광주광역시 광산구 광산로30번길 11,광주광역시 광산구 깨비분식,5.0
중식,진고개반점,자장면,6000원,062-955-4477,광주광역시 광산구 신창로105번길 34-14,광주광역시 광산구 신창로105번길 34-14,광주광역시 광산구 진고개반점,4.8
한식_일반,우리뷔페(중흥점),한식백반,6000원,062-526-6688,광주광역시 북구 제봉로 330(중흥동),광주광역시 북구 제봉로 330(중흥동),광주광역시 북구 우리뷔페(중흥점),별점 없음
중식,치킨튀기는오빠,오리지널빠닭,14900원,062-655-5878,광주광역시 서구 풍암순환로 86(풍암동),광주광역시 서구 풍암순환로 86(풍암동),광주광역시 서구 치킨튀기는오빠,4.8
한식_일반,돈까스틱,왕돈가스,7500원,062-376-2278,"광주광역시 동구 지산로 7, 2층 (서석동)","광주광역시 동구 지산로 7, 2층 (서석동)",광주광역시 동구 돈까스틱,4.4
중식,짜앤짬탕수육,짜장면,4000원,062-234-0052,"광주광역시 동구 제봉로 212번길 2-8 , 1층(대인동)","광주광역시 동구 제봉로 212번길 2-8 , 1층(대인동)",광주광역시 동구 짜앤짬탕수육,4.7
한식_일반,우리뷔페,백반,6000원,062-364-3816,"광주광역시 동구 금남로 181, 102호 (금남로 5가)","광주광역시 동구 금남로 181, 102호 (금남로 5가)",광주광역시 동구 우리뷔페,5.0
기타서비스업,명보스튜디오,반명함판,17000원,062-671-4840,광주광역시 남구 용대로 131,광주광역시 남구 용대로 131,광주광역시 남구 명보스튜디오,0.0
세탁업,사직세탁소,세탁료,5000원,062-651-8065,광주광역시 남구 백서로 55,광주광역시 남구 백서로 55,광주광역시 남구 사직세탁소,0.0
이미용업,글로벌헤어샵,커트,8000원,062-444-1385,광주광역시 남구 독립로10번길 25,광주광역시 남구 독립로10번길 25,광주광역시 남구 글로벌헤어샵,5.0
이미용업,지수헤어아트,커트,10000원,062-676-7612,광주광역시 남구 회서로 19,광주광역시 남구 회서로 19,광주광역시 남구 지수헤어아트,5.0
이미용업,리샾헤어,커트,11000원,062-672-5204,광주광역시 남구 회서로21번길 1,광주광역시 남구 회서로21번길 1,광주광역시 남구 리샾헤어,별점 없음
이미용업,두리미용실,커트,7000원,062-651-4151,광주광역시 남구 천변좌로552번길 21-1,광주광역시 남구 천변좌로552번길 21-1,광주광역시 남구 두리미용실,0.0
한식_일반,좋은포크,생삼겹(200g),13000원,062-385-0203,광주광역시 서구 상일로54번길 7(쌍촌동),광주광역시 서구 상일로54번길 7(쌍촌동),광주광역시 서구 좋은포크,5.0
중식,일품향,짜장면,5500원,062-384-0723,광주광역시 서구 화정로179번길 29-3(화정동),광주광역시 서구 화정로179번길 29-3(화정동),광주광역시 서구 일품향,3.9
한식_일반,항아리숙성된장삼겹,갈비탕,8000원,062-951-8457,광주광역시 광산구 산정로 5,광주광역시 광산구 산정로 5,광주광역시 광산구 항아리숙성된장삼겹,별점 없음
한식_일반,모리화,짜장면,5500원,062-652-8552,광주광역시 서구 풍금로 31-1(풍암동),광주광역시 서구 풍금로 31-1(풍암동),광주광역시 서구 모리화,2.3
한식_일반,살맛나는세상,갈비탕,8000원,062-676-8592,광주광역시 남구 광복마을길 71,광주광역시 남구 광복마을길 71,광주광역시 남구 살맛나는세상,4.3
한식_육류,옛고을,삼겹살,13000원,062-352-7505,광주광역시 남구 군분로 58-2,광주광역시 남구 군분로 58-2,광주광역시 남구 옛고을,별점 없음
이미용업,좋은날헤어,커트,7000원,062-676-0056,광주광역시 남구 독립로10번길 3,광주광역시 남구 독립로10번길 3,광주광역시 남구 좋은날헤어,0.0
한식_육류,고향갈비,양념갈비,12000원,062-681-9292,광주광역시 남구 백운로 46,광주광역시 남구 백운로 46,광주광역시 남구 고향갈비,0.0
이미용업,첫눈에 반해,성인커트,10000원,062-431-7114,광주광역시 서구 발산로 46(양동),광주광역시 서구 발산로 46(양동),광주광역시 서구 첫눈에 반해,0.0
한식_일반,매일대중음식점(매일식당),곰탕(설렁탕),8000원,062-941-0843,광주광역시 광산구 송정로1번길 81,광주광역시 광산구 송정로1번길 81,광주광역시 광산구 매일대중음식점(매일식당),별점 없음
목욕업,하남민속대중탕,목욕료,5000원,062-951-5662,광주광역시 광산구 월곡산정로 96-21,광주광역시 광산구 월곡산정로 96-21,광주광역시 광산구 하남민속대중탕,0.0
한식_일반,진보쌈,갈비탕,8000원,062-941-1880,광주광역시 광산구 남동길48번길 33,광주광역시 광산구 남동길48번길 33,광주광역시 광산구 진보쌈,5.0
