업종,업소명,주요품목,가격,연락처,주소,keyword,평점
한식_일반,덕장진땡이,코다리정식,10000원,063-562-6300,전라북도 고창군 고창읍 월곡로 45,전라북도 고창읍 덕장진땡이,0
한식_일반,돈내고 돈먹는집,생삽겹살(200g),14000원,063-262-6878,전라북도 완주군 봉동읍 둔산3로 56,전라북도 봉동읍 돈내고 돈먹는집,0
한식_면류,춘원회관,속청태콩국수,8500원,063-625-5568,전라북도 남원시 양림길 14-10,전라북도 양림길 춘원회관,4
한식_일반,조교수 숯불갈비,갈비탕,10000원,063-626-8293,전라북도 남원시 원천로57,전라북도 원천로57 조교수 숯불갈비,0
한식_일반,가시버시,갈치정식,12000원,063-635-5107,전라북도 남원시 향단로 9,전라북도 향단로 가시버시,5
한식_일반,광한루 석쇠구이,고추장석쇠불고기,9000원,063-626-7788,전라북도 남원시 광한서로 37,전라북도 광한서로 광한루 석쇠구이,4.3
기타서비스업,건강정육점,돼지고기 앞다리살 600g,7000원,063-625-8869,전라북도 남원시 금동 266-1,전라북도 금동 건강정육점,4.5
중식,황제반점,짜장면,5000원,063-642-6777,전라북도 임실군 오수면 오수5길 10-1,전라북도 오수면 황제반점,4
한식_일반,이웃사촌 보리밥,보리밥,8000원,063-643-3435,전라북도 임실군 임실읍 이도리 233-2,전라북도 임실읍 이웃사촌 보리밥,3
한식_면류,모녀팥죽,팥칼국수,6000원,063-643-1470,전라북도 임실군 임실읍 운수로 26 임실시장 내,전라북도 임실읍 모녀팥죽,0
한식_일반,명성회관,백반,7000원,063-562-9488,전라북도 고창군 무장면 무장남북로 10-7,전라북도 무장면 명성회관,5
이미용업,까꼬뽀꼬 미용실,커트 (일반),8000원,063-563-6368,전라북도 고창군 고창읍 동리로 45-2,전라북도 고창읍 까꼬뽀꼬 미용실,0
숙박업,넥스텔 모텔,숙박료 (평일),40000원,063-564-8999,전라북도 고창군 고창읍 월암수월길 112,전라북도 고창읍 넥스텔 모텔,1.3
중식,아리수,짜장면,6000원,063-322-2220,전라북도 무주군 무주읍 단천로 55-1,전라북도 무주읍 아리수,5
한식_일반,장터회관,백반,7000원,063-324-4872,전라북도 무주군 무풍면 현내로 214,전라북도 무풍면 장터회관,4.5
중식,동원반점,짜장면,5000원,063-584-7908,전라북도 부안군 하서면 신지길 30-2,전라북도 하서면 동원반점,3.8
이미용업,정진미용실,일반퍼머,20000원,063-582-4633,전라북도 부안군 백산면 시기길 3-1,전라북도 백산면 정진미용실,0
이미용업,성심이용원,조발,10000원,063-582-2505,전라북도 부안군 백산면 시기길 8-1,전라북도 백산면 성심이용원,0
기타양식,아트카페,아메리카노,3000원,063-583-9830,전라북도 부안군 부안읍 수정길 28,전라북도 부안읍 아트카페,5
한식_일반,소문난 해장국,우거지갈비탕,8000원,063-581-3045,전라북도 부안군 부안읍 동중2길 15,전라북도 부안읍 소문난 해장국,5
한식_육류,장터구이,반계탕,8000원,063-581-9222,전라북도 부안군 부안읍 봉동길 17,전라북도 부안읍 장터구이,0
한식_일반,궁전식당,백반,7000원,063-535-1256,전라북도 정읍시 북면 정읍북로 610,전라북도 북면 궁전식당,0
한식_일반,최민자국밥,콩나물국밥,6000원,063-533-3885,전라북도 정읍시 칠보면 중앙로 109,전라북도 칠보면 최민자국밥,3.5
중식,천안문,자장면,6000원,063-564-2885,전라북도 고창군 고창읍 남정10길 9,전라북도 고창읍 천안문,4.2
한식_육류,지리산 정육식당,육회비빔밥,9000원,063-635-0213,전라북도 남원시 시청로 15(죽항동),전라북도 시청로 지리산 정육식당,2.5
한식_육류,지평선한돈 전주점,김치찌개,8000원,063-273-3392,전라북도 전주시 덕진구 시천로 110-6,전라북도 덕진구 지평선한돈 전주점,4.7
기타양식,빵굽는나라,도너츠(2개),1000원,063-275-2974,전라북도 전주시 완산구 팔달로 263,전라북도 완산구 빵굽는나라,0
한식_면류,세미국수,잔치국수,4000원,063-831-1022,전라북도 익산시 주현로 13,전라북도 주현로 세미국수,별점 없음
중식,짜장천짬뽕천,짜장,4000원,063-854-7789,전라북도 익산시 인북로9길 11,전라북도 인북로9길 짜장천짬뽕천,4
한식_일반,남원고을,백반,8000원,063-633-3576,전라북도 남원시 시청남로 22(도통동),전라북도 시청남로 남원고을,5
한식_일반,나라식당,백반,7000원,063-462-0673,전라북도 군산시 서흥안2길 30,전라북도 서흥안2길 나라식당,0
한식_일반,미주옥,아욱국,7000원,063-442-5505,전라북도 군산시 구영7길 133-4,전라북도 구영7길 미주옥,4.5
중식,가야장,자장면,3500원,063-442-2760,전라북도 군산시 경암4길 4,전라북도 경암4길 가야장,3.9
한식_육류,지정회관,삼겹살(200g),14000원,063-288-2553,전라북도 전주시 완산구 서학로27,전라북도 완산구 지정회관,5
양식,수제왕돈까스(경원점),기본돈까스,6000원,063-282-8855,전라북도 전주시 완산구 충경로 84,전라북도 완산구 수제왕돈까스(경원점),4.8
한식_육류,춘향골 한우회관,돌솥육회비빔밥,10000원,063-631-0686,전라북도 남원시 광한서로 88(하정동),전라북도 광한서로 춘향골 한우회관,3.9
이미용업,송이미용실,일반 퍼머,20000원,063-584-7060,전라북도 부안군 백산면 산매길 557,전라북도 백산면 송이미용실,0
이미용업,말래풀래,성인커트,9000원,063-632-1544,"전라북도 남원시 황죽로 11, 203(고죽동,이그린상가)",전라북도 황죽로 말래풀래,0
한식_육류,토지,생삽겹살(200g),13000원,063-261-9209,전라북도 완주군 봉동읍 완주산단9로 11,전라북도 봉동읍 토지,1
한식_일반,하나분식,김밥,3000원,063-261-0312,전라북도 완주군 봉동읍 봉동동서로 76,전라북도 봉동읍 하나분식,5
한식_일반,다미가,백반,6000원,070-7631-6400,전라북도 완주군 고산면 남봉로 135,전라북도 고산면 다미가,0
세탁업,하얀세탁나라,양복(1벌),6000원,063-902-4555,"전라북도 전주시 덕진구 시천로 29-30(송천동1가, 한양아파트 상가 1층)",전라북도 덕진구 하얀세탁나라,0
이미용업,지연미용실,파마(경로),15000원,063-272-8518,전라북도 전주시 완산구 태평3길 84,전라북도 완산구 지연미용실,0
한식_일반,자유식당,김치찌개,7000원,063-286-1986,전라북도 전주시 완산구 풍남문3길 25(전동),전라북도 완산구 자유식당,별점 없음
한식_육류,첫마중 부잣집,토종옻닭(大),24000원,063-244-5656,전라북도 전주시 덕진구 도당산로 70(우아동3가),전라북도 덕진구 첫마중 부잣집,4
한식_일반,은혜식당,김치찌개,6000원,063-446-3438,전라북도 군산시 구시장로 24,전라북도 구시장로 은혜식당,4
한식_일반,고향식당,새알죽,7000원,063-584-6683,전라북도 부안군 동진면 동진로 129,전라북도 동진면 고향식당,3.3
일식,다미락,참치초밥,8000원,063-583-8407,전라북도 부안군 부안읍 수정길 7,전라북도 부안읍 다미락,3.3
한식_일반,토속집,백반,7000원,063-563-3133,전라북도 고창군 고창읍 읍내리 654-1,전라북도 고창읍 토속집,0
이미용업,로타리이용원,염색,13000원,063-584-2963,전라북도 부안군 부안읍 석정로 191,전라북도 부안읍 로타리이용원,0
양식,테라스레스토랑,돈가스,9000원,063-581-3515,전라북도 부안군 부안읍 동중1길 21-1,전라북도 부안읍 테라스레스토랑,3.7
한식_일반,부안기사님식당,가정식백반,8000원,063-584-3315,전라북도 부안군 부안읍 번영로 174-3,전라북도 부안읍 부안기사님식당,3.4
한식_일반,오뚜기회관,가정식백반,7000원,063-581-4422,전라북도 부안군 부안읍 부풍로 7,전라북도 부안읍 오뚜기회관,3.3
한식_일반,골목식당,백반,9000원,063-582-6018,전라북도 부안군 주산면 종산로 2-1,전라북도 주산면 골목식당,0
한식_일반,군산식당,백반,9000원,063-583-3234,전라북도 부안군 변산면 격포항길 16,전라북도 변산면 군산식당,4.3
한식_육류,옥돌식당,삼겹살(200g),13000원,063-564-7770,전라북도 고창군 무장면 무장리 114-2,전라북도 무장면 옥돌식당,3.8
이미용업,금란미용실,커트,8000원,063-562-6766,전라북도 고창군 흥덕면 선운대로 3745,전라북도 흥덕면 금란미용실,1
이미용업,쉼터미용실,파마,23000원,063-564-0459,전라북도 고창군 공음면 공음길 46,전라북도 공음면 쉼터미용실,0
한식_일반,무장회관,백반,7000원,063-563-4070,전라북도 고창군 무장면 학천로 8,전라북도 무장면 무장회관,0
한식_육류,터식육점,삼겹살(200g),13000원,063-561-1311,전라북도 고창군 무장남북로 14,전라북도 무장남북로 터식육점,별점 없음
양식,대영회관,돈가스,8000원,063-644-8811,전라북도 임실군 오수면 오수로 136-10,전라북도 오수면 대영회관,4.5
