업종,업소명,주요품목,가격,연락처,주소,keyword,평점
숙박업,JK 쉼,"독채(2인,평일기준)",60000원,061-382-8778,전라남도 담양군 용면 금성산성길 475,전라남도 용면 JK 쉼,2.8
기타서비스업,엄지손체형관리,지압,0원,010-3626-3000,전라남도 광양시 광양읍 매일시장길 42-1,전라남도 광양읍 엄지손체형관리,0
목욕업,유성목욕탕,목욕,7000원,061-761-3213,전라남도 광양시 광양읍 호북길 8,전라남도 광양읍 유성목욕탕,4
한식_일반,단비콩,한식,8000원,061-762-4936,전라남도 광양시 광양읍 용두길 108,전라남도 광양읍 단비콩,4.4
한식_일반,광양식탁,삼겹살,12000원,010-9090-6471,전라남도 광양시 지동길 143-1(도이동),전라남도 지동길 광양식탁,3.8
세탁업,신)크린하우스,바지기장,3000원,061-792-2514,"전라남도 광양시 담안길 77-9, 1층",전라남도 담안길 신)크린하우스,별점 없음
한식_일반,복재식당,재첩국,8000원,061-791-5267,전라남도 광양시 담안2길 16-16,전라남도 담안2길 복재식당,4.5
한식_일반,태경뷔페식당,한식뷔페,7000원,010-7747-5914,"전라남도 광양시 광양읍 초남2공단2길 46, 1층",전라남도 광양읍 태경뷔페식당,0
이미용업,자르지오,다자녀커트,7000원,061-791-9828,"전라남도 광양시 중마로 209-1, 1층",전라남도 중마로 자르지오,0
한식_일반,남원골추어탕,추어탕,8000원,061-792-5285,전라남도 광양시 정수2길 38(광영동),전라남도 정수2길 남원골추어탕,0
한식_육류,마린식당,삼겹살,12000원,061-795-7901,전라남도 광양시 광양읍 제철로 500,전라남도 광양읍 마린식당,0
한식_일반,백운마루,백반,8000원,061-795-7733,전라남도 광양시 중마청룡길 12-7(중동),전라남도 중마청룡길 백운마루,0
중식,룡제원,자장면,6000원,067-794-5888,전라남도 광양시 발섬길 30(중동),전라남도 발섬길 룡제원,5
한식_육류,화둥숯불갈비,삼겹살,14000원,061-792-1918,전라남도 광양시 발섬4길 7-10(중동),전라남도 발섬4길 화둥숯불갈비,3.8
한식_육류,제네왓능가,삼겹살,11000원,061-362-3242,전라남도 곡성군 목사동면 강변로 477,전라남도 목사동면 제네왓능가,별점 없음
한식_육류,볏짚삼겹살,통삼겹살,7000원,061-762-1221,전라남도 광양시 광양읍 서천1길 1,전라남도 광양읍 볏짚삼겹살,4.5
기타서비스업,까페345,아메리카노,2500원,061-761-2138,전라남도 광양시 희양현로 23-1,전라남도 희양현로 까페345,0
한식_육류,대복삼계탕,삼계탕,14000원,061-793-9999,전라남도 광양시 시청로 82(중동),전라남도 시청로 대복삼계탕,3.7
이미용업,이기하이용원,커트,7000원,-,전라남도 광양시 용지길 34-2 (1층),전라남도 용지길 이기하이용원,5
한식_육류,순한우촌,사골곰탕,9000원,061-762-9088,전라남도 광양시 광양읍 서천변로 28,전라남도 광양읍 순한우촌,5
목욕업,백운사우나,목욕,5000원,061-799-3177,전라남도 광양시 폭포사랑길 99(금호동),전라남도 폭포사랑길 백운사우나,0
목욕업,태극온천탕,목욕,6500원,061-763-6720,전라남도 광양시 광양읍 호북길 25,전라남도 광양읍 태극온천탕,별점 없음
기타양식,커피팩토리,아메리카노,3000원,061-363-6502,전라남도 곡성군 옥과면 리문4길 8,전라남도 옥과면 커피팩토리,5
기타양식,백년가,아메리카노,3000원,061-363-0165,전라남도 곡성군 옥과면 옥과6길 9,전라남도 옥과면 백년가,4.1
중식,기차반점,토란자장면,8000원,061-362-3404,전라남도 곡성군 오곡면 기차마을로 230-1,전라남도 오곡면 기차반점,1.4
기타양식,카페229,아메리카노,3000원,061-362-7890,전라남도 곡성군 옥과면 리문4길 5,전라남도 옥과면 카페229,5
한식_일반,도담식당,백반,6000원,010-5161-7813,전라남도 여수시 충무로 54-9,전라남도 충무로 도담식당,3.3
기타양식,미카129,토란아이스크림,3500원,061-362-0129,전라남도 곡성군 곡성읍 곡성로 856 기차마을전통시장,전라남도 곡성읍 미카129,4.8
숙박업,곡성게스트하우스,침대방(2인),50000원,010-6222-0505,전라남도 곡성군 곡성읍 중앙로 96-2,전라남도 곡성읍 곡성게스트하우스,3.6
한식_기타,순자강민물매운탕,다슬기수제비,10000원,061-363-3999,전라남도 곡성군 곡성읍 청계동로 371,전라남도 곡성읍 순자강민물매운탕,4.8
한식_일반,청이돈까스랑도시락,생돈가스,9000원,061-363-1874,전라남도 곡성군 곡성읍 곡성로 852,전라남도 곡성읍 청이돈까스랑도시락,별점 없음
한식_일반,풍미,생선구이돌솥,13000원,061-363-5270,전라남도 곡성군 곡성읍 읍내17길 9,전라남도 곡성읍 풍미,4.8
한식_육류,통큰통갈비,양념갈비,12000원,061-362-2030,전라남도 곡성군 옥과면 리문4길 10,전라남도 옥과면 통큰통갈비,0
한식_일반,청국장과흑두부,청국장,10000원,061-362-0104,전라남도 곡성군 옥과면 천변로 19,전라남도 옥과면 청국장과흑두부,3.6
한식_일반,청계동,장어탕,9000원,061-362-6464,전라남도 곡성군 곡성읍 곡성로 856,전라남도 곡성읍 청계동,0
한식_일반,강산애,다슬기탕,10000원,061-362-0248,전라남도 곡성군 곡성읍 곡성로 856,전라남도 곡성읍 강산애,0
한식_일반,정가네식당,갈치조림,12000원,010-3914-1176,전라남도 여수시 여서동 2길 9(여서동),전라남도 여서동 정가네식당,5
한식_일반,녹색식당,장어구이,20000원,061-652-3513,전라남도 여수시 여서동 5길 15,전라남도 여서동 녹색식당,4
한식_일반,백번해장국,우거지해장국,6000원,010-8823-9442,전라남도 여수시 서교연등천길 25,전라남도 서교연등천길 백번해장국,0
목욕업,수정사우나,목욕비,7000원,061-662-3468,전라남도 여수시 공화북4길 9,전라남도 공화북4길 수정사우나,5
이미용업,옥헤어모드,커트,10000원,010-9214-2107,전라남도 여수시 새터로 11,전라남도 새터로 옥헤어모드,0
이미용업,서교미용실,커트,10000원,061-642-3933,전라남도 여수시 좌수영로 13-1,전라남도 좌수영로 서교미용실,0
이미용업,늘고운 미용실,커트,7000원,010-8602-2185,전라남도 여수시 서교 6길 5(서교동),전라남도 서교 늘고운 미용실,0
이미용업,짱구머리,커트,10000원,010-3895-5775,"전라남도 여수시 용수길 22-1, 1층",전라남도 용수길 짱구머리,0
이미용업,한마음 미용실,커트,10000원,010-5612-3795,전라남도 여수시 관문서 2길 1 (관문동),전라남도 관문서 한마음 미용실,별점 없음
기타양식,싱글벙글 빵집,도너츠빵,1200원,061-663-8797,전라남도 여수시 관문1길 13-1,전라남도 관문1길 싱글벙글 빵집,4.4
한식_면류,여수밀면,물밀면,8000원,061-654-1019,전라남도 여수시 대치1길 6-1 (여서동),전라남도 대치1길 여수밀면,5
한식_일반,풍성식당,백반,7000원,061-662-4243,전라남도 여수시 교동시장 3길 15-1,전라남도 교동시장 풍성식당,별점 없음
한식_일반,바다장어 숯불구이,장어탕,12000원,061-683-6660,전라남도 여수시 장성1길 12,전라남도 장성1길 바다장어 숯불구이,4.2
한식_일반,백천선어마을,게장백반,12000원,061-663-8252,전라남도 여수시 광화남2길 2 (공화동),전라남도 광화남2길 백천선어마을,별점 없음
한식_일반,산아래호수,매운탕(점심특가),8000원,061-383-7942,전라남도 담양군 용면 추월산로 577,전라남도 용면 산아래호수,5
숙박업,건맥스테이,싱글룸,50000원,010-5645-1897,전라남도 목포시 해안로237번길 10-1,전라남도 해안로237번길 건맥스테이,4.8
한식_일반,어락,장어탕,9000원,061-287-8789,전라남도 목포시 평화로 45,전라남도 평화로 어락,3.2
이미용업,서울미용실,커트,12000원,061-543-8554,전라남도 진도군 임회면 십일시길 47-11,전라남도 임회면 서울미용실,0
이미용업,은하미용실,커트,13000원,061-543-7756,전라남도 진도군 임회면 십일시길 23-13,전라남도 임회면 은하미용실,0
이미용업,나비미용실,커트,13000원,061-542-0228,전라남도 진도군 군내면 진도대로 7962,전라남도 군내면 나비미용실,0
한식_육류,한우촌,듬북갈비탕,13000원,061-544-7724,전라남도 진도군 진도읍 남문길 42-2,전라남도 진도읍 한우촌,0
이미용업,머리사랑,커트(남),10000원,061-536-3660,전라남도 해남군 해남읍 홍교로 95,전라남도 해남읍 머리사랑,0
기타서비스업,피낭시에,고구마빵,2000원,061-537-6262,전라남도 해남군 해남읍 읍내길 8,전라남도 해남읍 피낭시에,4.2
한식_기타,좋은밥상,한식뷔페,8000원,061-532-8300,전라남도 해남군 해남읍 명량로 2910,전라남도 해남읍 좋은밥상,4.3
한식_일반,참사랑해물칼국수,수제비,7500원,061-381-8117,전라남도 담양군 담양읍 무정로 14,전라남도 담양읍 참사랑해물칼국수,1.8
한식_일반,명태골,동태탕,9000원,061-381-2111,전라남도 담양군 창평면 의병로 213,전라남도 창평면 명태골,0
한식_일반,참조은식당,순두부찌개,7000원,061-665-3412,전라남도 여수시 관문4길 3,전라남도 관문4길 참조은식당,5
이미용업,컷트만들기,파마,20000원,010-6788-6792,전라남도 완도군 완도읍 장보고대로 254,전라남도 완도읍 컷트만들기,별점 없음
한식_일반,대성식당,서대회,12000원,061-663-0745,전라남도 여수시 교동남1길 5-9,전라남도 교동남1길 대성식당,2.1
한식_일반,보경식당,설렁탕,10000원,061-641-2764,전라남도 여수시 봉산1로 5-1(봉산동),전라남도 봉산1로 보경식당,5
한식_일반,짱구네간장게장,게장백반,10000원,061-642-6813,전라남도 여수시 봉강2길 23,전라남도 봉강2길 짱구네간장게장,3.4
한식_일반,은수저,백반,7000원,061-662-3111,전라남도 여수시 오림1길 3,전라남도 오림1길 은수저,4.8
한식_일반,우리식당,장어탕,12000원,061-641-6688,전라남도 여수시 국동3길 5,전라남도 국동3길 우리식당,5
한식_일반,덕충식당,백반,6000원,061-664-7838,전라남도 여수시 공화남3길 9(공화동),전라남도 공화남3길 덕충식당,3.5
한식_일반,이화식당,게장정식,14000원,061-654-9887,전라남도 여수시 문수5길 46,전라남도 문수5길 이화식당,3.1
이미용업,센스미용실,커트,10000원,061-663-7138,전라남도 여수시 이순실광장로 223-1,전라남도 이순실광장로 센스미용실,별점 없음
이미용업,남성커트클럽 블루가이,커트,9000원,061-653-0317,전라남도 여수시 여문2로 97,전라남도 여문2로 남성커트클럽 블루가이,별점 없음
한식_일반,대명통장어탕,통장어탕,15000원,061-666-9988,전라남도 여수시 시청서 5길 8,전라남도 시청서 대명통장어탕,별점 없음
이미용업,톡헤어,커트,10000원,061-662-9285,전라남도 여수시 종화서 1길 17,전라남도 종화서 톡헤어,별점 없음
한식_일반,수라식당,짱뚱이탕,8000원,061-653-0888,전라남도 여수시 여서동 4길 15-2,전라남도 여서동 수라식당,0
한식_일반,청해식당,갈치구이,13000원,061-663-3226,전라남도 여수시 이순신광장로 197,전라남도 이순신광장로 청해식당,3.2
한식_일반,3코스식당,생선회(4인),60000원,061-662-3339,전라남도 여수시 남면 우두로 225,전라남도 남면 3코스식당,3.5
이미용업,송주미용실,커트,10000원,061-653-5171,전라남도 여수시 문수북6길 17,전라남도 문수북6길 송주미용실,0
이미용업,훈이 헤어샵,커트,10000원,010-8004-5285,전라남도 여수시 학동8길 28(학동),전라남도 학동8길 훈이 헤어샵,5
