업종,업소명,주요품목,가격,연락처,주소,keyword,평점
이미용업,젠틀맨,남자커트,8000원,0507-1469-0285,충청남도 논산시 중앙로480번길 23-1,충청남도 논산시 젠틀맨,0
이미용업,심플미용실,여자커트,13000원,041-735-4020,충청남도 논산시 논산시 시민로314번길 1,충청남도 논산시 심플미용실,0
한식_한정식,다정콩나물해장국,콩나물해장국,6000원,041-742-6630,충청남도 논산시 논산시 연무읍 안심로 55,충청남도 논산시 다정콩나물해장국,3.7
중식,신촌반점,짜장면,5500원,041-741-5452,충청남도 논산시 논산시 연무읍 득안대로 473,충청남도 논산시 신촌반점,3.7
중식,강짬뽕,짜장면,6000원,041-734-2929,충청남도 논산시 논산시 부적면 계백로 1660-8,충청남도 논산시 강짬뽕,4.7
한식_일반,한우마을,꽃등심,25000원,041-951-5110,충청남도 서천군 판교면 종판로 901번길  12,충청남도 서천군 한우마을,4.4
한식_일반,정선 촌 곤드래밥,곤드래정식,10000원,010-3505-0068,충청남도 계룡시 충청남도 계룡시 엄사면 전원2길 21-10,충청남도 계룡시 정선 촌 곤드래밥,4.1
한식_육류,명품돼지마을,생갈비,10000원,042-551-0885,충청남도 계룡시 충청남도 계룡시 엄사면 번영로 67,충청남도 계룡시 명품돼지마을,4
한식_일반,황부자집,한우곰탕,8000원,042-840-5337,충청남도 계룡시 충청남도 계룡시 엄사면 전원로 62-2,충청남도 계룡시 황부자집,4.8
한식_일반,착한감자탕(엄사점),뼈해장국,9000원,042-840-6392,충청남도 계룡시 충청남도 계룡시 엄사면 번영로 118 1층,충청남도 계룡시 착한감자탕(엄사점),별점 없음
한식_일반,해물칼국수손수제비,칼국수,7000원,041-735-3818,충청남도 논산시 중앙로 500번길 20,충청남도 논산시 해물칼국수손수제비,0
중식,천품향,짜장,6000원,041-732-6572,"충청남도 논산시 논산시 시민로194번길14, 1층",충청남도 논산시 천품향,5
한식_일반,시장국수,잔치국수,5000원,041-742-5914,충청남도 논산시 연무읍 연무로184번길 8-8,충청남도 논산시 시장국수,0
이미용업,오쌤묭실,커트,10000원,010-6383-8876,"충청남도 아산시 삼동로 24-1, 1층 102호",충청남도 아산시 오쌤묭실,별점 없음
이미용업,나이스맨남성컷트전문점,커트,5000원,010-8361-9962,"충청남도 아산시 시장남길 10, 1층",충청남도 아산시 나이스맨남성컷트전문점,별점 없음
한식_일반,돈가마니,백반,6000원,010-9415-6809,충청남도 아산시 배방읍 북수로 56,충청남도 아산시 돈가마니,5
이미용업,가위손,커트,7700원,010-6621-6736,"충청남도 아산시 어의정로 183번길 11, 1층",충청남도 아산시 가위손,1
기타서비스업,일오삼영상스튜디오,증명사진,20000원,041-362-0153,충청남도 당진시 신평면 거산3거리길 11,충청남도 당진시 일오삼영상스튜디오,0
이미용업,여심미용실,여자커트,10000원,041-732-2660,충청남도 논산시 해월로 125번길 31,충청남도 논산시 여심미용실,0
한식_일반,공주칼국수,칼국수,7000원,041-735-5300,충청남도 논산시 중앙로479번길 4-1,충청남도 논산시 공주칼국수,5
이미용업,김선미헤어리더,커트,10000원,041-652-9746,충청남도 당진시 계성2길 22,충청남도 당진시 김선미헤어리더,별점 없음
이미용업,오천헤어,커트,8000원,010-5090-3631,충청남도 천안시 서북구 월봉4로 32 (쌍용동),충청남도 천안시 오천헤어,0
이미용업,진선헤어,커트,10000원,010-2420-5771,충청남도 당진시 반촌로 45-1,충청남도 당진시 진선헤어,0
이미용업,7000냥프로헤어,커트,9000원,010-3955-3308,"충청남도 천안시 동남구 충무로 412-27, 2층(영성동)",충청남도 천안시 7000냥프로헤어,별점 없음
한식_일반,들향기칼국수,파전,10000원,041-356-0406,충청남도 당진시 남산공원길 71-6,충청남도 당진시 들향기칼국수,4
한식_일반,약속식당,된장찌개,6000원,041-856-4450,충청남도 공주시 제민천1길 23-1(봉황동),충청남도 공주시 약속식당,0
한식_일반,한우가든정육점식당,소고기 보신탕,7000원,041-855-9800,충청남도 공주시 번영2로 40-11(신관동),충청남도 공주시 한우가든정육점식당,별점 없음
한식_일반,우체국식당,된장찌개,6000원,041-881-8803,충청남도 공주시 우체국길 24 (중동),충청남도 공주시 우체국식당,0
한식_일반,팔팔무쇠삼겹살,생삼겹살,9900원,041-852-8849,"충청남도 공주시 번영2로 68-21,1층(신관동)",충청남도 공주시 팔팔무쇠삼겹살,4.9
기타서비스업,청양떡방앗간,고춧가루가공비(1근),400원,041-943-2577,충청남도 청양군 청양읍 칠깁산로 4길 25-3,충청남도 청양군 청양떡방앗간,0
한식_육류,부라보회관,대패삼겹살,3800원,041-858-1741,"충청남도 공주시 번영3로 67, 1층(신관동)",충청남도 공주시 부라보회관,3
숙박업,모텔 예다원,일반실(숙박),40000원,041-355-7731,충청남도 당진시 원당로 5,충청남도 당진시 모텔 예다원,5
한식_일반,은성식당,된장찌개,7000원,041-933-2776,충청남도 보령시 궁촌3딩 10 (궁촌동),충청남도 보령시 은성식당,3.7
한식_일반,뽀바이식당,백반,7000원,041-666-1797,"충청남도 서산시 대산읍 충의로 1942, 2층",충청남도 서산시 뽀바이식당,별점 없음
한식_일반,양가네가마솥백반,삼겹살,13000원,041-736-1241,충청남도 논산시 중앙로 322번길 7-6,충청남도 논산시 양가네가마솥백반,4
이미용업,염색톡톡,염색,10000원,041-357-9001,충청남도 당진시 당진시 시청2로 49-25,충청남도 당진시 염색톡톡,0
한식_기타,국수꽃,동죽국수,7000원,041-751-3323,충청남도 금산군 금산읍 비단로 327,충청남도 금산군 국수꽃,5
한식_일반,상리국수,잔치국수,6000원,041-751-8432,충청남도 금산군 금산읍 비단로 326-11,충청남도 금산군 상리국수,4
중식,상하이,짜장면,5000원,041-832-3999,"충청남도 부여군 부여읍 나루터로 23, 2층",충청남도 부여군 상하이,4.7
한식_일반,가마솥보리밥,김치칼국수,7000원,041-832-8757,충청남도 부여군 부여읍 계백로 290,충청남도 부여군 가마솥보리밥,5
한식_일반,대성식당,백반,8000원,041-942-0269,충청남도 청양군 정산면 정현2길 8,충청남도 청양군 대성식당,0
한식_면류,천천차이나,자장면,4000원,041-634-8321,충청남도 홍성군 홍성읍 월계2길 5-3,충청남도 홍성군 천천차이나,4.4
한식_일반,홍초식당,백반,7000원,010-3019-2478,충청남도 예산군 예산읍 예산로 176번길 19-2,충청남도 예산군 홍초식당,3.7
한식_일반,엄나무감자탕,삼계탕,13000원,041-332-8842,충청남도 예산군 예산읍 임성로7번길 13,충청남도 예산군 엄나무감자탕,5
한식_육류,공감정육식당,삼겹살(200g),13000원,010-7659-3807,충청남도 천안시 동남구 구성1길 10(구성동),충청남도 천안시 공감정육식당,0
한식_일반,낙지도사,낙지덮밥,11900원,041-577-4562,충청남도 천안시 동남구 백석로 184(봉명동),충청남도 천안시 낙지도사,3.4
한식_일반,성진식당,된장찌개,7000원,041-665-3946,충청남도 서산시 시장1로 9,충청남도 서산시 성진식당,0
한식_일반,청운분식,수제비,6000원,010-6417-6485,"충청남도 서산시 대산읍 충의로 1942, 2층",충청남도 서산시 청운분식,5
한식_면류,모녀칼국수,칼국수,6000원,041-681-8886,"충청남도 서산시 대산읍 충의로 1942, 2층",충청남도 서산시 모녀칼국수,5
한식_기타,큰시장반찬,기본반찬(4종),10000원,041-634-8454,충청남도 홍성군 홍성읍 의사로49번길 54-1,충청남도 홍성군 큰시장반찬,별점 없음
한식_일반,최종판결,백반,8000원,041-634-9663,충청남도 홍성군 홍성읍 월산로50번길 25,충청남도 홍성군 최종판결,5
한식_면류,솔가칼국수,바지락 칼국수,8000원,041-634-4702,충청남도 홍성군 홍성읍 백월로 140,충청남도 홍성군 솔가칼국수,0
한식_일반,꿀꿀이 돈돈돈,삼겹살(150g),13000원,041-633-0807,충청남도 홍성군 홍성읍 충서로 1417-8,충청남도 홍성군 꿀꿀이 돈돈돈,5
이미용업,굿맨컷,커트,5000원,010-7458-0425,충청남도 아산시 시민로 370-1,충청남도 아산시 굿맨컷,0
한식_면류,아리랑칼국수,칼국수,6000원,041-642-8916,충청남도 홍성군 광천읍 광천로274번길 19,충청남도 홍성군 아리랑칼국수,5
이미용업,오헤어,커트,15000원,010-2610-7708,"충청남도 아산시 아산로 118-3, 201호",충청남도 아산시 오헤어,0
한식_일반,목포집,청국장,7000원,010-3496-0209,충청남도 아산시 용화고길 5-40 (용화동),충청남도 아산시 목포집,3.2
이미용업,다까꺼,커트,8000원,010-9339-6175,"충청남도 아산시 배방읍 용연로 91, 1층",충청남도 아산시 다까꺼,5
이미용업,오케이남성컷트,커트,7000원,010-6402-7954,충청남도 아산시 온천대로 1408,충청남도 아산시 오케이남성컷트,0
중식,명물짜장,짜장면,4000원,010-8821-0888,"충청남도 아산시 시장남길 29, 1층",충청남도 아산시 명물짜장,4
한식_일반,낙원회관,생선구이,8000원,010-9759-6666,충청남도 아산시 시민로439번길 14,충청남도 아산시 낙원회관,3.5
세탁업,금강세탁소,드라이클리닝 양복(상),3500원,010-6434-6960,충청남도 아산시 시민로244번길 11-15,충청남도 아산시 금강세탁소,0
한식_일반,음봉도토리묵밥집,도토리온묵밥,7000원,010-9079-0433,"충청남도 아산시 음봉면 음봉로 314, 1동",충청남도 아산시 음봉도토리묵밥집,4.7
한식_일반,탄탄대로,간장게장백반,10000원,010-2998-3233,충청남도 아산시 온중로 60-17,충청남도 아산시 탄탄대로,5
한식_일반,용화동엄마백반,백반,6000원,010-5523-5058,"충청남도 아산시 시민로208번길 17, 1층",충청남도 아산시 용화동엄마백반,5
한식_일반,가마솥 선지국밥,선지국밥,4000원,041-574-5665,"충청남도 천안시 동남구 사직로 2-2, 1층(사직동)",충청남도 천안시 가마솥 선지국밥,4.4
기타서비스업,힐링카페온,아메리카노,2500원,010-4451-1136,충청남도 아산시 온궁로 9-4,충청남도 아산시 힐링카페온,5
한식_육류,족발나라,족발(대),33000원,010-3090-1672,충청남도 아산시 시장남길 29,충청남도 아산시 족발나라,1
중식,나이스짬뽕전문점,짜장면,4000원,010-9262-5173,충청남도 아산시 시민로 247,충청남도 아산시 나이스짬뽕전문점,4.2
한식_면류,광명홍두깨칼국수,잔치국수,3000원,010-9080-0151,충청남도 아산시 시장남길 29,충청남도 아산시 광명홍두깨칼국수,별점 없음
한식_일반,공세리시골밥상,백반,6000원,010-6478-4638,충청남도 아산시 인주면 서해로 590,충청남도 아산시 공세리시골밥상,4.9
한식_면류,곤춘칼국수,바지락칼국수,7000원,041-532-3023,충청남도 아산시 시장길 15번길5,충청남도 아산시 곤춘칼국수,3
중식,중국집,짜장면,4000원,041-531-2233,충청남도 아산시 신창면 순천향로 15번길 5,충청남도 아산시 중국집,3.6
일식,연어정,등심돈까스,7000원,010-9990-1872,충청남도 아산시 번영로 143번길 2 (권곡동),충청남도 아산시 연어정,별점 없음
한식_일반,다인정,가정식백반,6000원,041-547-4774,충청남도 아산시 번영로 124 (온천동),충청남도 아산시 다인정,5
한식_한정식,유진식당,아침특선,6000원,041-934-3533,충청남도 보령시 대흥로 19 (대천동),충청남도 보령시 유진식당,1.7
한식_일반,맛이야기,잔치국수,5000원,041-674-8521,충청남도 태안군 태안읍 중앙로 133-5,충청남도 태안군 맛이야기,0
기타서비스업,로뎀의집,아메리카노,2000원,041-956-9292,충청남도 서천군 장항읍 장항산단로34번길70,충청남도 서천군 로뎀의집,3
한식_일반,호호맛집,콩불,7000원,041-569-1660,"충청남도 천안시 동남구 상명대길 24, 1층(안서동)",충청남도 천안시 호호맛집,0
이미용업,성은헤어샵,커트,7000원,041-933-6309,충청남도 보령시 주산면 만세운동길 41,충청남도 보령시 성은헤어샵,0
한식_일반,찬찬찬 황태촌,갈비탕,10000원,041-936-4266,충청남도 보령시 보령북로 68 (대천동),충청남도 보령시 찬찬찬 황태촌,별점 없음
한식_일반,무쇠벽돌삼겹살,삼겹살(150g),10000원,010-9423-0157,충청남도 천안시 동남구 통정12로13(신방동),충청남도 천안시 무쇠벽돌삼겹살,0
한식_일반,늘푸른목장,콩나물국밥,6000원,042-841-3987,충청남도 계룡시 엄사면 전원로 28,충청남도 계룡시 늘푸른목장,4.5
한식_일반,복고풍,잔치국수(점심),5900원,042-551-5678,충청남도 계룡시 장안로31(금암동)청운빌딩 3층,충청남도 계룡시 복고풍,3
한식_일반,착한감자탕,뼈다귀해장국(점심),7500원,042-841-5550,충청남도 계룡시 서금암로53(금암동),충청남도 계룡시 착한감자탕,5
한식_일반,동두천부대찌개,된장찌개,6000원,042-840-5984,충청남도 계룡시 엄사면 번영2길 4-39,충청남도 계룡시 동두천부대찌개,5
기타서비스업,서천군여성문화센터(북카페),아메리카노,2500원,041-951-6677,충청남도 서천군 서천읍 군청로 16-3,충청남도 서천군 서천군여성문화센터(북카페),0
기타서비스업,영탁구장,월사용료,60000원,041-953-5599,충청남도 서천군 서천읍 서천로68,충청남도 서천군 영탁구장,0
한식_일반,장터맛집,낙지삼계탕,9000원,041-957-0624,충청남도 서천군 장항읍 장서로 74,충청남도 서천군 장터맛집,4
한식_분식,보라네분식,냉국수,5000원,010-3454-7405,충청남도 태안군 태안읍 시장4길 28,충청남도 태안군 보라네분식,0
기타서비스업,꿈앤카페 산타로사,아메리카노,3000원,041-952-1261,충청남도 서천군 서천읍 서림로 19,충청남도 서천군 꿈앤카페 산타로사,별점 없음
이미용업,커트클럽,커트,7000원,010-2929-2459,"충청남도 천안시 서북구 검은들3길 38, 102호(불당동)",충청남도 천안시 커트클럽,1
이미용업,지니헤어,커트(남성),10000원,041-909-2589,"충청남도 천안시 서북구 개목8길 31, 1층(성정1동)",충청남도 천안시 지니헤어,5
이미용업,준헤어미용실,커트,10000원,041-555-3317,충청남도 천안시 동남구 병천면 충절로 1745,충청남도 천안시 준헤어미용실,5
한식_일반,착한장어왕돼지갈비,장어탕,7000원,041-358-6661,충청남도 당진시 송악읍 송악로 627,충청남도 당진시 착한장어왕돼지갈비,4.3
목욕업,당진목욕탕,성인목욕료,7000원,041-355-2600,충청남도 당진시 당진시장북길 37-7,충청남도 당진시 당진목욕탕,4
이미용업,빨강머리앤,커트,10000원,041-357-9800,충청남도 당진시 당진중앙1로 178,충청남도 당진시 빨강머리앤,5
한식_일반,한성전통식당,콩국수,8000원,041-735-3541,충청남도 논산시 논산시 등화3길 20,충청남도 논산시 한성전통식당,5
한식_일반,안면황금돼지,생선구이,10000원,041-673-1565,충청남도 태안군 태안읍 시장5길 33-1,충청남도 태안군 안면황금돼지,0
한식_일반,먹보돌솥생선구이,불고기정식,12000원,041-672-1788,충청남도 태안군 태안읍 백화로 7-12,충청남도 태안군 먹보돌솥생선구이,0
한식_일반,산장가든,연잎밥정식,12000원,041-672-9945,충청남도 태안군 태안읍 상도로 49-57,충청남도 태안군 산장가든,3
중식,이가홍짬뽕,짜장면,5000원,041-358-3631,충청남도 당진시 송산로 78,충청남도 당진시 이가홍짬뽕,4
한식_일반,백화산가든,한식뷔페,7000원,041-674-5028,충청남도 태안군 태안읍 중앙로 333,충청남도 태안군 백화산가든,3.8
한식_일반,시골밥상,한정식,8000원,041-675-3336,충청남도 태안군 소원면 대소산길 368,충청남도 태안군 시골밥상,별점 없음
이미용업,나나미용실,커트,12000원,041-675-4919,충청남도 태안군 태안읍 한양길 61-4,충청남도 태안군 나나미용실,0
이미용업,행복미용실,커트(대상에따라 차등),10000원,041-858-9735,"충청남도 공주시 용당길 16, 2층 (산성동)",충청남도 공주시 행복미용실,4
한식_분식,일미분식,김밥 (2줄),4000원,041-854-1933,충청남도 공주시 산성시장1길 44-11 (산성동),충청남도 공주시 일미분식,2.3
한식_분식,반줄김밥,김밥(1팩-5),4000원,041-856-4021,충청남도 공주시 산성시장2길 56-5 (산성동),충청남도 공주시 반줄김밥,4.4
한식_면류,고가네칼국수,우리밀국수전골,7000원,041-856-6476,충청남도 공주시 제민천3길 56(중동),충청남도 공주시 고가네칼국수,3.8
한식_일반,옛김포식당,칼국수,6000원,041-554-3029,충청남도 천안시 동남구 영성로 25-19(사직동),충청남도 천안시 옛김포식당,3.9
이미용업,소망미용실,커트,5000원,041-556-8816,충청남도 천안시 동남구 구성5길 31(구성동),충청남도 천안시 소망미용실,0
기타서비스업,겨자씨까페,아메리카노,2000원,041-555-0738,충청남도 천안시 동남구 사직로 10-6(사직동),충청남도 천안시 겨자씨까페,0
한식_일반,중앙분식,잔치국수,5000원,041-353-6394,충청남도 당진시 당진시장길 99,충청남도 당진시 중앙분식,0
중식,부부반점,자장면,6000원,041-555-2588,충청남도 천안시 동남구 목천읍 서리1길 38(목천읍),충청남도 천안시 부부반점,4.5
한식_면류,우리집칼국수,칼국수,7000원,041-353-5984,충청남도 당진시 시장중앙길 112-8,충청남도 당진시 우리집칼국수,5
이미용업,아미미용실,커트,10000원,041-352-4060,충청남도 당진시 대호지면 4.4만세로 80,충청남도 당진시 아미미용실,0
한식_면류,쉼터국수,잔치국수,5000원,041-356-7501,충청남도 당진시 고대면 용두길 5,충청남도 당진시 쉼터국수,0
한식_일반,분식에빠진날,떡만둣국,7000원,041-354-0501,충청남도 당진시 송악읍 송악로 665,충청남도 당진시 분식에빠진날,별점 없음
기타양식,독일빵집,꽈배기,500원,041-356-0403,"충청남도 당진시 밤절로 168, 106호",충청남도 당진시 독일빵집,3.9
한식_일반,대성식당,김치찌개,7000원,041-357-6240,충청남도 당진시 당진시장길 77,충청남도 당진시 대성식당,5
한식_일반,그린식당,원조돼지국밥,9000원,041-352-5192,충청남도 당진시 우두로 105,충청남도 당진시 그린식당,4
한식_일반,꿈나무장터,육개장,6000원,010-2349-5012,충청남도 천안시 서북구 월봉5길39-2(쌍용동),충청남도 천안시 꿈나무장터,5
이미용업,박정미5000냥헤어 2호점,커트,6000원,010-4555-5450,충청남도 천안시 동남구 영성로 36(중앙동),충청남도 천안시 박정미5000냥헤어 2호점,5
한식_일반,이가네,청국장,7000원,041-522-4477,충청남도 천안시 동남구 광덕면 자무실길 61-10,충청남도 천안시 이가네,0
이미용업,젠틀맨헤어남성커트,커트,8000원,010-6645-9951,충청남도 천안시 서북구 백석4길 23(백석동),충청남도 천안시 젠틀맨헤어남성커트,별점 없음
한식_일반,엄마네감자탕,황태해장국,8000원,041-635-9100,충청남도 홍성군 홍북읍 용봉산2길 7,충청남도 홍성군 엄마네감자탕,3
중식,가원반점,자장면,5000원,041-556-1310,충청남도 천안시 서북구 공대길 10(신당동),충청남도 천안시 가원반점,4
이미용업,동은헤어,커트,10000원,070-4036-7721,"충청남도 천안시 동남구 새말3길 38-4, 지하1층(신방동)",충청남도 천안시 동은헤어,0
이미용업,넘버원 남성컷트,커트,7000원,041-904-1020,충청남도 천안시 서북구 두정로 263(두정동),충청남도 천안시 넘버원 남성컷트,2.5
이미용업,이화미용실,커트,12000원,041-574-2317,"충청남도 천안시 서북구 충무로 158-10, 2층(쌍용2동)",충청남도 천안시 이화미용실,0
이미용업,루미너스헤어,커트,10000원,041-575-0727,충청남도 천안시 서북구 서부12길12(성정동),충청남도 천안시 루미너스헤어,0
한식_일반,복돼지,삼겹살(200g),13000원,041-558-2292,충청남도 천안시 동남구 충절로 262(구성동),충청남도 천안시 복돼지,4.3
한식_일반,덕이네진한소머리국밥,국밥,6000원,041-631-3905,충청남도 홍성군 홍성읍 의사로43번길 27-3,충청남도 홍성군 덕이네진한소머리국밥,4
이미용업,시온미용실,커트,10000원,041-632-2576,충청남도 홍성군 홍성읍 조양로85번길 46,충청남도 홍성군 시온미용실,0
한식_면류,건하은칼국수,바지락 칼국수,8000원,041-633-4224,충청남도 홍성군 홍북읍 애향2길 12,충청남도 홍성군 건하은칼국수,4.2
한식_일반,밭두렁,김치찌개,7000원,041-633-5552,"충청남도 홍성군 홍북읍 상하천로 31, 203호",충청남도 홍성군 밭두렁,5
한식_일반,착한한우,순두부,5000원,041-633-9797,충청남도 홍성군 홍성읍 충절로1053번길 15,충청남도 홍성군 착한한우,0
한식_일반,동행,생삼겹살,15000원,010-5428-0002,충청남도 예산군 예산읍 창신로 53,충청남도 예산군 동행,0
한식_일반,장수왕족발,족발(중),32000원,041-734-3334,충청남도 논산시 시민로 322,충청남도 논산시 장수왕족발,5
숙박업,수모텔(부여숙박1번지),대실,20000원,041-837-8800,충청남도 부여군 부여읍 사비로99번길 8-6,충청남도 부여군 수모텔(부여숙박1번지),별점 없음
한식_육류,유사장직화구이,삼겹살,14000원,070-4122-9292,충청남도 부여군 부여읍 나성로 117-1,충청남도 부여군 유사장직화구이,5
한식_일반,현금이네상차림,양푼비빔밥,4000원,041-833-6814,충청남도 부여군 부여읍 금성로 25,충청남도 부여군 현금이네상차림,0
양식,챔프,돈까스세트,9000원,042-841-0707,충청남도 계룡시 엄사면 번영로 60-1,충청남도 계룡시 챔프,4
이미용업,지오헤어샵,남성커트,5000원,042-841-2550,충청남도 계룡시 엄사면 중앙로11 226-9,충청남도 계룡시 지오헤어샵,3
한식_면류,명동막국수,메밀막국수,7500원,042-840-6208,충청남도 계룡시 서금암3길 15,충청남도 계룡시 명동막국수,4.9
이미용업,모드헤어,어르신컷트(70세이상),5000원,042-551-2601,충청남도 계룡시 두마면 사계로 101,충청남도 계룡시 모드헤어,0
한식_일반,74무한바베큐,삼겹살 무한리필,17900원,042-841-7492,충청남도 계룡시 서금암2길 16,충청남도 계룡시 74무한바베큐,5
이미용업,돕스맨헤어,커트,10000원,010-4843-2574,충청남도 아산시 배방읍 모산로 101,충청남도 아산시 돕스맨헤어,0
한식_일반,미소식당,칼국수,6000원,041-335-2053,충청남도 예산군 예산읍 형제고개로 967,충청남도 예산군 미소식당,0
한식_일반,삼양순대,순대국밥,7000원,041-562-3980,충청남도 천안시 동남구 공설시장1길 9 (대흥동),충청남도 천안시 삼양순대,4
한식_일반,서하가든,어죽,7000원,041-331-0759,충청남도 예산군 대흥면 중리길 2,충청남도 예산군 서하가든,3
한식_일반,황금시대,묵은지돼지갈비구이,12000원,041-331-7080,충청남도 예산군 예산읍 예산로 219,충청남도 예산군 황금시대,4.9
한식_일반,인삼골장터순대,순대국수,4000원,041-752-7797,충청남도 금산군 금산읍 금산천1길 71,충청남도 금산군 인삼골장터순대,3.6
이미용업,국빈4000냥미용실,커트,5000원,010-7456-0341,충청남도 천안시 동남구 대흥로 132-2(사직동),충청남도 천안시 국빈4000냥미용실,4
이미용업,물들임천연염색,염색(장발),30000원,041-575-8910,충청남도 천안시 서북구 미라7길13(쌍용동),충청남도 천안시 물들임천연염색,0
이미용업,사천냥클럽,커트,5000원,041-564-5283,충청남도 천안시 서북구 두정로 271(두정동),충청남도 천안시 사천냥클럽,2.6
숙박업,굿모닝호텔,숙박료,38000원,041-578-6363,충청남도 천안시 서북구 차돌들길 11-5(쌍용동),충청남도 천안시 굿모닝호텔,3
이미용업,젤라헤어샵,커트,10000원,041-903-9224,충청남도 천안시 서북구 미라6길 17(쌍용동),충청남도 천안시 젤라헤어샵,0
한식_일반,장원식당,부대찌개,7000원,041-569-8883,충청남도 천안시 서북구 공대길 10(신당동),충청남도 천안시 장원식당,0
한식_일반,별난생태나라,동태찌개,8000원,041-575-3675,"충청남도 천안시 서북구 봉서5길 10, 104호(쌍용동)",충청남도 천안시 별난생태나라,5
한식_육류,정장군숯불구이전문점,삼겹살(200g),13000원,041-582-7778,충청남도 천안시 서북구 성환중앙로 70,충청남도 천안시 정장군숯불구이전문점,5
이미용업,남성커트5000,커트,5000원,010-7512-0235,충청남도 천안시 서북구 월봉로 66(쌍용동),충청남도 천안시 남성커트5000,별점 없음
한식_일반,명사순대,순대국밥,8000원,041-903-9001,"충청남도 천안시 동남구 봉정로 30, 1층(봉명동)",충청남도 천안시 명사순대,5
이미용업,박정미5000냥헤어,커트,6000원,041-561-3344,충청남도 천안시 동남구 대흥로 127 (사직동),충청남도 천안시 박정미5000냥헤어,5
이미용업,서정헤어코디,염색,20000원,041-573-8663,"충청남도 천안시 동남구 일봉로 20, 상가동 203호(신방동)",충청남도 천안시 서정헤어코디,0
한식_일반,대호갈비,돼지갈비(250g),14000원,041-564-0790,충청남도 천안시 동남구 공설시장2길 9-2 (대흥동),충청남도 천안시 대호갈비,0
이미용업,올멋,염색,17000원,010-9581-5224,충청남도 천안시 동남구 충절로 263(구성동),충청남도 천안시 올멋,0
한식_일반,일광밥집,청국장,7000원,041-522-2282,충청남도 천안시 동남구 원성16길 8(원성동),충청남도 천안시 일광밥집,0
한식_일반,정가네닭갈비,닭갈비(180g),9500원,041-555-1614,충청남도 천안시 동남구 안서1길 5-13(안서동),충청남도 천안시 정가네닭갈비,5
이미용업,텐시헤어,커트,10000원,010-8819-8203,충청남도 천안시 동남구 원성2교길 29(원성동),충청남도 천안시 텐시헤어,0
기타양식,동키돈가스,왕돈까스,7500원,041-565-8636,충청남도 천안시 서북구 공대길 10(신당동),충청남도 천안시 동키돈가스,0
한식_일반,송영장어구이,장어소금구이(800g),40000원,041-562-6432,충청남도 천안시 동남구 목천읍 충절로 876(목천읍),충청남도 천안시 송영장어구이,4
