업종,업소명,주요품목,가격,연락처,주소,keyword,평점
한식_일반,산들에농원,돼지갈비(270g),16000원,0504-1336-9623,경기도 양평군 양서면 목왕로 5,경기도 양서면 산들에농원,4.2
한식_일반,박금순특허청국장돌솥밥,청국장,10000원,031-775-9228,경기도 양평군 용문면 용문산로 179,경기도 용문면 박금순특허청국장돌솥밥,2.3
한식_일반,소담푸드,한식뷔페,6000원,-,"경기도 군포시 엘에스로182번길 18, 1층",경기도 엘에스로182번길 소담푸드,별점 없음
중식,금호반점,짜장면,5000원,031-772-7188,경기도 양평군 양서면 양수로 150번길 3-1,경기도 양서면 금호반점,5
기타양식,곰곰,에그타르트,1600원,0504-1301-1292,경기도 양평군 양평읍 양근로 220,경기도 양평읍 곰곰,5
기타서비스업,남사컴퓨터병원,기본점검비,10000원,010-8253-7826,경기도 용인시 처인구 남사읍 경기동로 419 (남사읍),경기도 처인구 남사컴퓨터병원,5
기타서비스업,1984 M 커피,아이스아메리카노,2000원,010-3842-3934,경기도 용인시 처인구 금령로 85번길 14-8 (김량장동),경기도 처인구 1984 M 커피,5
이미용업,티아라 피부관리,비너스(상체),45000원,031-953-3127,"경기도 파주시 문산읍 독서울1길 40, 상가동 203호",경기도 문산읍 티아라 피부관리,0
한식_면류,인생우동,우동,7000원,070-7809-8603,"경기도 파주시 책향기로 824, 118호(와동동)",경기도 책향기로 인생우동,0
한식_기타,닭사랑,후라이드치킨(11호),18000원,031-957-2482,"경기도 파주시 문산읍 독서울1길 40, 상가동 102호",경기도 문산읍 닭사랑,0
기타서비스업,키키당구클럽,중대10분,1400원,0507-1481-7752,"경기도 군포시 산본로323번길 26-18, 701호(산본동)",경기도 산본로323번길 키키당구클럽,0
한식_기타,누리반찬,"도라지, 고사리, 시금치",5000원,031-393-5454,"경기도 군포시 산본천로179번길 21, 1층",경기도 산본천로179번길 누리반찬,0
한식_육류,만원족발,족발(1팩),10000원,031-399-4624,"경기도 군포시 산본천로179번길 21, 1층",경기도 산본천로179번길 만원족발,4
기타양식,민성베이커리,팥빵,900원,0507-1363-8508,"경기도 군포시 용호2로 34, 당동주공4단지 상가 101호",경기도 용호2로 민성베이커리,5
한식_면류,모란손칼국수,바지락칼국수,6000원,032-656-1054,경기도 부천시 자유로 31-9(심곡본동),경기도 자유로 모란손칼국수,4.6
한식_일반,한림이푸드,한식뷔페,6000원,031-427-2460,"경기도 군포시 엘에스로91번길 69, 1층",경기도 엘에스로91번길 한림이푸드,0
중식,중화요리 미향,짜장면,6000원,031-399-2111,"경기도 군포시 산본천로 191, 2층",경기도 산본천로 중화요리 미향,4.8
한식_육류,추억집 산본점,냉동삼겹살(성인무한리필),14900원,0507-1387-3394,"경기도 군포시 광정로 78, 1층(산본동)",경기도 광정로 추억집 산본점,4.3
한식_면류,홍두깨손칼국수,손칼국수,5000원,-,"경기도 군포시 산본천로179번길 25, 1층",경기도 산본천로179번길 홍두깨손칼국수,5
이미용업,꼬리빗헤어,남성컷,10000원,032-665-6889,경기도 부천시 신흥로52번길 35(심곡동),경기도 신흥로52번길 꼬리빗헤어,5
기타서비스업,하나도너츠,슈크림필드,1000원,010-8731-0646,경기도 부천시 원종로 7(원종동),경기도 원종로 하나도너츠,4.8
기타서비스업,로스터리카페 체리콩,아메리카노,2500원,010-6745-4989,경기도 부천시 호현로489번나길 3(소사본동),경기도 호현로489번나길 로스터리카페 체리콩,4.9
중식,고수탕수,짜장면,4500원,032-321-8700,경기도 부천시 부일로199번길 56(상동),경기도 부일로199번길 고수탕수,2.8
한식_분식,엉터리분식,찹쌀순대,4000원,032-613-7744,경기도 부천시 부일로445번길 45(심곡동),경기도 부일로445번길 엉터리분식,4.4
한식_일반,정류장식당,김치찌개,8000원,032-345-0817,경기도 부천시 부일로 565(소사동),경기도 부일로 정류장식당,0
한식_일반,호원냉면&수제돈가스,물냉면,5500원,032-351-9982,경기도 부천시 소사로 217(소사본동),경기도 소사로 호원냉면&수제돈가스,3.5
한식_분식,쫑아분식,돌솥비빔밥,6000원,031-611-8289,경기도 평택시 송탄로 420(지산동),경기도 송탄로 쫑아분식,4.2
한식_일반,밥보다국수,잔치국수,3000원,032-612-6292,경기도 부천시 자유로 39(심곡본동),경기도 자유로 밥보다국수,2.9
일식,혼마초밥,점심특선(초밥10pcs)+우동,12000원,031-297-6263,"경기도 화성시 경기도 화성시 봉담읍 샘마을1길 12, 2층202호 혼마초밥",경기도 경기도 혼마초밥,3.7
한식_면류,송우리칼국수,칼국수,5000원,031-821-4066,경기도 양주시 평화로 1203,경기도 평화로 송우리칼국수,4.3
한식_일반,엄상궁 연잎밥과 묵은지찜,연잎밥백반,11000원,031-858-4100,경기도 양주시 엄상동길 22-10,경기도 엄상동길 엄상궁 연잎밥과 묵은지찜,별점 없음
한식_일반,늘봄식당,김치찌개,7000원,-,경기도 양주시 덕정1길 4,경기도 덕정1길 늘봄식당,5
한식_면류,태양식당,칼국수,6000원,031-858-7870,경기도 양주시 화합로1402번길 24-42,경기도 화합로1402번길 태양식당,5
한식_찌개류,덕정한방순대국,순대국,8000원,031-858-1588,경기도 양주시 덕정4길 3,경기도 덕정4길 덕정한방순대국,5
한식_일반,꼬소꼬소,제육덮밥,7000원,031-862-2376,경기도 양주시 덕정길 16,경기도 덕정길 꼬소꼬소,5
기타양식,피자명장,콤비네이션(L),10000원,031-847-4900,경기도 양주시 고읍로35번길 29-21,경기도 고읍로35번길 피자명장,1
한식_찌개류,대명엄나무닭곰탕,엄나무닭곰탕,7000원,0507-1373-5134,"경기도 양주시 삼숭로58번길 10, 1층",경기도 삼숭로58번길 대명엄나무닭곰탕,5
이미용업,방종숙헤어필,남성컷트,6000원,031-691-1179,"경기도 평택시 팽성읍 부용로 36, 203호",경기도 팽성읍 방종숙헤어필,5
한식_일반,군산아구찜,아구찜,45000원,010-5500-5899,경기도 광명시 광명로837 B동 106호,경기도 광명로837 군산아구찜,0
기타서비스업,레인코트카페,아메리카노,2000원,031-662-7974,"경기도 평택시 정암로 10, 103호",경기도 정암로 레인코트카페,4.8
기타서비스업,빵생쿠생,단팥빵,1500원,031-647-0366,"경기도 평택시 평택3로56번길 30, 1층",경기도 평택3로56번길 빵생쿠생,0
기타서비스업,오커피랩&우유마루,아메리카노(ice),2000원,010-7369-1980,"경기도 평택시 중앙로 211, 1층",경기도 중앙로 오커피랩&우유마루,0
이미용업,성아헤어아트,남성컷트,7000원,031-667-8996,경기도 평택시 진위면 가곡길 97,경기도 진위면 성아헤어아트,0
한식_기타,꽃마중,수제생강차(라떼),4000원,031-425-0828,"경기도 안양시 동안구 동편로184번길 19-12, 101호",경기도 동안구 꽃마중,0
한식_일반,철이네 인덕원직영점,철이세트,6000원,031-478-4878,"경기도 안양시 동안구 흥안대로 415, 125호(평촌동, 두산벤처다임)",경기도 동안구 철이네 인덕원직영점,3.6
한식_일반,더착한코다리,코다리정식,8000원,031-424-6527,"경기도 안양시 동안구 부림로 152, 현우법조빌딩 2층",경기도 동안구 더착한코다리,4.9
한식_일반,곰바우,옹심이만,9000원,031-387-3324,경기도 안양시 동안구 평촌대로 384,경기도 동안구 곰바우,0
한식_육류,만원족발,왕족발(550g),10000원,010-7723-1580,"경기도 안양시 만안구 냉천로 196, 10,11호",경기도 만안구 만원족발,4.4
한식_육류,용기곱창,염통구이(200g),11900원,070-7543-6951,"경기도 안양시 만안구 관악대로 50, 디스퀘어큐브 107호",경기도 만안구 용기곱창,5
한식_일반,수목원정,닭갈비,12000원,010-6690-0740,경기도 광명시 광명로 837 B동 110호,경기도 광명로 수목원정,0
한식_일반,탐난다돼지,냉동삼겹살,10000원,070-4833-1820,"경기도 의정부시 가능로 100, 1층 (의정부동)",경기도 가능로 탐난다돼지,0
한식_분식,펭귄떡볶이,떡볶이,2000원,미등록,"경기도 광명시 오리로964번길4-1, 1층","경기도 오리로964번길4-1, 펭귄떡볶이",5
이미용업,미화장품,네일 원톤,29000원,031-843-9007,"경기도 의정부시 시민로 지하100, 의정부지하상가 동부특F 106호 (의정부동)",경기도 시민로 미화장품,0
이미용업,천연머리염색방,뿌리염색,19000원,031-852-1693,"경기도 의정부시 오목로35번길 18-11, 105호 (용현동)",경기도 오목로35번길 천연머리염색방,0
이미용업,센스미용실,커트,5000원,031-874-5462,"경기도 의정부시 전좌로 204-13, 107호 (호원동)",경기도 전좌로 센스미용실,별점 없음
기타양식,망구스디저트카페,휘낭시에 2개,3000원,070-5103-4327,"경기도 의정부시 평화로 324, 104호 (호원동)",경기도 평화로 망구스디저트카페,4.8
기타양식,카페 미브,아메리카노,2500원,031-848-3526,"경기도 의정부시 태평로 73번길 20, 신협365코너 앞 특ICT (의정부동, 제일시장)",경기도 태평로 카페 미브,0
한식_일반,골목냉삼집,냉동삼겹살,7500원,031-845-1555,"경기도 의정부시 시민로143번길 21-14, 1층 (의정부동)",경기도 시민로143번길 골목냉삼집,별점 없음
한식_일반,황주막,양념한돈갈비,8900원,031-875-1947,경기도 의정부시 회룡로137번길 9 (호원동),경기도 회룡로137번길 황주막,3.3
한식_일반,이모네맛집,닭곰탕,7000원,031-852-7150,경기도 의정부시 부용로210번길 10 (신곡동),경기도 부용로210번길 이모네맛집,3.8
한식_면류,조원분식,칼국수,7000원,031-846-1340,"경기도 의정부시 태평로73번길 20, 나동 31호 (의정부동, 제일시장)",경기도 태평로73번길 조원분식,3.3
한식_면류,보림국수,잔치국수,5000원,031-877-6572,경기도 의정부시 둔야로45번길 8 (의정부동),경기도 둔야로45번길 보림국수,4.7
한식_일반,도세기 맛집,된장찌개,7000원,031-743-8610,경기도 성남시 수정구 산성대로383번길 6,경기도 수정구 도세기 맛집,5
한식_분식,풍림분식,김밥,2500원,010-4213-5807,"경기도 의정부시 동일로454번길 6, 103호 (신곡동)",경기도 동일로454번길 풍림분식,5
한식_일반,닭집,한식뷔페,6000원,031-876-5093,경기도 의정부시 신촌로 36-3 (가능동),경기도 신촌로 닭집,4.8
이미용업,엠제이헤어,"학생, 어르신 커트",12000원,031-206-5660,"경기도 수원시 영통구 영통로174번길 43-8,(망포동, 백년빌딩)",경기도 영통구 엠제이헤어,5
한식_일반,집밥,한식부페,7500원,031-225-4671,"경기도 수원시 팔달구 효원로291번길 26, 2층(인계동)",경기도 팔달구 집밥,4.5
목욕업,당수여성사우나,목욕료,7000원,031-419-9042,경기도 수원시 권선구 당진로15번길 56(당수동) 한스프라자 3층,경기도 권선구 당수여성사우나,0
목욕업,미영사우나,목욕료,8000원,031-236-5038,경기도 수원시 권선구 정조로 432(세류동),경기도 권선구 미영사우나,0
목욕업,성일사우나,목욕료(대인),8000원,031-246-6489,경기도 수원시 장안구 경수대로973번길 13-20,경기도 장안구 성일사우나,2
이미용업,정희머리터,커트,18000원,02-503-1084,경기도 과천시 원문동 4 삼성래미안슈르 B상가 1084호,경기도 원문동 정희머리터,0
세탁업,장미세탁소,양복,6000원,010-5599-9690,경기도 성남시 중원구 성남시 중원구 박석로 25번길 21,경기도 중원구 장미세탁소,0
한식_기타,어머니손맛,김밥,3000원,010-5551-0062,"경기도 성남시 중원구 산성대로 80번길 18, 1층(성남동, 수성빌딩)",경기도 중원구 어머니손맛,4
한식_일반,송림순대국,순대국,8000원,031-757-9493,경기도 성남시 중원구 광명로 70,경기도 중원구 송림순대국,1
중식,몽고반점,짜장면,5000원,031-693-5885,경기도 용인시 기흥구 평촌2로1번길23 1층(동백동),경기도 기흥구 몽고반점,2.5
한식_일반,산성샤브샤브손칼국수,손칼국수,6000원,031-744-8880,경기도 성남시 수정구 산성대로 594 1층,경기도 수정구 산성샤브샤브손칼국수,4.5
이미용업,조이헤어클럽,컷트,12000원,031-568-3275,"경기도 구리시 장자대로37번길 24, 101호(교문동)",경기도 장자대로37번길 조이헤어클럽,1
한식_면류,누이랑칼국수,칼국수,6000원,031-556-8989,"경기도 구리시 아차산로500번길 41, 1층(교문동)",경기도 아차산로500번길 누이랑칼국수,3.7
세탁업,청구세탁,상하의세탁,7000원,010-3089-9500,경기도 용인시 기흥구 공세로226 104호(공세동),경기도 기흥구 청구세탁,1
세탁업,대한민국 세탁1번가,상하의세탁,8000원,031-266-1544,경기도 용인시 수지구 신봉2로115-58(신봉동),경기도 수지구 대한민국 세탁1번가,1
중식,차이나타운,짜장면,5000원,010-8555-5711,경기도 용인시 처인구 금령로93번길 10 1층(김량장동),경기도 처인구 차이나타운,2
한식_일반,기깔난 김치찌개,삼겹살(150g),11670원,031-322-0988,경기도 용인시 처인구 명지로16번길9-23(역북동),경기도 처인구 기깔난 김치찌개,4.5
한식_육류,일광정육점식당,삼겹살(150g),11250원,031-335-6567,경기도 용인시 처인구 중부대로1128 2층(삼가동),경기도 처인구 일광정육점식당,4
한식_육류,고향마을,삼겹살,11250원,031-274-5758,경기도 용인시 기흥구 한보라1로134-2(공세동),경기도 기흥구 고향마을,5
중식,팔선생,짜장면,6000원,031-898-3887,경기도 용인시 기흥구 죽전로43번길11-25(보정동),경기도 기흥구 팔선생,3
한식_일반,쌈채마을,삼겹살,11670원,031-8005-9339,경기도 용인시 기흥구 평촌2로1번길32-1(동백동),경기도 기흥구 쌈채마을,3.3
한식_일반,또바기 부대찌개,부대찌개,9000원,031-763-2296,경기도 광주시 경기도 광주시 초월읍 무들로 47번길 65 1층,경기도 경기도 또바기 부대찌개,5
한식_일반,한방순대국,순대국,8000원,031-283-2728,경기도 용인시 기흥구 기흥로14번길 6-1(구갈동),경기도 기흥구 한방순대국,4.6
한식_일반,정주만두,칼국수,6000원,031-263-4112,"경기도 용인시 수지구 풍덕천로129번길 8, 107호(풍덕천동)",경기도 수지구 정주만두,4.1
한식_일반,고향손칼국수,칼국수,6500원,070-4220-6086,경기도 용인시 수지구 현암로159(죽전동),경기도 수지구 고향손칼국수,4.3
한식_일반,만월김밥,김밥,3000원,031-265-6300,경기도 용인시 수지구 현암로165(죽전동),경기도 수지구 만월김밥,2.1
이미용업,가위나라,남성컷,5000원,-,경기도 광주시 벌월길 75-4,경기도 벌월길 가위나라,별점 없음
중식,백리향,자장면,6000원,031-767-8252,경기도 광주시 양벌로 195-30,경기도 양벌로 백리향,4.5
한식_일반,정대박나주곰탕 & 바른곱창,곰탕,9000원,031-765-0011,경기도 광주시 경기도 광주시 통미로 92,경기도 경기도 정대박나주곰탕 & 바른곱창,0
한식_육류,정목생고기  본점,삼겹살(200g),1000원,031-767-6515,경기도 광주시 경기도 광주시 파발로 167-1 1층 은혜빌딩,경기도 경기도 정목생고기  본점,0
한식_육류,흥샤브,소고기 샤브,10000원,031-768-1195,경기도 광주시 광주대로 208 105호,경기도 광주대로 흥샤브,5
한식_일반,이모네 손만두,손만두국,7000원,031-8028-0299,경기도 광주시 중앙로 320-1,경기도 중앙로 이모네 손만두,별점 없음
한식_육류,초월흑염소명가,흑염소탕,15000원,031-765-2002,경기도 광주시 초월읍 경충대로 1016,경기도 초월읍 초월흑염소명가,4.8
한식_일반,우리두리,백반,6000원,031-534-3524,경기도 포천시 화현면 봉화로 597,경기도 화현면 우리두리,0
한식_육류,클린턴바베큐,등심(100g),26000원,031-797-8878,"경기도 광주시 초월읍 무들로47번길 44,  클린턴빌딩 1층",경기도 초월읍 클린턴바베큐,1.9
한식_면류,시골칼국수손수제비,칼국수,5000원,031-764-5279,경기도 광주시 경기도 광주시 초월읍 경충대로 1274번지,경기도 경기도 시골칼국수손수제비,4.5
기타서비스업,라인업 농구교실,월수강료,80000원,010-6365-2848,"경기도 고양시 덕양구 지축로52, 10층 1005호(지축동, 스타스퀘어빌딩)",경기도 덕양구 라인업 농구교실,0
한식_일반,코끼리김밥,순두부찌개,6500원,031-915-8188,"경기도 고양시 일산서구 강선로 59, 107호(주엽동, 동신파크빌딩)",경기도 일산서구 코끼리김밥,4.1
한식_일반,기분좋은집,김밥,3000원,031-913-5720,"경기도 고양시 일산서구 중앙로 1547, 109호(대화동, KINTEX ZONE)",경기도 일산서구 기분좋은집,0
이미용업,박선헤어,커트,10000원,010-8611-9702,경기도 부천시 부천로478번길 84(오정동),경기도 부천로478번길 박선헤어,별점 없음
한식_일반,도래샘,청국장정식,7500원,032-611-0140,경기도 부천시 원미로 166(원미동),경기도 원미로 도래샘,5
한식_육류,장원정육식당,백숙,50000원,031-498-5150,경기도 시흥시 봉화로143번길 20(정왕동),경기도 봉화로143번길 장원정육식당,별점 없음
기타양식,카페섬김,아메리카노,2500원,0507-1460-2771,경기도 시흥시 시청로72번길 25-1(장현동),경기도 시청로72번길 카페섬김,5
이미용업,고수컷,펌,25000원,0507-1341-0083,"경기도 시흥시 목감남서로 9-5, 114호(조남동)",경기도 목감남서로 고수컷,4
한식_일반,비비닭강정,순살닭강정(대),12000원,031-311-3579,"경기도 시흥시 삼미시장2길 39, 1층(신천동)",경기도 삼미시장2길 비비닭강정,4.5
한식_일반,자매감자탕,묵은지감자탕(대),35000원,031-582-0010,경기도 가평군 가평읍 가화로 77-1,경기도 가평읍 자매감자탕,5
한식_일반,호병골부대찌개,부대찌개,8000원,031-534-3183,경기도 포천시 호병골길 6(신읍동),경기도 호병골길 호병골부대찌개,0
한식_일반,신서방(구 항아리매운탕),닭볶음탕,38000원,070-4403-8085,경기도 포천시 왕방로 130(신읍동),경기도 왕방로 신서방(구 항아리매운탕),별점 없음
이미용업,장스헤어,커트(성인),10000원,031-535-0177,경기도 포천시 호병골길 89(신읍동),경기도 호병골길 장스헤어,별점 없음
한식_일반,은혜식당,한식뷔페,7000원,031-531-3898,경기도 포천시 내촌면 내촌로 82,경기도 내촌면 은혜식당,5
한식_일반,유명식당,육개장,8000원,031-584-3478,경기도 가평군 조종면 현창로38번길 10,경기도 조종면 유명식당,0
한식_일반,99골해수순두부,순두부(뚝배기),8000원,0507-1374-1107,경기도 가평군 청평면 시장중앙로 12,경기도 청평면 99골해수순두부,4.9
한식_육류,도니우니 정육식당,돼지한마리(1kg),55000원,031-584-5720,경기도 가평군 청평면 경춘로 716,경기도 청평면 도니우니 정육식당,1
중식,차이나리,탕수육,10900원,031-584-6778,경기도 가평군 청평면 강변로 47 B동,경기도 청평면 차이나리,3.8
한식_일반,왕가네의정부부대찌개,부대찌개(밥포함),9000원,031-585-2177,경기도 가평군 설악면 신천중앙로35번길 55,경기도 설악면 왕가네의정부부대찌개,5
한식_육류,여흥닭갈비,닭갈비,12000원,031-582-3751,경기도 가평군 가평읍 가화로 55-18,경기도 가평읍 여흥닭갈비,3.1
한식_육류,등갈비 먹고 껍데기,얼큰순두부(점심),8000원,031-581-7317,"경기도 가평군 석봉로 203, 102호",경기도 석봉로 등갈비 먹고 껍데기,3
중식,착한짜장,짜장면,4000원,031-821-8280,경기도 의정부시 태평로 188 (의정부동),경기도 태평로 착한짜장,3
한식_일반,가평토속메밀전,잔치국수,6000원,031-582-1088,"경기도 가평군 가평읍 장터2길 12, 117호",경기도 가평읍 가평토속메밀전,5
기타양식,쿠반,수제햄버거,3900원,010-9423-3400,"경기도 오산시 운천로 37, 1층(원동)",경기도 운천로 쿠반,0
기타양식,카페 더로드865 세교점,마들렌,1200원,0507-1307-0865,"경기도 오산시 수청로 80-3, 1층(내삼미동)",경기도 수청로 카페 더로드865 세교점,별점 없음
이미용업,조아미용실,일반펌,20000원,031-374-1839,경기도 오산시 밀머리로1번길 33(원동),경기도 밀머리로1번길 조아미용실,0
한식_일반,청국장이랑갈비찜,청국장,8000원,031-402-9276,"경기도 안산시 단원구 원포공원1로 70 127호(초지동, 키즈타운)",경기도 단원구 청국장이랑갈비찜,4.7
한식_일반,제주복집,복어 지리˙매운탕,12000원,031-495-1157,"경기도 안산시 단원구 산단로 326, 에이동 지층 3호(원곡동)",경기도 단원구 제주복집,0
한식_일반,전주식당,한식부페,6500원,031-8042-7015,"경기도 안산시 단원구 풍전로 37-9, 316동(원곡동, 트리플렉스)",경기도 단원구 전주식당,0
한식_육류,보약족발(고잔신도시점),족발 대,36000원,031-402-5151,"경기도 안산시 단원구 광덕동로 41, 113호(고잔동, 로진프라자)",경기도 단원구 보약족발(고잔신도시점),4
양식,라냐,라자냐,11000원,010-2426-9839,"경기도 안산시 상록구 예술광장로 1, 333호(월피동, 다농마트)",경기도 상록구 라냐,0
한식_육류,계장수,닭숯불구이 1kg,33000원,031-505-4173,"경기도 안산시 상록구 영화6길 14, 1층 102호(사동)",경기도 상록구 계장수,4
기타양식,하모니,아메리카노,2000원,031-848-1048,경기도 의정부시 시민로 157번길 12 (의정부동),경기도 시민로 하모니,0
한식_일반,영월 시골밥상,김치찌개,6000원,031-852-9866,경기도 의정부시 부용로 213번길 16 (용현동),경기도 부용로 영월 시골밥상,5
중식,청우반점,짜장면,4000원,031-841-7618,경기도 의정부시 태평로 185-1 (의정부동),경기도 태평로 청우반점,4.7
한식_일반,차가네 해장국,선지해장국,5500원,031-877-8882,경기도 의정부시 경의로 66 (의정부동),경기도 경의로 차가네 해장국,5
한식_일반,쌈채랑,월남쌈샤브,10900원,010-8896-6035,경기도 의정부시 발곡로 23번길 16 (신곡동),경기도 발곡로 쌈채랑,4.6
한식_일반,의정부행복부대찌개,된장찌개,7000원,031-877-2410,"경기도 의정부시 비우로 56, 101호 (녹양동)",경기도 비우로 의정부행복부대찌개,5
한식_일반,전주식당,김치찌개,7000원,031-851-5178,"경기도 의정부시 청사로47번길 15, 203호 (금오동)",경기도 청사로47번길 전주식당,4.1
세탁업,봉봉세탁소,바지단줄임,3000원,031-875-0064,경기도 의정부시 신촌로 5번길 20 (가능동),경기도 신촌로 봉봉세탁소,5
한식_면류,소문난국수,잔치국수,5000원,010-4341-3370,경기도 의정부시 시민로 53번길 11 (가능동),경기도 시민로 소문난국수,0
한식_일반,황금감자탕불백,감자탕,7500원,031-875-6919,"경기도 의정부시 의정로 149, 1층 (가능동)",경기도 의정로 황금감자탕불백,0
한식_일반,콩이랑밀이랑,칼국수,5000원,010-8812-0378,경기도 의정부시 흥선로 25 (가능동),경기도 흥선로 콩이랑밀이랑,5
기타양식,동네카페,아메리카노,2500원,031-874-8334,"경기도 의정부시 호국로 1135번길 19, 1층 (가능동)",경기도 호국로 동네카페,5
한식_일반,사돈네,백반,6000원,031-851-6448,경기도 의정부시 용민로 35-4 (용현동),경기도 용민로 사돈네,4.5
숙박업,시실리,대실,20000원,010-5322-0321,경기도 파주시 광탄면 보광로 569,경기도 광탄면 시실리,3.7
한식_일반,또리네 꽃게랑 동태랑,동태탕,6000원,010-8440-4722,"경기도 의정부시 신곡로 53, 1층 좌측 (신곡동)",경기도 신곡로 또리네 꽃게랑 동태랑,0
한식_일반,유양골,김치찌개,6000원,031-853-5055,경기도 의정부시 용민로 120 (민락동),경기도 용민로 유양골,5
기타양식,꽈배기와 동그리,꽈배기,500원,031-0000-0000,"경기도 하남시 하남대로 783번길 28, 1층",경기도 하남대로 꽈배기와 동그리,0
한식_일반,삼파전,숯불고기 정식,7000원,031-977-5721,"경기도 고양시 일산동구 탄중로 311-16 (중산동,한진프라자번지106호)",경기도 일산동구 삼파전,5
한식_일반,황태나라,황태탕,9000원,031-905-0304,"경기도 고양시 일산동구 숲속마을1로48번길 35, 1층 상가(풍동)",경기도 일산동구 황태나라,0
이미용업,머리나라,파마,25000원,031-721-5599,경기도 성남시 수정구 수정로154번길15-1(신흥동5807),경기도 수정구 머리나라,0
이미용업,대왕이발관,커트,10000원,031-723-7905,"경기도 성남시 수정구 대왕판교로 982번길 6(고등동),",경기도 수정구 대왕이발관,4
한식_육류,명성막고기,덜미살(200g),14000원,031-595-9115,"경기도 남양주시 홍유릉로248번길 39, 121호",경기도 홍유릉로248번길 명성막고기,0
한식_면류,장현칼국수,칼국수,4900원,031-573-3567,경기도 남양주시 진접읍 금강로1573번길 1,경기도 진접읍 장현칼국수,4.5
한식_육류,밀마당 바지락칼국수&보쌈,보쌈(소),20000원,031-591-7412,"경기도 남양주시 홍유릉로248번길 39, 103호",경기도 홍유릉로248번길 밀마당 바지락칼국수&보쌈,5
