업종,업소명,주요품목,가격,연락처,주소,"주소_구,군",keyword,평점
기타양식,본조르노베이커리,프렌치 바게트,2500원,0507-1413-3473,"제주도 제주시 제주특별자치도 제주시 다랑곶 4길 68, 1층","제주도 제주시 제주특별자치도 제주시 다랑곶 4길 68, 1층",제주도 제주시 본조르노베이커리,4.7
한식_일반,허니막창,허니A세트(막창2+돈차돌1),41000원,064-745-9295,"제주도 제주시 제주특별자치도 제주시 월랑로4길 38, 1층","제주도 제주시 제주특별자치도 제주시 월랑로4길 38, 1층",제주도 제주시 허니막창,5
한식_일반,한일동문식당,고기국수,6000원,064-758-4614,"제주도 제주시 제주특별자치도 제주시 동문로 6-4, 1층(일도일동)","제주도 제주시 제주특별자치도 제주시 동문로 6-4, 1층(일도일동)",제주도 제주시 한일동문식당,별점 없음
한식_일반,김도희의 갈치창고,가마솥갈치조림(2인),43000원,064-712-1802,"제주도 제주시 제주특별자치도 제주시 노형로 121, 2층","제주도 제주시 제주특별자치도 제주시 노형로 121, 2층",제주도 제주시 김도희의 갈치창고,4
한식_일반,함덕닭해장국,닭곰탕,8000원,064-782-9876,"제주도 제주시 제주특별자치도 제주시 조천읍 조천우회로 508, 1층","제주도 제주시 제주특별자치도 제주시 조천읍 조천우회로 508, 1층",제주도 제주시 함덕닭해장국,4.4
한식_일반,우돈숯불,오겹살(180g),17000원,064-744-9630,"제주도 제주시 제주특별자치도 제주시 다랑곶길 27, 1층 105호","제주도 제주시 제주특별자치도 제주시 다랑곶길 27, 1층 105호",제주도 제주시 우돈숯불,5
한식_일반,월림정지,돼지국밥,8000원,064-772-1368,"제주도 제주시 제주특별자치도 제주시 한림읍 명월성로 666, 1층","제주도 제주시 제주특별자치도 제주시 한림읍 명월성로 666, 1층",제주도 제주시 월림정지,5
한식_일반,헬로우휘트니스,1일권,10000원,010-5260-0902,"제주도 제주시 제주특별자치도 제주시 월랑로8길 1, 301호(노형동, 아란야플라자)","제주도 제주시 제주특별자치도 제주시 월랑로8길 1, 301호(노형동, 아란야플라자)",제주도 제주시 헬로우휘트니스,별점 없음
한식_일반,그시절그짬뽕,짜장면,5000원,064-796-8188,"제주도 제주시 제주특별자치도 제주시 한림읍 한림북동길 7, 한림중앙상가 1층 115","제주도 제주시 제주특별자치도 제주시 한림읍 한림북동길 7, 한림중앙상가 1층 115",제주도 제주시 그시절그짬뽕,4.9
중식,차이나마씸,짜장,6000원,064-732-7155,제주도 서귀포시 칠십리로 474,제주도 서귀포시 칠십리로 474,제주도 서귀포시 차이나마씸,4.2
한식_일반,뽈살집 한림점,흑돼지 특수부위(대),69000원,064-796-5860,제주도 제주시 제주특별자치도 제주시 한림읍 한림상로 194,제주도 제주시 제주특별자치도 제주시 한림읍 한림상로 194,제주도 제주시 뽈살집 한림점,별점 없음
한식_일반,탐라맛고을,가정식백반,10000원,064-756-6977,제주도 제주시 제주특별자치도 제주시 아연로 484-7,제주도 제주시 제주특별자치도 제주시 아연로 484-7,제주도 제주시 탐라맛고을,0
이미용업,미앤유,남자커트,10000원,0507-1325-0756,제주도 제주시 제주특별자치도 제주시 인다8길 28,제주도 제주시 제주특별자치도 제주시 인다8길 28,제주도 제주시 미앤유,별점 없음
한식_일반,오리한마당 봉개점,유황오리 한마리,59000원,064-757-5153,"제주도 제주시 제주특별자치도 제주시 봉개대동6길5-6, 1층","제주도 제주시 제주특별자치도 제주시 봉개대동6길5-6, 1층",제주도 제주시 오리한마당 봉개점,5
한식_일반,안평,순두부찌개,8000원,064-755-1170,"제주도 제주시 제주특별자치도 제주시 선사로6길 15, 1층(삼양일동)","제주도 제주시 제주특별자치도 제주시 선사로6길 15, 1층(삼양일동)",제주도 제주시 안평,0
일식,진양,모듬회(소),25000원,064-757-8238,"제주도 제주시 제주특별자치도 제주시 건주로6길 14-7, 1층 102호(도련일동, 자운당)","제주도 제주시 제주특별자치도 제주시 건주로6길 14-7, 1층 102호(도련일동, 자운당)",제주도 제주시 진양,4.1
이미용업,또와헤어샾,커트,10000원,064-756-6528,제주도 제주시 제주특별자치도 제주시 지석6길 9,제주도 제주시 제주특별자치도 제주시 지석6길 9,제주도 제주시 또와헤어샾,0
한식_일반,정든식당,국밥,8000원,064-713-5116,제주도 제주시 제주특별자치도 제주시 진동로3길 24,제주도 제주시 제주특별자치도 제주시 진동로3길 24,제주도 제주시 정든식당,4.7
한식_일반,김희선제주두루치기,흑돼지두루치기+소고기된장찌개,12000원,064-747-1147,"제주도 제주시 제주특별자치도 제주시 어영길 19, 1층","제주도 제주시 제주특별자치도 제주시 어영길 19, 1층",제주도 제주시 김희선제주두루치기,4.9
한식_일반,오리한마당,오리한마리,57000원,064-726-5152,제주도 제주시 제주특별자치도 제주시 남성로 34,제주도 제주시 제주특별자치도 제주시 남성로 34,제주도 제주시 오리한마당,4.3
한식_일반,메로식당,메로매운탕,9000원,064-762-7899,제주도 서귀포시 중정로 91번길 16,제주도 서귀포시 중정로 91번길 16,제주도 서귀포시 메로식당,3.9
한식_일반,백년손님,한우소고기 해장국,5900원,0507-1362-7207,"제주도 제주시 중앙로 270-1, 1층","제주도 제주시 중앙로 270-1, 1층",제주도 제주시 백년손님,5
한식_일반,제주콩순옥,두부전골,35000원,064-792-8585,제주도 서귀포시 대정읍 신영로 129-2,제주도 서귀포시 대정읍 신영로 129-2,제주도 서귀포시 제주콩순옥,3.8
중식,상하이예래점,자장면,6000원,064-738-5590,제주도 서귀포시 예래로 436-1,제주도 서귀포시 예래로 436-1,제주도 서귀포시 상하이예래점,별점 없음
한식_일반,동호갈비,흑돼지 오겹살,23000원,0507-1434-1434,제주도 서귀포시 중문상로 207-13,제주도 서귀포시 중문상로 207-13,제주도 서귀포시 동호갈비,4.6
양식,양식당,알리오올리오,11000원,0507-1484-2234,제주도 제주시 성화로5길 5 1층,제주도 제주시 성화로5길 5 1층,제주도 제주시 양식당,4.9
한식_일반,감미롭다제주,유기농현미채소버섯비빔밥,10000원,0507-1337-0728,제주도 서귀포시 막동산로 8-3,제주도 서귀포시 막동산로 8-3,제주도 서귀포시 감미롭다제주,5
숙박업,탑아일랜드호텔,디럭스더블,39000원,010-7524-6337,제주도 제주시 용남1길 47,제주도 제주시 용남1길 47,제주도 제주시 탑아일랜드호텔,4.4
한식_일반,오아시스,수제돈까스,10000원,064-739-2292,제주도 서귀포시 신서귀로 42,제주도 서귀포시 신서귀로 42,제주도 서귀포시 오아시스,4.1
한식_일반,미리네국수,고기국수,8000원,0507-1353-4996,제주도 서귀포시 중앙로 101번길 17,제주도 서귀포시 중앙로 101번길 17,제주도 서귀포시 미리네국수,4.8
한식_일반,불당골,황태해장국,9000원,064-721-5413,제주도 제주시 서광로16길 11,제주도 제주시 서광로16길 11,제주도 제주시 불당골,4.4
기타양식,제쭈,유부우동,5800원,064-733-5878,제주도 서귀포시 중산간동로 7936,제주도 서귀포시 중산간동로 7936,제주도 서귀포시 제쭈,4.8
한식_일반,밥먹엉갑써,정식,9000원,064-733-3263,제주도 서귀포시 동홍북로 74,제주도 서귀포시 동홍북로 74,제주도 서귀포시 밥먹엉갑써,0
한식_일반,시니어손맛아리랑,"할망순두부(순한맛,매운맛)",8000원,064-753-9288,제주도 제주시 동광로2길 7,제주도 제주시 동광로2길 7,제주도 제주시 시니어손맛아리랑,5
한식_일반,탐나는식당몸국고사리해장국,몸국,9000원,0507-1392-8275,제주도 서귀포시 하신상로 148,제주도 서귀포시 하신상로 148,제주도 서귀포시 탐나는식당몸국고사리해장국,4.7
한식_일반,국수장터,멸치국수,7000원,064-755-7080,제주도 제주시 동광로 50-1,제주도 제주시 동광로 50-1,제주도 제주시 국수장터,4.1
한식_일반,마모루,돈코츠라멘,8000원,0507-1404-4303,제주도 제주시 광양13길 10-1 1층,제주도 제주시 광양13길 10-1 1층,제주도 제주시 마모루,3.5
한식_일반,반월,흑돼지반월모둠카츠,14500원,0507-1432-0585,제주도 제주시 신성로 105 2층,제주도 제주시 신성로 105 2층,제주도 제주시 반월,4.3
이미용업,은서헤어샵,커트,10000원,064-762-5458,제주도 서귀포시 중앙로 48번길 8-1,제주도 서귀포시 중앙로 48번길 8-1,제주도 서귀포시 은서헤어샵,0
한식_일반,동문시장고기국수금복식당,고기국수,8000원,064-757-6055,제주도 제주시 동문로 16,제주도 제주시 동문로 16,제주도 제주시 동문시장고기국수금복식당,4
숙박업,제주 난장,1인실,30000원,0507-1318-0640,제주도 제주시 중앙로5길 13,제주도 제주시 중앙로5길 13,제주도 제주시 제주 난장,2
한식_일반,베지근국수,비빔국수,8000원,0507-1422-4749,"제주도 제주시 동문로 6-8, 1층","제주도 제주시 동문로 6-8, 1층",제주도 제주시 베지근국수,3.8
숙박업,농땡이연구소,숙박,23000원,010-7377-0064,"제주도 제주시 중앙로 49, 4층","제주도 제주시 중앙로 49, 4층",제주도 제주시 농땡이연구소,4.7
한식_일반,오륙도식당,해물뚝배기,9000원,064-758-7440,제주도 제주시 관덕로15길 10,제주도 제주시 관덕로15길 10,제주도 제주시 오륙도식당,5
한식_일반,청춘테이블,김치찌개,8000원,064-757-4747,제주도 제주시 동문로 89,제주도 제주시 동문로 89,제주도 제주시 청춘테이블,4.3
숙박업,더오크라호텔,스탠다드더블,40000원,064-742-2300,제주도 제주시 신광로 4길 38,제주도 제주시 신광로 4길 38,제주도 제주시 더오크라호텔,3.6
한식_일반,이삼구구,통정식,9000원,0507-1394-2399,제주도 제주시 조천읍 신북로 536,제주도 제주시 조천읍 신북로 536,제주도 제주시 이삼구구,3
한식_일반,비양도식당,우럭조림(대),50000원,064-796-4030,제주도 제주시 한림읍 한림로 167,제주도 제주시 한림읍 한림로 167,제주도 제주시 비양도식당,4.5
중식,진영루,자장면,5000원,064-743-8811,제주도 제주시 도두항서7길 13,제주도 제주시 도두항서7길 13,제주도 제주시 진영루,4
한식_일반,고죽면제주공항점,닭칼국수,8000원,064-747-1585,제주도 제주시 서해안로 155,제주도 제주시 서해안로 155,제주도 제주시 고죽면제주공항점,4.8
한식_일반,양혜정의 만능장,전복장정식,15000원,010-4699-4427,"제주도 제주시 도공로 25-1, 103호","제주도 제주시 도공로 25-1, 103호",제주도 제주시 양혜정의 만능장,4.5
기타서비스업,빅토리아,아메리카노,2500원,010-3690-3985,제주도 제주시 서해안로 268,제주도 제주시 서해안로 268,제주도 제주시 빅토리아,0
기타양식,굴무기낭,감귤쉰다리에이드,5000원,0507-1484-1370,제주도 제주시 납읍남로2길 6- 1동 1층,제주도 제주시 납읍남로2길 6- 1동 1층,제주도 제주시 굴무기낭,4.8
한식_일반,매콤명태촌,황태해장국,8000원,064-743-6868,제주도 제주시 절물3길 7,제주도 제주시 절물3길 7,제주도 제주시 매콤명태촌,4.7
한식_일반,맛소,멸치국수,6000원,064-742-0455,제주도 제주시 원노형5길 5,제주도 제주시 원노형5길 5,제주도 제주시 맛소,5
한식_일반,돗괴기에 쐬주,고소한 제주산,16000원,0507-1446-0278,제주도 제주시 다랑곶길 27,제주도 제주시 다랑곶길 27,제주도 제주시 돗괴기에 쐬주,0
기타서비스업,다마내기,당구 10분,1700원,064-747-0618,"제주도 제주시 원노형로 26, 202호","제주도 제주시 원노형로 26, 202호",제주도 제주시 다마내기,0
숙박업,블루클리프,남성도미토리(4인),20000원,0507-1494-7782,제주도 서귀포시 표선면 민속해안로 633-6,제주도 서귀포시 표선면 민속해안로 633-6,제주도 서귀포시 블루클리프,4.7
양식,은혜중화요리,자장면,6000원,064-723-0919,제주도 제주시 인다2길 20,제주도 제주시 인다2길 20,제주도 제주시 은혜중화요리,3
기타양식,피크닉메이트,린넨피크닉세트,29000원,0507-1488-8201,제주도 제주시 아란4길 84,제주도 제주시 아란4길 84,제주도 제주시 피크닉메이트,5
이미용업,설렘주의보,주니어컷,13000원,0507-1376-0308,제주도 제주시 삼봉로 2길 62,제주도 제주시 삼봉로 2길 62,제주도 제주시 설렘주의보,3.3
양식,골든와틀,바질페스토파스타,18000원,064-723-7073,제주도 제주시 건주로 73,제주도 제주시 건주로 73,제주도 제주시 골든와틀,별점 없음
양식,오므라이씨,베이컨듬뿍 크림파스타,10000원,0507-1351-5651,제주도 제주시 용문로 144-1,제주도 제주시 용문로 144-1,제주도 제주시 오므라이씨,4.9
중식,왕서방,짜장면,5500원,064-713-0090,제주도 제주시 애월읍 중엄3길 2-1,제주도 제주시 애월읍 중엄3길 2-1,제주도 제주시 왕서방,4.3
일식,용초밥,부시리초밥(10ps),7900원,010-6724-8484,"제주도 제주시 신선동길 19-1, 1층(일도이동)","제주도 제주시 신선동길 19-1, 1층(일도이동)",제주도 제주시 용초밥,4.5
한식_일반,킹마트분식,순두부찌개,7000원,064-738-3985,제주도 서귀포시 천제연로 154-1(중문동),제주도 서귀포시 천제연로 154-1(중문동),제주도 서귀포시 킹마트분식,4
기타양식,낭만팥집,낭만팥빙수,6000원,0507-1404-9625,제주도 서귀포시 동홍서로 96번길 17(동홍동),제주도 서귀포시 동홍서로 96번길 17(동홍동),제주도 서귀포시 낭만팥집,4.6
한식_육류,삼겹살파티,생오겹살,15000원,064-732-3077,제주도 서귀포시 문부로 4(동홍동),제주도 서귀포시 문부로 4(동홍동),제주도 서귀포시 삼겹살파티,4.8
숙박업,슬로시티게스트하우스,6인실(1베드),17000원,064-732-1286,제주도 서귀포시 천지로 33(서귀동),제주도 서귀포시 천지로 33(서귀동),제주도 서귀포시 슬로시티게스트하우스,4.8
한식_일반,일번지식당,정식,6000원,064-733-0686,제주도 서귀포시 토평서로11번길 150(동홍동),제주도 서귀포시 토평서로11번길 150(동홍동),제주도 서귀포시 일번지식당,0
한식_일반,해오름식당,해오름정식,10000원,064-782-2256,제주도 서귀포시 성산읍 일출로 260,제주도 서귀포시 성산읍 일출로 260,제주도 서귀포시 해오름식당,3.2
한식_일반,부전식당,우거지탕,9000원,064-782-1033,제주도 서귀포시 성산읍 성산중앙로 36,제주도 서귀포시 성산읍 성산중앙로 36,제주도 서귀포시 부전식당,3.9
숙박업,성산에 오거들랑,2인실,49000원,064-784-2692,제주도 서귀포시 성산읍 고성동서로 13-7,제주도 서귀포시 성산읍 고성동서로 13-7,제주도 서귀포시 성산에 오거들랑,3.7
숙박업,낯선하루,남성4인도미토리,30000원,010-2480-1250,제주도 서귀포시 성산읍 신양로122번길 30-8,제주도 서귀포시 성산읍 신양로122번길 30-8,제주도 서귀포시 낯선하루,4.3
기타양식,투빅커피,아메리카노hot,1500원,064-764-1132,"제주도 서귀포시 남원읍 태위로 684, 1층","제주도 서귀포시 남원읍 태위로 684, 1층",제주도 서귀포시 투빅커피,5
한식_일반,남원콩나물국밥,콩나물국밥,5500원,064-764-7773,제주도 서귀포시 남원읍 일주동로 7147,제주도 서귀포시 남원읍 일주동로 7147,제주도 서귀포시 남원콩나물국밥,4
기타양식,꿀맛,아메리카노,2000원,010-3256-1206,"제주도 서귀포시 막숙포로 95,1층(법환동)","제주도 서귀포시 막숙포로 95,1층(법환동)",제주도 서귀포시 꿀맛,4
한식_면류,하노이식당,하노이쌀국수,9500원,064-738-1985,"제주도 서귀포시 서호중로 84,1층(서호동)","제주도 서귀포시 서호중로 84,1층(서호동)",제주도 서귀포시 하노이식당,별점 없음
한식_면류,앵콜열무냉면,냉면,7000원,010-4909-1574,"제주도 서귀포시 호근북로 1-1, 1층(호근동)","제주도 서귀포시 호근북로 1-1, 1층(호근동)",제주도 서귀포시 앵콜열무냉면,3.5
한식_면류,얼큰이공주칼국수,얼큰이칼국수,7000원,064-739-6688,제주도 서귀포시 서호중로 82(서호동),제주도 서귀포시 서호중로 82(서호동),제주도 서귀포시 얼큰이공주칼국수,3.8
일식,오규동,규동,5900원,064-733-0590,제주도 서귀포시 솜반천로 14번길 3 2층,제주도 서귀포시 솜반천로 14번길 3 2층,제주도 서귀포시 오규동,3.5
한식_일반,밥의정석,흑돼지 정식,11000원,070-8900-0507,제주도 서귀포시 중앙로 198-26,제주도 서귀포시 중앙로 198-26,제주도 서귀포시 밥의정석,4.5
한식_일반,오일장왕십리식당,고기국밥,7000원,064-733-0105,제주도 서귀포시 토평서로11번길 150(동홍동),제주도 서귀포시 토평서로11번길 150(동홍동),제주도 서귀포시 오일장왕십리식당,4
한식_일반,금복식당,비빔밥,3000원,064-762-2243,제주도 서귀포시 중앙로48번길 18(서귀동),제주도 서귀포시 중앙로48번길 18(서귀동),제주도 서귀포시 금복식당,4.6
이미용업,윤경미용실,커트,10000원,064-762-1954,제주도 서귀포시 중정로91번길 53-1(서귀동),제주도 서귀포시 중정로91번길 53-1(서귀동),제주도 서귀포시 윤경미용실,0
한식_육류,돈하르방,흑돼지근고기,39000원,064-733-0786,제주도 서귀포시 명동로 33(서귀동),제주도 서귀포시 명동로 33(서귀동),제주도 서귀포시 돈하르방,4.5
이미용업,인순이미용실,커트,1300원,064-794-3123,제주도 서귀포시 대정읍 상모로 323,제주도 서귀포시 대정읍 상모로 323,제주도 서귀포시 인순이미용실,0
이미용업,미미가헤어샵,컷,10000원,064-739-1238,"제주도 서귀포시 신서로48번길 49, 3층 301호","제주도 서귀포시 신서로48번길 49, 3층 301호",제주도 서귀포시 미미가헤어샵,5
한식_면류,신선국수,비빔국수,7000원,064-739-2590,제주도 서귀포시 강정하로 102(강정동),제주도 서귀포시 강정하로 102(강정동),제주도 서귀포시 신선국수,4.5
중식,줄서서먹는짜장신시가지점,짜장면,5000원,064-738-6465,제주도 서귀포시 일주동로 9217(법환동),제주도 서귀포시 일주동로 9217(법환동),제주도 서귀포시 줄서서먹는짜장신시가지점,3.4
중식,중화요리 궁,짜장면,5000원,064-763-2280,제주도 서귀포시 서문로 30(서귀동),제주도 서귀포시 서문로 30(서귀동),제주도 서귀포시 중화요리 궁,4
한식_면류,제주제일밀면,밀면,7000원,064-762-2789,"제주도 서귀포시 중앙로 150번길 23, 1층(동홍동)","제주도 서귀포시 중앙로 150번길 23, 1층(동홍동)",제주도 서귀포시 제주제일밀면,4.7
한식_일반,서울불고기,서울불고기,11000원,064-763-6555,제주도 서귀포시 동홍중앙로 17,제주도 서귀포시 동홍중앙로 17,제주도 서귀포시 서울불고기,4.7
숙박업,초롱민박,2인객실,30000원,010-4589-4248,제주도 서귀포시 성산읍 한도로242번길 10-19,제주도 서귀포시 성산읍 한도로242번길 10-19,제주도 서귀포시 초롱민박,5
