업종,업소명,주요품목,가격,연락처,주소,keyword,평점
기타양식,서브마린,아메리카노,2500원,-,"서울특별시 동작구 여의대방로 22, 상가동 지하1층 제1호(신대방동)",서울특별시 동작구 서브마린,0.0
기타양식,카페Roi:후아,아메리카노,2500원,0507-1447-6678,"서울특별시 강동구 상암로23길 49, 1층(암사동)",서울특별시 강동구 카페Roi:후아,5.0
한식_일반,골목식당,뚝배기불고기,7000원,02-522-6320,서울특별시 동작구 사당로16가길 24(사당동),서울특별시 동작구 골목식당,4.7
이미용업,현정헤어샵,커트,8000원,02-905-2225,"서울특별시 강북구 서울특별시 강북구 삼양로87길 24, 1층(수유동)",서울특별시 강북구 현정헤어샵,0.0
이미용업,송미용실,커트,5000원,02-998-7775,"서울특별시 강북구 서울특별시 강북구 인수봉로78길 13, 1층(수유동)",서울특별시 강북구 송미용실,0.0
한식_일반,음밥협동조합,오늘의 메뉴,7700원,02-992-2048,"서울특별시 강북구 서울특별시 강북구 솔매로50길 78, 1층(미아동)",서울특별시 강북구 음밥협동조합,별점 없음
한식_일반,풍경한식,오늘의 메뉴,7000원,02-3411-0005,서울특별시 강남구 서울시 강남구 광평로47길 17,서울특별시 강남구 풍경한식,3.4
한식_육류,왕비집 시청무교점,한우 등심구이(140g),46000원,02-755-9229,"서울특별시 중구 무교로 19, 2층",서울특별시 중구 왕비집 시청무교점,3.7
한식_육류,왕비집 육호점,한우 등심구이(140g),45000원,02-3789-1544,"서울특별시 중구 남대문로 64, 2층 203호",서울특별시 중구 왕비집 육호점,4.8
한식_육류,왕비집 명동2호점,한우 등심구이(140g),45000원,02-3789-1946,"서울특별시 중구 명동9길 13, 2층",서울특별시 중구 왕비집 명동2호점,3.6
한식_육류,명동중앙점 왕비집,한우 등심구이(140g),45000원,02-776-2361,"서울특별시 중구 명동8나길 45, 2층",서울특별시 중구 명동중앙점 왕비집,4.6
한식_육류,왕비집 명동본점,한우 등심구이(140g),45000원,02-3789-1945,"서울특별시 중구 명동8가길 26, 2층",서울특별시 중구 왕비집 명동본점,3.5
한식_면류,옛날 손칼국수,칼국수,6000원,02-2675-4810,"서울특별시 구로구 서울 구로구 신도림로11길 5, 1층",서울특별시 구로구 옛날 손칼국수,4.5
한식_기타,송이네닭집,닭강정(대),10000원,02-863-8713,"서울특별시 관악구 신원5길 21, 1층",서울특별시 관악구 송이네닭집,5.0
기타양식,커피노트,아메리카노,3000원,02-487-6842,서울특별시 강동구 천중로39길 102,서울특별시 강동구 커피노트,4.8
중식,만리장성,짜장면,5000원,02-441-2745,서울특별시 강동구 올림픽로93길 12,서울특별시 강동구 만리장성,4.2
한식_분식,라희네,떡볶이(중),2500원,0507-1365-1990,서울특별시 강동구 성안로9길 11 1층,서울특별시 강동구 라희네,0.0
한식_육류,119닭발 성내점,석쇠구이닭발(1인),10000원,02-6494-1191,서울특별시 강동구 양재대로87길 81 1층,서울특별시 강동구 119닭발 성내점,5.0
한식_면류,만선국수,멸치국수,6000원,02-478-0723,서울특별시 강동구 풍성로 111,서울특별시 강동구 만선국수,5.0
기타서비스업,더베리랠리,"레슨(2:1, 주1회, 총4주, 20분, 평일)",100000원,0507-1355-0742,서울특별시 강동구 올림픽로 552 홍익빌딩 B1(우측),서울특별시 강동구 더베리랠리,5.0
이미용업,영헤어스케치,커트,10000원,02-6489-8887,서울특별시 강동구 천중로52길 27 1층(길동),서울특별시 강동구 영헤어스케치,1.0
이미용업,번성머리방,커트,10000원,02-479-4746,서울특별시 강동구 상암로 120,서울특별시 강동구 번성머리방,0.0
이미용업,새나라머리방,커트,7000원,02-482-3422,서울특별시 강동구 천호옛길 51,서울특별시 강동구 새나라머리방,0.0
이미용업,헤어스케치,커트,15000원,02-470-5108,서울특별시 강동구 천호대로170길 76,서울특별시 강동구 헤어스케치,0.0
이미용업,제일이발,이발,8000원,010-4134-8896,서울특별시 강동구 성안로25길 55,서울특별시 강동구 제일이발,0.0
양식,형제치킨,크리스피,12000원,02-895-9992,서울특별시 금천구 시흥대로47길 28-9,서울특별시 금천구 형제치킨,5.0
한식_일반,얼큰수제비 해물칼국수,해물수제비,7500원,02-888-0712,서울특별시 관악구 관악로 113,서울특별시 관악구 얼큰수제비 해물칼국수,4.5
이미용업,크리스탈헤어,커트,13000원,02-856-7177,"서울특별시 관악구 신사로20길 13, 1층",서울특별시 관악구 크리스탈헤어,5.0
한식_찌개류,청년공간모락모락,김치찌개,3000원,0507-1481-2888,서울특별시 금천구 시흥동 870-30,서울특별시 금천구 청년공간모락모락,5.0
한식_일반,유별난숯불꼼장어,냉면,6000원,02-803-4635,서울특별시 금천구 금하로 14길 10,서울특별시 금천구 유별난숯불꼼장어,5.0
한식_분식,김밥천국,천국김밥,2500원,02-894-7772,서울특별시 금천구 시흥대로50길 10,서울특별시 금천구 김밥천국,1.4
이미용업,머리나라,남성커트,8000원,02-805-1305,서울특별시 금천구 시흥대로63길 50,서울특별시 금천구 머리나라,0.0
한식_찌개류,써니밥상,청국장,7000원,02-891-8918,서울특별시 금천구 시흥대로 364,서울특별시 금천구 써니밥상,5.0
한식_분식,빨간떡볶이,떡볶이,4000원,-,서울특별시 금천구 금하로24길 16,서울특별시 금천구 빨간떡볶이,4.0
일식,다도해수산,알밥,8000원,0507-1420-5185,서울특별시 금천구 남부순환로108길 27,서울특별시 금천구 다도해수산,4.8
양식,하이 베를리너,아메리카노,2500원,0507-1400-1309,서울특별시 금천구 가산로9길 12,서울특별시 금천구 하이 베를리너,5.0
한식_면류,시원손칼국수,칼국수,6500원,02-851-0045,서울특별시 금천구 가산로 126,서울특별시 금천구 시원손칼국수,5.0
한식_기타,초가집,동태전,10000원,02-795-2409,서울특별시 용산구 보광로 46(보광동),서울특별시 용산구 초가집,4.2
양식,지도리치킨,후라이드,12000원,02-808-9992,서울특별시 금천구 시흥대로 258,서울특별시 금천구 지도리치킨,4.4
한식_면류,뚝배기육칼,육칼,9000원,0507-1367-6279,서울특별시 금천구 가산디지털1로 233 에이스하이엔드 9차 1층 102호,서울특별시 금천구 뚝배기육칼,0.0
중식,왕래성,짜장면,2000원,02-6404-5557,서울특별시 금천구 가산로 8,서울특별시 금천구 왕래성,4.5
중식,북경원,짜장면,5000원,02-861-1171,서울특별시 금천구 시흥대로153길 88,서울특별시 금천구 북경원,4.9
한식_면류,택구네칼국수,칼국수,7000원,02-851-9459,서울특별시 금천구 범안로 1249,서울특별시 금천구 택구네칼국수,별점 없음
기타서비스업,린스튜디오,사진촬영료,15000원,02-3422-0522,"서울특별시 중랑구 봉화산로194, 201호",서울특별시 중랑구 린스튜디오,2.7
기타서비스업,다이렉트(DIRECT)커피,커피,2000원,070-7585-7272,서울특별시 중랑구 봉화산로56길 120,서울특별시 중랑구 다이렉트(DIRECT)커피,별점 없음
중식,왕짜장,자장면,4500원,02-433-0202,서울특별시 중랑구 신내로14길26,서울특별시 중랑구 왕짜장,3.2
한식_분식,친구의천(후랜드천),즉석떡볶이,5000원,02-790-9415,서울특별시 용산구 장문로 88(보광동),서울특별시 용산구 친구의천(후랜드천),별점 없음
한식_일반,장원,제육백반,8000원,02-711-8948,서울특별시 용산구 원효로19길 34,서울특별시 용산구 장원,0.0
한식_일반,부자식당,고등어쌈밥정식,10000원,02-797-9046,서울특별시 용산구 대사관로24길 14(한남동),서울특별시 용산구 부자식당,4.2
중식,세종원,자장면,6000원,02-499-1800,서울특별시 광진구 광나루로 373,서울특별시 광진구 세종원,4.6
한식_일반,지혜떡볶이,가정식백반,8000원,02-706-5255,서울특별시 용산구 이촌로18길 15-12(이촌동),서울특별시 용산구 지혜떡볶이,5.0
한식_일반,호정식당,삼겹살(200g),12000원,02-794-3295,서울특별시 용산구 보광로 17(보광동),서울특별시 용산구 호정식당,5.0
이미용업,헤어칼라 미용실,파마,20000원,02-749-7784,서울특별시 용산구 보광로12가길 11(보광동),서울특별시 용산구 헤어칼라 미용실,5.0
이미용업,모즈헤어,커트,14000원,02-2635-9596,서울특별시 구로구 서울 구로구 신도림로 29 (신도림동. 신성빌딩 1층),서울특별시 구로구 모즈헤어,0.0
중식,백미향,짬뽕,8000원,02-312-8253,서울특별시 마포구 성지길27,서울특별시 마포구 백미향,3.8
기타서비스업,뷰티클럽피부미용,여드름&재생&화이트닝,20000원,02-6032-3535,"서울특별시 마포구 동교로 32길8, 2층",서울특별시 마포구 뷰티클럽피부미용,별점 없음
한식_일반,고시태그,한끼 삼겹 도시락(250g),9900원,070-7819-0301,"서울특별시 관악구 신림로17길 20, 1층",서울특별시 관악구 고시태그,5.0
한식_일반,모락미반,추어탕,9000원,070-8287-0866,"서울특별시 관악구 관악로 211, A동 1층 3호",서울특별시 관악구 모락미반,5.0
한식_일반,포방터쭈꾸미,철판쭈꾸미(1인분),12000원,02-6012-6925,"서울특별시 서대문구 홍은중앙로 100-35, 1층",서울특별시 서대문구 포방터쭈꾸미,4.4
중식,양귀비짬뽕,양귀비짬뽕,7000원,02-302-2302,"서울특별시 마포구 서울특별시 마포구 월드컵로190, 이안상암2 상가112호",서울특별시 마포구 양귀비짬뽕,3.6
한식_일반,민들레(맛있는밥집),백반정식(뷔페),7000원,02-3142-8887,서울특별시 마포구 잔다리로 132,서울특별시 마포구 민들레(맛있는밥집),4.7
기타양식,옐로치킨7&바로돈까스,수제돈까스,7000원,02-913-2360,서울특별시 성북구 아리랑로19길 48(정릉동),서울특별시 성북구 옐로치킨7&바로돈까스,별점 없음
한식_일반,다비다식당,삼겹살,14000원,02-466-1074,서울특별시 광진구 동일로 444,서울특별시 광진구 다비다식당,5.0
한식_일반,어쩌다김밥,김밥,2500원,02-457-1737,서울특별시 광진구 광진구 자양로22길 18,서울특별시 광진구 어쩌다김밥,별점 없음
한식_일반,현미식당,바지락칼국수,7000원,028386088,서울특별시 구로구 구로중앙로 17,서울특별시 구로구 현미식당,0.0
이미용업,루아룸,커트,18000원,02-537-4117,"서울특별시 서초구 동광로 72, 2층",서울특별시 서초구 루아룸,별점 없음
이미용업,코지헤어,커트,16000원,02-3473-5033,서울특별시 서초구 반포대로 22길 14-3(102호),서울특별시 서초구 코지헤어,5.0
한식_일반,아리랑 수미감자탕,뼈해장국,8000원,0507-1386-9255,"서울특별시 성북구 아리랑로54, 1층(동선동5가)",서울특별시 성북구 아리랑 수미감자탕,4.5
기타양식,원도넛,글레이즈,1300원,02-6951-0707,"서울특별시 성북구 돌곶이로 29, 1층(석관동)",서울특별시 성북구 원도넛,4.6
한식_일반,어멍식당,"김치찌개, 순두부찌개, 된장찌개",6000원,-,"서울특별시 성북구 오패산로10길 18, 2층(하월곡동)",서울특별시 성북구 어멍식당,5.0
이미용업,나경미용실,커트,10000원,-,서울특별시 성북구 종암로18길 6(종암동),서울특별시 성북구 나경미용실,0.0
중식,착한짬뽕더착한탕수육,짜장면,4500원,02-6015-3559,"서울특별시 성북구 월곡로18길 4, 2층(하월곡동)",서울특별시 성북구 착한짬뽕더착한탕수육,3.5
기타양식,아코 스터디카페,24시간,10000원,02-929-8209,"서울특별시 성북구 보문로34길 15, 3층",서울특별시 성북구 아코 스터디카페,0.0
한식_일반,메밀꽃,단호박죽,4000원,010-6275-1661,"서울특별시 노원구 상계로 9가길 67, 1층(상계동)",서울특별시 노원구 메밀꽃,0.0
한식_일반,옛날중국집,짜장면,6000원,02-764-0094,서울특별시 성북구 성북로8길 8(성북동),서울특별시 성북구 옛날중국집,3.4
한식_일반,제순식당,제육볶음,8000원,02-927-2007,서울특별시 성북구 동소문로20다길 30-9,서울특별시 성북구 제순식당,4.3
이미용업,아프리카헤어,커트,13000원,02-953-7779,"서울특별시 성북구 안암로 77(안암로5가, 2층)",서울특별시 성북구 아프리카헤어,3.4
한식_일반,동네,"김치찌개, 된장찌개, 순두부찌개",6500원,-,"서울특별시 성북구 개운사길 22-5, 지하",서울특별시 성북구 동네,0.0
한식_일반,이모네식당,제육덮밥,7000원,-,서울특별시 성북구 안암로73-3,서울특별시 성북구 이모네식당,0.0
기타양식,독일베이커리,단팥빵,700원,02-915-2603,서울특별시 성북구 삼양로50,서울특별시 성북구 독일베이커리,3.9
한식_일반,같이가치 정릉덮밥,제육덮밥,5000원,070-8954-7788,"서울특별시 성북구 솔샘로6길 62, 1층(정릉동)",서울특별시 성북구 같이가치 정릉덮밥,5.0
한식_일반,경성고기꾼 성신여대점,등심(150g),15000원,070-4048-0335,"서울특별시 성북구 동소문로20길 28-10, 1층(동소문동5가)",서울특별시 성북구 경성고기꾼 성신여대점,4.2
한식_일반,공릉동멸치국수,멸치국수,5000원,070-8160-6158,서울특별시 노원구 동일로173가길 43(공릉동),서울특별시 노원구 공릉동멸치국수,3.4
한식_일반,옹골면,잔치국수,5000원,02-951-4748,"서울특별시 노원구 상계로70, 화랑빌딩",서울특별시 노원구 옹골면,3.8
한식_일반,새싹보리밥,새싹보리밥 (+순두부+된장),9000원,02-932-8585,"서울특별시 노원구 동일로217길 58, 2층(상계동)",서울특별시 노원구 새싹보리밥,4.5
한식_육류,박사네곱창,야채곱창(2인),20000원,010-3432-4455,서울특별시 동대문구 한천로11길 61-3 (답십리동),서울특별시 동대문구 박사네곱창,5.0
기타양식,은행빵집,소보루빵,800원,02-931-9289,"서울특별시 노원구 한글비석로 253, 106호(중계동,세신빌딩)",서울특별시 노원구 은행빵집,4.0
한식_일반,피노키오,원조냉면,4000원,02-930-7233,"서울특별시 노원구 한글비석로 474, 206호(상계동, 보람상가2층)",서울특별시 노원구 피노키오,3.9
한식_일반,손맛집,김치찌개,5000원,02-939-1644,"서울특별시 노원구 중계로14나길 25, 104호(중계동,삼성아파트상가)",서울특별시 노원구 손맛집,1.0
한식_일반,신가네 칼국수,바지락칼국수,7000원,02-948-9956,"서울특별시 노원구 공릉로59나길 78-14, 1층(하계동)",서울특별시 노원구 신가네 칼국수,4.1
한식_일반,착한초밥,모듬초밥(10P),4900원,02-909-4494,"서울특별시 노원구 광운로1길 26, 1층(월계동)",서울특별시 노원구 착한초밥,4.2
이미용업,샤보이 남성커트,이용료(커트),8000원,02-977-3135,"서울특별시 노원구 덕릉로82길 25, 1층(중계동, 동우상가)",서울특별시 노원구 샤보이 남성커트,0.0
이미용업,헤어컬렉션,파마,20000원,02)2695-5550,서울특별시 양천구 중앙로46길 16,서울특별시 양천구 헤어컬렉션,0.0
이미용업,새마을 미용실,파마,15000원,02)2643-6110,서울특별시 양천구 은행정로5길 48-1,서울특별시 양천구 새마을 미용실,별점 없음
한식_일반,청량리할머니냉면,냉면,6000원,02-963-5362,서울특별시 동대문구 왕산로37길 51 (제기동),서울특별시 동대문구 청량리할머니냉면,3.5
한식_일반,장진주,콩나물비빔밥,8000원,02-957-3993,서울특별시 동대문구 약령동길 97 (제기동),서울특별시 동대문구 장진주,5.0
한식_일반,제주흑돼지알토란쌈밥,백반,6000원,02-2246-8987,"서울특별시 동대문구 한천로14길 69, 1층 (장안동)",서울특별시 동대문구 제주흑돼지알토란쌈밥,0.0
한식_육류,영수네고기세상,생삼겹살(200g),15000원,02-969-7779,"서울특별시 동대문구 신이문로 34-1, 1층 (이문동)",서울특별시 동대문구 영수네고기세상,5.0
한식_일반,어머니의 고등어,황태해장국,10000원,02-2245-9991,"서울특별시 동대문구 전농로15길 7, 101호 (전농동)",서울특별시 동대문구 어머니의 고등어,0.0
한식_찌개류,그린하우스,김치찌개,7000원,02-2247-2247,서울특별시 동대문구 전농로 219 (전농동),서울특별시 동대문구 그린하우스,5.0
한식_일반,김가네김밥,김밥,3000원,02-2245-6340,서울특별시 동대문구 서울시립대로16길 97-2 (전농동),서울특별시 동대문구 김가네김밥,2.3
한식_일반,옛고을닭한마리,백반,6500원,02-2215-1316,"서울특별시 동대문구 사가정로 7, 1층 (답십리동)",서울특별시 동대문구 옛고을닭한마리,4.4
한식_일반,수빈마마,된장찌개,7000원,02-2244-9294,"서울특별시 동대문구 사가정로 221, 103호 (장안동)",서울특별시 동대문구 수빈마마,5.0
한식_일반,장안골,뚝배기불고기,6000원,02-2242-9476,"서울특별시 동대문구 답십리로65길 124-3, 1층 (장안동)",서울특별시 동대문구 장안골,3.3
기타양식,까페뜨랑,아메리카노,2500원,02-6949-3928,서울특별시 동대문구 제기로 130 (청량리동),서울특별시 동대문구 까페뜨랑,5.0
한식_일반,지노돈까스,돈까스,7500원,010-8272-6909,"서울특별시 동대문구 제기로38길 13,1층(청량리동)",서울특별시 동대문구 지노돈까스,4.5
한식_일반,다래정,아구찜(소),38000원,02-961-5400,"서울특별시 동대문구 휘경로 24-4, 1층 (이문동)",서울특별시 동대문구 다래정,0.0
한식_일반,버드나무순대국,순대국밥,7000원,02-960-2932,서울특별시 동대문구 휘경로2길 42 (이문동),서울특별시 동대문구 버드나무순대국,3.8
기타양식,서울쉬퐁,아메리카노,2500원,02-966-2539,"서울특별시 동대문구 한천로63길 17, 1층 (이문동)",서울특별시 동대문구 서울쉬퐁,4.2
한식_면류,옛날홍두깨손칼국수,손칼국수,5000원,02-2231-1458,서울특별시 중구 동호로7길32(신당동),서울특별시 중구 옛날홍두깨손칼국수,4.1
한식_면류,정성 서울국수집,멸치국수,5000원,02-966-0579,"서울특별시 동대문구 휘경로 51, 1층 (휘경동)",서울특별시 동대문구 정성 서울국수집,4.5
한식_기타,낙원떡방앗간,인절미(400g),3000원,010-5389-2157,서울특별시 동대문구 회기로25길 11 (회기동),서울특별시 동대문구 낙원떡방앗간,0.0
기타양식,배트콩,아메리카노,3000원,010-4627-1835,"서울특별시 동대문구 경희대로4길 52, 1층 (회기동)",서울특별시 동대문구 배트콩,4.5
한식_일반,칼리앤메리,제육비빔밥,7000원,010-6429-0747,"서울특별시 동대문구 서울시립대로 160, 105호 (전농동)",서울특별시 동대문구 칼리앤메리,4.0
한식_육류,작렬곱창,야채곱창,11000원,02-2212-0972,서울특별시 동대문구 답십리로65길 131 (장안동),서울특별시 동대문구 작렬곱창,4.0
한식_면류,국수집,멸치국수,6000원,010-5648-9417,"서울특별시 동대문구 한천로14길 63, 1층 (장안동)",서울특별시 동대문구 국수집,4.3
한식_육류,성원유황오리,오리로스,45000원,02-960-7097,서울특별시 동대문구 신이문로 27-7 (이문동),서울특별시 동대문구 성원유황오리,5.0
일식,지후식당,규동,7500원,010-2701-3754,서울특별시 마포구 매봉산로2길 68,서울특별시 마포구 지후식당,3.0
한식_분식,명동얼큰수제비,참치김밥,3500원,02-752-7649,서울특별시 중구 남대문로 64(명동2가),서울특별시 중구 명동얼큰수제비,3.5
한식_면류,345국수,칼국수,6000원,022237-5257,"서울특별시 중구 청구로83-9, 1층(신당동)",서울특별시 중구 345국수,0.0
한식_일반,동선식당,점심백반,5500원,02-2232-9908,서울특별시 중구 동호로209(신당동),서울특별시 중구 동선식당,0.0
한식_일반,용식이포차,김치찌개(2인),14000원,02-582-6920,"서울특별시 동작구 사당로16가길 13, 1층(사당동)",서울특별시 동작구 용식이포차,0.0
한식_분식,장안김밥,장안김밥,2000원,02-2236-8135,서울특별시 중구 다산로36길 25(신당동),서울특별시 중구 장안김밥,3.5
기타양식,굿커피충정로점,에스프레소,1500원,02-393-1978,"서울특별시 중구 중림로2, 1층(중림동)",서울특별시 중구 굿커피충정로점,0.0
이미용업,더헤어,커트,10000원,010-7523-7759,"서울특별시 서대문구 증가로32안길 1,1층",서울특별시 서대문구 더헤어,0.0
이미용업,덤앤더머,미용료(커트),5000원,02-2292-9700,서울특별시 성동구 사근동길 25-1,서울특별시 성동구 덤앤더머,4.1
한식_일반,아랫목식당,감자탕(대),35000원,02-498-2317,서울특별시 성동구 송정14길 14-1,서울특별시 성동구 아랫목식당,5.0
이미용업,수주머리나라,미용료(커트),10000원,010-3178-2180,서울특별시 성동구 광나루로 11길 9-1,서울특별시 성동구 수주머리나라,0.0
이미용업,맨헤어,커트,8000원,070-7759-7304,"서울특별시 송파구 올림픽로 145, 리센츠상가b1층 A20호",서울특별시 송파구 맨헤어,5.0
한식_일반,푼양이김치찌개,김치찌개,8500원,0507-1474-1307,"서울특별시 송파구 송이로 112, 1층(가락동)",서울특별시 송파구 푼양이김치찌개,3.9
한식_일반,맛고을식당,김치찌개,8000원,010-2820-6442,"서울특별시 송파구 올림픽로 45길 21, 1층",서울특별시 송파구 맛고을식당,5.0
세탁업,명동세탁,양복세탁료,7500원,02-537-4312,서울특별시 동작구 동작대로29길 63-7(사당동),서울특별시 동작구 명동세탁,3.7
한식_분식,준호네즉석떡볶이본점,즉석떡볶이,5900원,070-8771-8249,"서울특별시 동작구 흑석로 83-1, 지층(흑석동)",서울특별시 동작구 준호네즉석떡볶이본점,3.4
한식_일반,황금식당,백반,7000원,02-556-7740,서울특별시 강남구 강남대로62길 26 B01층,서울특별시 강남구 황금식당,3.5
한식_해산물,포항물회,회덮밥,11000원,02-824-8934,"서울특별시 동작구 서달로14가길 19, 1층(흑석동)",서울특별시 동작구 포항물회,4.4
일식,이가초밥,이가초밥,11000원,02-821-7878,"서울특별시 동작구 국사봉1길 4, 1층(상도동)",서울특별시 동작구 이가초밥,4.0
한식_찌개류,대박김치찌개,셀프백반,7000원,02-833-4330,서울특별시 동작구 보라매로5길 5(신대방동),서울특별시 동작구 대박김치찌개,4.0
한식_일반,부자국밥,오늘의메뉴(점심특선),7000원,02-834-2570,서울특별시 동작구 신대방11길 34(신대방동),서울특별시 동작구 부자국밥,2.8
이미용업,헤어센스,커트,15000원,02-703-6612,서울특별시 마포구 마포구 고산길 150,서울특별시 마포구 헤어센스,0.0
한식_일반,모아식당,김치찌개,7000원,02-307-4528,"서울특별시 마포구 마포구 월드컵북로 262, 성산시영아파트 상가1층  114",서울특별시 마포구 모아식당,0.0
기타양식,카페마루,아메리카노,2500원,02-6737-1013,"서울특별시 마포구 창전로66, 1층",서울특별시 마포구 카페마루,5.0
한식_육류,금산골,제육쌈밥,9000원,02-841-7002,서울특별시 영등포구 도신로29길 12,서울특별시 영등포구 금산골,4.7
이미용업,헤어짱,커트,7000원,02-2633-0248,서울특별시 영등포구 당산로26길 1,서울특별시 영등포구 헤어짱,0.0
