업종,업소명,주요품목,가격,연락처,주소,평점
기타양식,카페 아날로그,아메리카노,2000원,053-762-5258,"대구광역시 수성구 파동로 120, 14동 상가 19호 (파동, 우방대자연맨션1차아파트)",0.0
한식_일반,정원한우갈비,한우국밥,7000원,0537563369,대구광역시 수성구 범어천로 151-28,4.1
한식_일반,아름타리,된장찌개,5000원,053-201-1666,"대구광역시 수성구 교학로 37, 1층(만촌동)",5.0
양식,서양식당,알리오 올리오,9500원,053-743-1254,대구광역시 수성구 달구벌대로496길 72(범어동),4.8
한식_일반,콩부대찌개,콩나물 부대찌개,7000원,053-741-1226,대구광역시 수성구 범어로19길 50(범어동),4.0
한식_한정식,채미정,돌솥정식,15000원,054-383-8747,대구광역시 군위군 군위읍 도군로 2518,2.0
한식_일반,수희식당,도시락 정식,6500원,053-754-8587,대구광역시 수성구 국채보상로 934(범어동),별점 없음
한식_한정식,어랑생선구이,비빔밥,5000원,053-754-4304,대구광역시 수성구 동대구로59길 10(범어동),4.3
한식_일반,밀양돼지국밥,돼지국밥,9000원,054-383-7889,대구광역시 군위군 군위읍 중앙4길 16-8,3.5
세탁업,소보세탁소,드라이클리닝,6000원,054-382-5308,대구광역시 군위군 소보면 송원3길 19,0.0
한식_일반,금상매운탕,메기매운탕(소),30000원,054-382-0588,대구광역시 군위군 군위읍 중앙길 36,4.0
한식_일반,참숯오리,오리2인분(500g),40000원,054-383-0043,대구광역시 군위군 군위읍 도담마을길 22,5.0
한식_면류,후루룩냠냠,잔치국수,4000원,054-382-4541,대구광역시 군위군 군위읍 중앙길 29,5.0
한식_일반,시골밥상,산채비빔밥,9000원,054-382-2776,대구광역시 군위군 부계면 한티로 1903,3.4
한식_일반,장군한우숯불,정식,7000원,054-382-7746,대구광역시 군위군 효령면 경북대로 2219,별점 없음
한식_한정식,장원쌈밥,쌈밥정식(1인),15000원,054-383-9792,대구광역시 군위군 군위읍 도군로 2577-5,4.1
한식_일반,삼장매운탕,메기매운탕(소),25000원,054-382-6571,대구광역시 군위군 효령면 치산효령로 2242,4.7
한식_일반,쌀맛난다,쌀국수,6000원,053-291-6184,대구광역시 달서구 달서구 선원로23남길 3(이곡동 1310-8),4.2
이미용업,홍미용실,커트,4000원,053-653-2002,대구광역시 남구 성당로34길 42,0.0
이미용업,한아름미용실,커트,6000원,053-654-9719,대구광역시 남구 골안길 72,0.0
이미용업,예림미용실,커트,6000원,053-471-6507,대구광역시 남구 봉덕로20길 18,5.0
한식_일반,종로빈대떡,손수제비,5000원,053-634-8515,대구광역시 달서구 달서구 월배로28길17(진천동 117-6),0.0
한식_면류,별미국수,들깨칼국수,7000원,053-585-1123,대구광역시 달서구 달서구 달구벌대로260길 19(이곡동 661-9),3.0
이미용업,서울미용실,커트,5000원,010-4479-9789,대구광역시 달서구 달서구 달구벌대로 260길 20(이곡동 661-20),0.0
이미용업,Kim's 헤어샵,커트,10000원,053-627-8860,대구광역시 달서구 달서구 월배로69길 63(송현동 1909-3),별점 없음
중식,보배루,자장면(부추면),4000원,053-656-1002,대구광역시 달서구 달서구 당산로38길 17(두류동 495-37),3.0
한식_면류,국수둥지,잔치국수,5000원,053-636-0207,대구광역시 달서구 달서구 월배로15길 10(진천동 595-23),3.7
한식_일반,성원푸드,한식정식 (뷔페),7000원,053-588-1147,대구광역시 달서구 달서구 문화회관5길 2(장기동 628-4),0.0
한식_일반,웅이네,김치찜,8000원,070-7535-8282,대구광역시 달서구 달서구 조암남로16길 30(월성동 1139-1),0.0
한식_일반,한양뚝배기감자탕,뚝배기,7000원,053-424-7161,대구광역시 중구 국채보상로 140길 28,1.5
일식,백두산식당,회덮밥,8000원,053-591-2020,대구광역시 달서구 달서구 성서로 440-1(이곡동 1227-9),5.0
이미용업,다온헤어,드라이,10000원,010-6745-2644,대구광역시 달서구 달서구 서당로 69-1(신당동 1734-1),0.0
한식_면류,중앙분식,칼국수,6000원,053-633-3518,대구광역시 달서구 달서구 상원로 22-17(상인동)대동시장내,0.0
한식_일반,한양푼이 닭개장 국수 추어탕,닭개장,7000원,053-632-5858,대구광역시 달서구 달서구 월곡로32길 34(상인동 1565-5),5.0
기타양식,엠트리,아메리카노,2500원,053-633-6888,대구광역시 달서구 달서구 상인로26길 10(상인동 1532),5.0
이미용업,굿미용실,커트,9000원,053-637-3719,대구광역시 달서구 달서구 한실로45(도원동)8단지상가 110호,0.0
이미용업,헤어일번지,컷트,8000원,010-8577-5962,"대구광역시 달성군 화원읍 비슬로512길 66, 108호",0.0
한식_일반,웰빙보리밥,보리밥,7000원,053-637-2752,"대구광역시 달성군 화원읍 비슬로512길 66, 106호",0.0
한식_면류,면사랑칼국수,칼국수,7000원,053-954-2001,"대구광역시 동구 효동로 126, 2층(효목동)",5.0
이미용업,현대이용소,커트,4000원,010-6513-3431,대구광역시 서구 달서천로61길13,5.0
중식,천선루,짜장면,5000원,053-422-4222,대구광역시 중구 대봉로 261-1,5.0
한식_일반,죽도생아구찜,아구찜,30000원,053-643-4888,대구광역시 달서구 달서구 상인서로10길 32(상인동 1538-1),5.0
한식_일반,장셰프한식전통중화요리,짜장면,5000원,053-214-0706,대구광역시 중구 경상감영길 117-7,별점 없음
중식,낙동강반점,짜장면,3500원,053-252-7866,대구광역시 중구 서성로14길 115,4.0
이미용업,정안이용소,성인커트,5000원,053-424-3974,대구광역시 중구 공평로 71,0.0
한식_분식,제일분식,김밥,2000원,053-256-6630,대구광역시 중구 남산로2길 26,5.0
한식_일반,소반,된장정식,7000원,053-752-1269,대구광역시 동구 장등로 85-1(신천동),5.0
한식_면류,호야네착한국수,팥칼국수,8000원,053-638-6913,"대구광역시 달성군 화원읍 비슬로512길 66, 104호",별점 없음
한식_한정식,백년마실,잔치국수,6000원,053-625-3797,대구광역시 달서구 달서구 선원로14길 58(신당동 1765-5),0.0
일식,강구회,회초밥,9000원,053-555-3396,대구광역시 달서구 달서구 용산로 59(장기동 818-5),1.0
한식_분식,25시국수,잔치국수,4500원,053-587-3331,대구광역시 달서구 달서구 선원로34(신당동 1745),4.9
한식_분식,김밥매니아,된장찌개,5500원,053-583-1478,대구광역시 달서구 달서구 성지로 84(용산동 446-2),1.0
이미용업,샬롬헤어,남성커트,10000원,053-639-2486,"대구광역시 달서구 달서구 상인서로76,107/111(상인동, 영남화성타운)",0.0
중식,만리향반점,짜장면,5000원,053-255-9380,대구광역시 중구 명덕로35길 112,3.0
한식_일반,웃는돈지국수가,칼국수,5000원,053-636-3011,대구광역시 달서구 달서구 월배로14길 35(진천동 628-29),3.0
이미용업,다사랑헤어,파마,25000원,053-637-0428,"대구광역시 달서구 달서구 상인서로76,107/113(상인동, 영남화성타운)",0.0
한식_찌개류,시꼴집,김치찌개,7000원,054-383-7429,대구광역시 군위군 군위읍 동서길 77,5.0
한식_면류,국시애,칼국수,6500원,053-634-2992,대구광역시 달서구 달서구 월곡로32길 32(상인동 1565-6),0.0
중식,짬뽕의따거,자장면,4500원,053-639-2783,대구광역시 달서구 달서구 상인서로 85(상인동 1514),3.8
중식,중화반점 차오,자장면,5000원,053-587-2299,대구광역시 달서구 달서구 계대동문로3안길 26(신당동 1697-22),별점 없음
세탁업,세탁일번가,정장1벌,7000원,053-588-2820,대구광역시 달서구 달서구 선원로 87(이곡동 1186-13),0.0
한식_면류,그곳에가면손칼국수,잔치국수,4000원,053-585-3116,대구광역시 달서구 달서구 새동네로13길 27(용산동 421-29),별점 없음
한식_면류,별미손칼국수,칼국수,6000원,053-794-8159,대구광역시 수성구 천을로 147(매호동),0.0
한식_찌개류,특별한돼지국밥,돼지국밥,7000원,053-425-5243,대구광역시 중구 국채보상로140길 35,3.9
한식_육류,한우장,설렁탕,10000원,053-257-1125,대구광역시 중구 국채보상로 567,3.5
한식_찌개류,단아정,갈비탕,8000원,053-256-9292,대구광역시 중구 동덕로 177,1.0
이미용업,영생이용소,커트,8000원,053-425-9732,대구광역시 중구 이천로 184-8,별점 없음
중식,장성루,짜장면,4500원,053-425-4303,대구광역시 중구 국채보상로139길 10,0.0
한식_육류,누렁소식당,된장찌개,7000원,053-422-8327,대구광역시 중구 국채보상로131길 24,3.0
중식,중해반점,짜장면,6000원,053-255-8555,대구광역시 중구 명륜로 63,0.0
한식_면류,우리할매칼국수,칼국수,5000원,053-255-8802,대구광역시 중구 남산로7길 44,5.0
이미용업,은혜이용소,커트,13000원,053-427-2021,대구광역시 중구 명륜로 98,0.0
한식_육류,마산설렁탕,설렁탕,12000원,053-254-4317,대구광역시 중구 경상감영1길 41,3.9
한식_면류,옛날국수,잔치국수,2000원,053-256-1221,대구광역시 중구 중앙대로 439,3.6
한식_분식,춘사김밥,참치김밥,2500원,053-423-7827,대구광역시 중구 중앙대로 282,4.0
한식_면류,명가,비빔밥,5500원,053-252-9743,대구광역시 중구 달구벌대로 지하 2100(106),0.0
이미용업,현대이용소,커트,10000원,053-423-1473,대구광역시 중구 동덕로36길 60,0.0
이미용업,소라미용실,퍼머,10000원,053-551-2434,대구광역시 서구 평리로83길5-1,0.0
한식_분식,동피랑충무김밥,충무오징어김밥,7500원,053-741-5547,"대구광역시 수성구 상록로2길 77, 로타리시장 86호(범어동)",4.0
이미용업,빨강머리컷트,여성성인커트,12000원,053-759-4005,대구광역시 수성구 만촌로 62(만촌동),별점 없음
이미용업,영아미용실,여성성인커트,7000원,053-743-2555,대구광역시 수성구 공경로 63(만촌동),5.0
한식_육류,부자돼지촌,삼겹살150g(국내산),12000원,053-767-5735,대구광역시 수성구 수성로53길 23(수성동1가),0.0
이미용업,수미헤어샵,여자성인커트,12000원,053-767-5992,대구광역시 수성구 수성로57길 34(수성동1가),0.0
중식,짜장집을 찾아서,짜장면,3000원,053-764-2538,대구광역시 수성구 수성로 294(수성동2가),3.9
한식_면류,별미국수,칼국수,6000원,053-762-3989,대구광역시 수성구 범어천로 41(범어동),5.0
한식_찌개류,전주식콩나물해장국굴국밥,해장국,7000원,053-792-7028,대구광역시 수성구 시지로3길 62(시지동),0.0
한식_일반,맛자랑,된장찌개,6500원,053-755-6508,대구광역시 수성구 범어로20길 95(범어동),0.0
중식,몽짬뽕,짜장면,6000원,053-782-5630,대구광역시 수성구 용학로30길 12(지산동),4.1
이미용업,킴스미용실,커트,8000원,010-5775-4046,대구광역시 서구 국채보상로45길3,0.0
