업종,업소명,주요품목,가격,연락처,주소,평점
한식_일반,팔도식당,돌솥비빔밥,11000원,043-544-2531,충청북도 보은군 속리산면 법주사로 262,5.0
한식_일반,초가집가든,오리백숙,45000원,043-543-2859,충청북도 보은군 회인면 보청대로3876,4.5
한식_일반,국화식당,김치찌개,6000원,043-883-0530,충청북도 음성군 감곡면 장감로 132번길 29,5.0
한식_일반,천진동만두버섯전골,만두전골(3인분),27000원,043-878-4335,충청북도 음성군 금왕읍 대금로 1495,5.0
한식_일반,토종마을,돼지국밥,4000원,043-881-9611,충청북도 음성군 감곡면 장감로 132번길 19-2,4.8
한식_일반,감곡식당,칼국수,5000원,043-881-3777,충청북도 음성군 감곡면 장감로 160,0.0
한식_육류,왕장정육식당,삼겹살(200g),13000원,043-881-3339,충청북도 음성군 감곡면 장감로 132번길6,별점 없음
한식_육류,풍미식당,삼겹살(200g),14000원,043-881-2403,충청북도 음성군 감곡면 장감로 186-1,0.0
기타서비스업,진천컴세상,출장수리비,10000원,043-537-4001,충청북도 진천군 진천읍 원덕로 313,0.0
한식_면류,진천막국수,한방수육,13000원,043-532-8884,충청북도 진천군 이월면 진광로 725,4.3
이미용업,서현미용실,커트(학생),8000원,043-421-8189,충청북도 단양군 매포읍 평동24길 3-4,0.0
한식_일반,준이네,뼈해장국,7000원,043-423-1053,충청북도 단양군 영춘면 온달평강로 76,5.0
한식_일반,할매주막,손칼국수,6000원,043-422-5008,충청북도 단양군 대강면 두음1길 1,3.7
한식_육류,구이돈,국내산삼겹살(180g),10000원,043-742-9289,충청북도 영동군 영동읍 계산로4길 1,5.0
이미용업,아름다운사람들,컷트,8000원,043-252-6267,충청북도 청주시 상당구 용담로63번길 42(탑동),0.0
한식_육류,장미본가 생고기,삼겹살(200g),12000원,043-238-2007,충청북도 청주시 흥덕구 가로수로1154번길 21-17(강서동),5.0
한식_일반,고래얌얌,떡볶이,3000원,-,충청북도 청주시 서원구 서원남로 60-1(모충동),5.0
기타양식,차케바라 커피혁명,아메리카노,2500원,0507-1347-0142,"충청북도 청주시 청원구 새터로 59, 1층(내덕동)",0.0
한식_기타,고은떡전문,송편,2500원,043-877-8776,충청북도 음성군 맹동면 장성1길 6,0.0
한식_육류,삼촌네고기로와,생삼겹살(200g),12000원,043-223-9393,충청북도 청주시 상당구 중앙로 26(북문로2가),3.7
기타서비스업,라온커피,아메리카노,2500원,010-5452-2643,충청북도 증평군 증평읍 삼보로7길 7,0.0
한식_육류,대패꽃피네,돼지고기(대패),4200원,043-647-9289,충청북도 제천시 봉양읍 제원로2길 1,0.0
한식_일반,선미식당,청국장,8000원,043-647-9891,충청북도 제천시 봉양읍 북부로 1445,5.0
한식_일반,소백산육개장,육개장,5000원,043-645-5668,충청북도 제천시 의림대로 7(영천동),4.5
이미용업,착한이용원,커트,10000원,010-2170-3630,충청북도 제천시 의림대로26길 8(청전동),0.0
한식_일반,착한국밥,국밥,5000원,043-852-3442,충청북도 충주시 대흥6길33,4.9
한식_기타,양지찐빵,찐빵(4개),2000원,010-2577-8957,충청북도 충주시 대현6길15-1,0.0
이미용업,착한미용실,커트(여),13000원,043-221-7221,충청북도 청주시 상당구 사직대로361번길 30(묵문로2가),0.0
한식_일반,시골밥상,백반,7000원,043-272-8068,충청북도 청주시 서원구 남이면 구미길 10,5.0
한식_기타,해늘두부,두부(600g),5000원,043-235-8892,"충청북도 청주시 서원구 경신로 32-15, 1층(개신동)",0.0
중식,사천성,짜장면,5000원,043-283-7798,충청북도 청주시 상당구 호미로167번길 54(용암동),5.0
한식_육류,한식더고기,삼겹살(200g),13000원,043-223-8259,충청북도 청주시 상당구 무심동로 372번길 21-14(서문동),5.0
중식,상하이 객잔,짜장면,5000원,043-283-5588,충청북도 청주시 상당구 월평로184번길 148(용암동),0.0
한식_면류,송원칼국수,조개칼국수,6000원,043-256-5292,충청북도 청주시 상당구 우암산로 5(수동),3.0
한식_일반,황제왕갈비왕냉면,양념갈비(250g),15000원,043-284-8292,충청북도 청주시 상당구 용암북로 130(용암동),4.7
한식_일반,보글보글식당,가정식백반,6000원,043-250-0012,충청북도 청주시 상당구 영운로11번길 23(영운동),5.0
한식_일반,봄날의보리밥,시래기국,6000원,043-223-6080,충청북도 청주시 상당구 상당로144번길 22(수동),0.0
한식_일반,곰집,보리밥정식,8000원,043-256-6949,충청북도 청주시 상당구 상당로131번길 8-2(북문로2가),5.0
한식_면류,한복남칼국수,칼국수,3500원,0,충청북도 청주시 상당구 산성로 16(금천동),5.0
한식_면류,밀숲,사골칼국수,4500원,043-253-6000,충청북도 청주시 상당구 사직대로362번길 75(남문로2가),3.5
한식_일반,개미돈까스,돈가스,8000원,043-223-7456,충청북도 청주시 상당구 사직대로361번길 54-11(북문로2가),4.5
한식_일반,앵천식당,백반,7000원,043-252-9911,충청북도 청주시 상당구 중앙로 92(북문로3가),3.7
한식_면류,후생식당,칼국수,6000원,043-297-7467,충청북도 청주시 상당구 문의면 문의시내로 56,3.4
한식_육류,남매식당,삼겹살(200g),13000원,043-264-2234,충청북도 청주시 흥덕구 운천로3번길 8(운천동),5.0
한식_육류,순신토불이식당,삼겹살(250g),13000원,043-293-2423,충청북도 청주시 상당구 무농정로 116-6(용암동),5.0
중식,청해루,짜장면,6000원,043-221-6101,충청북도 청주시 상당구 대성로 38(서운동),4.7
한식_일반,점심시간엔,한식뷔페,4500원,043-223-7221,충청북도 청주시 상당구 대성로 164(수동),5.0
한식_육류,삼흥집,삼겹살(200g),13000원,043-297-5162,충청북도 청주시 상당구 남일면 단재로 748,3.6
한식_육류,한우일번지,한우등심(500g),75000원,043-292-1238,충청북도 청주시 상당구 남일면 고은두산로 29,3.0
한식_육류,충주돌구이,삼겹살(200g),12000원,043-253-0531,충청북도 청주시 상당구 남사로89번길 37(서문동),2.3
한식_육류,야간비행,삼겹살(200g),13000원,043-257-8222,충청북도 청주시 상당구 남사로 89번길 63(서문동),5.0
한식_육류,대박삼겹살,삼겹살(200g),13000원,043-224-3992,충청북도 청주시 상당구 남사로 89번길 56(서문동),3.3
한식_일반,진천장터순대,순대국밥,7000원,043-272-5388,충청북도 청주시 흥덕구 봉명로 231-1(봉명동),5.0
한식_일반,오성당,쫄면,5000원,043-256-7197,충청북도 청주시 흥덕구 풍산로 55(가경동),3.3
한식_일반,명동식당,청국장,7000원,043-268-8320,충청북도 청주시 흥덕구 천석로 56(봉명동),0.0
한식_육류,콩가루생삼겹살,삼겹살(200g),12000원,043-250-1030,충청북도 청주시 청원구 중앙로 172(내덕동),5.0
한식_일반,내고향맛집,청국장,7000원,043-276-4414,충청북도 청주시 흥덕구 운천로3번길 2(운천동),5.0
한식_일반,대운분식,콩나물밥,6000원,043-260-0667,충청북도 청주시 흥덕구 옥산면 청주역로 654,3.3
한식_육류,사랑방,삼겹살(180g),8500원,043-232-0799,충청북도 청주시 흥덕구 서경로16번길 3(가경동),5.0
한식_일반,온정(청주흥덕시니어클럽),백반,7000원,043-238-0229,"충청북도 청주시 흥덕구 복대로200번길 9-1, 1층(복대동)",별점 없음
중식,357짜장 짬뽕,짜장면,5000원,043-225-3357,"충청북도 청주시 청원구 내덕로 19, 1층(내덕동)",2.0
한식_일반,나성불고기,된장찌개,5000원,043-253-3511,충청북도 청주시 청원구 향군로 51(우암동),5.0
한식_일반,북일곰탕,한우곰탕,8000원,043-221-4594,충청북도 청주시 청원구 향군로41번길 11-7(우암동),4.2
한식_일반,덤블식당,된장찌개,7000원,043-257-2237,충청북도 청주시 청원구 향군로31번길 32(우암동),4.5
한식_일반,금와가든,한식뷔페,6000원,043-211-8660,충청북도 청주시 청원구 팔결로 66(주중동),0.0
한식_일반,소문난올갱이해장국,올갱이국,9000원,043-215-7008,충청북도 청주시 청원구 충청대로 27(내덕동),4.0
한식_육류,술이술술생고기육회신,생삼겹살(200g),13000원,043-221-2708,충청북도 청주시 청원구 중앙로175(내덕동),5.0
한식_일반,경남식당,모둠한정식,10000원,0507-1320-3162,충청북도 단양군 단양읍 고수동굴길 4-2,4.3
한식_육류,돼풍이국내산생고기,삼겹살(150g),8000원,043-211-5959,충청북도 청주시 청원구 율봉로94번길 27(율량동),별점 없음
한식_일반,수레로돈가스&메밀,수제돈가스,9000원,043-215-7086,충청북도 청주시 청원구 오창읍 오창공원로 73-9,별점 없음
한식_육류,감촌삼겹살,생삼겹살(180g),10000원,043-211-2472,충청북도 청주시 청원구 안덕벌로39번길 43-1(내덕동),1.0
중식,왕건,짜장면,5000원,043-223-7241,충청북도 청주시 청원구 내덕로8번길 21(우암동),5.0
중식,짜장나라,짜장면,5500원,043-212-2999,충청북도 청주시 청원구 내덕동 150-1,5.0
한식_일반,힘찬낙지,낙지볶음,9000원,043-267-1006,충청북도 청주시 서원구 예체로 67번길 62(사창동),4.5
한식_면류,나누리장터,장터칼국수,4000원,0,충청북도 청주시 상당구 쇠내로 69-1(금천동),5.0
이미용업,보람머리방,커트(학생),7000원,043-423-3978,충청북도 단양군 충북 단양군 단양읍 상진7길 5,0.0
한식_일반,오뎅과튀김,우동,3000원,043-421-5355,충청북도 단양군 매포읍 평동3로 6,0.0
한식_일반,우리돼지마늘순대,순대국밥,8000원,043-423-9200,충청북도 단양군 단양읍 도전4길 17-1,4.2
한식_일반,소담정 단양농가레스토랑,버섯두부전골,9000원,043-423-0111,충청북도 단양군 단양읍 수촌길 44,4.7
한식_일반,놀부순대,순대국밥,7000원,043-421-1950,충청북도 단양군 매포읍 평동24길 3-7,0.0
한식_육류,시골왕족,족발(소),25000원,043-422-7080,충청북도 단양군 매포읍 평동24길 3-8,5.0
한식_육류,대복이네 밥집,수육정식,10000원,043-647-6114,충청북도 제천시 장락로 187(장락동),4.0
기타서비스업,강남종합상사,온돌판넬,24000원,043-851-8225,충청북도 충주시 동량면 충원대로 1315-4,0.0
한식_일반,목행짱구네,소머리국밥,10000원,043-852-1772,충청북도 충주시 행정1길77,5.0
중식,야상회,삼선짜장,7000원,043-851-1788,충청북도 충주시 상아배이길 100-1,3.4
세탁업,성서옷수선,바지수선,2000원,043-845-7477,충청북도 충주시 성서1길63,2.0
중식,평화루,짜장면,5000원,0436-855-8798,충청북도 충주시 엄정면 미내장터길11,4.2
기타서비스업,카마인드,후방카메라(부가세 별도),70000원,010-5287-2444,충청북도 청주시 청원구 충청대로72번길 1(내덕동),0.0
한식_육류,대구소막창홍봉근꼼장어,돼지막창(200g/수입),7900원,043-422-9958,"충청북도 단양군 단양읍 별곡7길 4, 2020호",5.0
한식_일반,숙이네칼국수,칼국수,5000원,043-421-2257,충청북도 단양군 매포읍 평동24길 4,5.0
한식_일반,유성감자탕,감자탕(소),25000원,043-422-3860,충청북도 단양군 매포읍 평동24길 3-8,0.0
한식_일반,비룡한우육개장,한우육개장,8000원,043-645-2666,충청북도 제천시 청풍호로4가길 6(영천동),5.0
중식,품바옛날짜장,짜장면,4000원,043-872-2234,충청북도 음성군 음성읍 설성공원길 37-1,별점 없음
한식_면류,맛디아식당,칼국수,7000원,043-872-4942,충청북도 음성군 음성읍 중앙로132번길 14,5.0
숙박업,래미안느,숙박,35000원,043-857-8855,충청북도 충주시 김생로 58,4.7
기타서비스업,홍카페,아메리카노,2500원,043-838-2348,충청북도 증평군 증평읍 장뜰로 51,0.0
한식_육류,신일생고기,삼겹살,12000원,043-838-7318,충청북도 증평군 증평읍 장뜰로 41,별점 없음
한식_일반,금강고을,백반,6000원,043-838-5700,충청북도 증평군 증평읍 윗장뜰길 39-1,5.0
한식_일반,청향가든,손두부된장찌개,7000원,043-847-8977,충청북도 충주시 감노로 746 (노은면),4.0
기타서비스업,카페하누,아메리카노,2500원,043-742-0609,충청북도 영동군 영동읍 계산로 78,4.0
세탁업,향기나는세탁소,세탁수선,9000원,043-652-8284,충청북도 제천시 용두천로 378(고암동),0.0
한식_육류,한방고기타운,뽈살,11000원,043-652-8956,충청북도 제천시 내제로29길 11-1(청전동),0.0
한식_일반,가람,두부전골,10000원,043-646-9933,충청북도 제천시 제천북로1길 1(왕암동),4.4
중식,홍등,짜장면,5000원,043-265-8246,충청북도 청주시 흥덕구 성봉로 247(복대동),3.8
한식_면류,미당미당한방막국수,한방막국수,8000원,043-645-5536,충청북도 제천시 봉양읍 용두대로 34길 26,3.7
한식_육류,원앙,닭누룽지백숙,40000원,043-920-0090,충청북도 제천시 의병대로 144(남천동),0.0
숙박업,모텔첼로,대실,25000원,043-877-8705,충청북도 음성군 금왕읍 대금로 1629,0.0
이미용업,씨헤어클럽,"남,여커트",10000원,043-872-2500,충청북도 음성군 음성읍 시장로 66-1,1.0
한식_일반,골목식당,동태찌개,8000원,043-533-2795,충청북도 진천군 진천읍 중앙서로 10-1,5.0
한식_일반,외갓집,된장찌개,6000원,043-537-1119,충청북도 진천군 진천읍 중앙서로 51,3.0
한식_일반,연형식당,된장찌개,8000원,043-534-6667,충청북도 진천군 진천읍 중앙동6길 5,5.0
한식_일반,어전,된장찌개,6000원,043-533-7223,충청북도 진천군 진천읍 중앙서로 26-1,0.0
이미용업,원미용실,커트(여),5000원,043-212-4200,충청북도 청주시 청원구 율봉로94번길 27(율량동),0.0
한식_일반,도토리명가,도토리묵밥,6000원,-,충청북도 청주시 흥덕구 흥덕로162번길 13(운천동),5.0
한식_육류,늘푸른삼겹쌈,항정살(200g),15000원,043-235-9950,충청북도 청주시 흥덕구 서현중로28번길 12(가경동),5.0
한식_일반,미락정,염소탕,14000원,043-645-7965,충청북도 제천시 용두천로 266 (장락동),5.0
기타서비스업,착한카 주식회사,엔진오일(소나타),50000원,043-288-1234,충청북도 청주시 서원구 용평로93번길 57(분평동),0.0
기타양식,오빠네,옛날햄버거,4000원,0507-1414-7305,충청북도 청주시 서원구 서원남로20번길 1(모충동),4.8
한식_육류,꽃돼지생삼겹살,삼겹살(200g),13000원,043-223-3355,충청북도 청주시 상당구 쇠내로 142(영운동),5.0
기타서비스업,연수꽃화원,꽃다발,40000원,043-843-0991,충청북도 충주시 지곡10길 40,0.0
한식_일반,돈이랑칼국수,김치찌개,5000원,043-854-5656,충청북도 충주시 금제1길 39-1,5.0
한식_육류,마사밥상슈퍼,마사밥상,7000원,043-855-4420,충청북도 충주시 금가면 금가중앙2길 111,0.0
한식_일반,은영갈비,손칼국수,5000원,043-842-5172,충청북도 충주시 지곡10길 38,5.0
한식_일반,명진관,보리밥,5000원,043-843-9897,충청북도 충주시 사직산23길2,5.0
세탁업,물방울세탁소,운동화,6000원,043-647-3777,충청북도 제천시 용두대로 119 (하소동),0.0
기타서비스업,커피프린스,아메리카노,3000원,043-645-8553,충청북도 제천시 신죽하로 58 (장락동),0.0
한식_면류,용천막국수 장락직영점,물막국수,7000원,043-643-3425,충청북도 제천시 신죽하로 58 (장락동),4.0
일식,일송송어,회덮밥(점심),10000원,043-883-3311,충청북도 음성군 대소면 대화길 15-12,5.0
한식_면류,홍굴부추칼국수,홍굴부추칼국수,7000원,043-646-4122,충청북도 제천시 풍양로11길 5 (의림동),4.0
한식_일반,미성설렁탕,설렁탕,9000원,010-645-8833,충청북도 제천시 내제로 31길 4(청전동),4.5
한식_일반,밥상위의보약한첩,약고추장더덕삼겹,13000원,043-647-0065,충청북도 제천시 청풍면 배시론로 40,2.8
한식_육류,소뜰애,갈비살(100g),13000원,043-642-9485,충청북도 제천시 금성면 청풍호로 1030,3.3
한식_일반,길밥집,콩국수,7000원,043-278-4989,충청북도 청주시 서원구 충렬로48번길 3(사직동),5.0
한식_일반,군서보리밥집,잔치국수,6000원,043-733-7104,충청북도 옥천군 옥천읍 삼금로 45,0.0
목욕업,대화장목욕탕,목욕(대인),8000원,043-838-4411,충청북도 증평군 증평읍 삼보로7길 21,0.0
한식_일반,환요성,동태찌개,30000원,043-543-0395,충청북도 보은군 보은읍 보은로 114-4,0.0
한식_육류,신사동왕족발,족발(대),40000원,043-542-3187,충청북도 보은군 보은읍 보은로 124-5,4.3
한식_일반,송림식당,산채정식,15000원,043-543-3941,충청북도 보은군 속리산면 사내7길 11-1,0.0
이미용업,한별미용실,커트(학생),10000원,043-422-4247,충청북도 단양군 단양읍 상진로 66,0.0
한식_육류,갈기산농원식당,토종닭백숙,50000원,043-744-7600,충청북도 영동군 학산면 갈기산로 581,0.0
한식_일반,양양만두,콩나물밥,5000원,043-533-6294,충청북도 진천군 진천읍 원덕로 390 A동 127호,3.0
한식_일반,미소가득꼬마김밥,김밥(6줄),3000원,043-533-4560,충청북도 진천군 진천읍 원덕로 390 B동 141호,0.0
한식_일반,오가네착한밥집앤포차,보리밥,8000원,043-532-5553,충청북도 진천군 진천읍 원덕로 390 C동 110호,0.0
한식_기타,명가떡집,떡,4000원,043-532-9889,충청북도 진천군 진천읍 중앙동6길 18-7,0.0
세탁업,또또크리닝,신사복(상의),6000원,043-537-5033,충청북도 진천군 진천읍 중앙동6길 19,0.0
한식_육류,금호돈&오리,오리주물럭,55000원,043-838-7892,충청북도 증평군 증평읍 초중3길 3,0.0
한식_면류,행복실비칼국수,칼국수,6000원,043-836-0228,충청북도 증평군 증평읍 역전로 27,5.0
한식_면류,울산식당,칼국수,7000원,043-643-9568,충청북도 제천시 풍양로 13(서부동),5.0
한식_일반,우돈명가,백반정식,8000원,043-652-8400,충청북도 제천시 고암로14길 11(고암동),4.5
한식_일반,장수맛집,백반,6000원,043-854-5592,충청북도 충주시 사직로 220,0.0
세탁업,토탈크리닝,와이셔츠,4000원,043-745-1023,충청북도 영동군 영동읍 중앙로1길 6-7,0.0
한식_육류,오리본가,누룽지닭백숙,25000원,043-847-5989,충청북도 충주시 만리산 8길 1,2.2
한식_육류,참살이 오리 전문점,오리정식(4인),75000원,043-287-5233,충청북도 청주시 상당구 용암북로 124-1(용암동),4.2
이미용업,진실미용실,커트,7000원,043-732-0132,충청북도 옥천군 군북면 옥천로 1122-1,0.0
세탁업,아리랑세탁소,일반세탁,8000원,043-296-2993,충청북도 청주시 서원구 매봉로 84(수곡동),0.0
한식_일반,민들레,삼겹살,13000원,043-733-9237,충청북도 옥천군 옥천읍 양수로 25-7,5.0
중식,삼거리반점,짜장면,4000원,043-873-2456,충청북도 음성군 음성읍 문화길 6,0.0
한식_면류,중앙옥,김치찌개,7000원,010-2465-4932,충청북도 옥천군 옥천읍 삼금로5길 5-14,0.0
한식_면류,홍두깨손칼국수,칼국수,5000원,043-878-5930,충청북도 음성군 금왕읍 금석로 107번길1-6,5.0
기타양식,커피홀릭,커피,2500원,043-873-2226,충청북도 음성군 음성읍 용광로 9,5.0
한식_면류,친구네칼국수,잔치국수,4000원,010-2540-3478,충청북도 옥천군 옥천읍 삼양로7길 3,별점 없음
한식_일반,도토리고을,도토리묵밥,7000원,043-844-0990,충청북도 충주시 갱고개로 38-17,4.4
기타서비스업,우미교복,바지/스커트,65000원,043-221-1318,충청북도 청주시 상당구 상당로 27(남문로1가),4.0
한식_일반,수억식당,손칼국수,5000원,043-842-0122,충청북도 충주시 동촌3길 6,5.0
한식_일반,버드나무집,황태구이,9000원,043-855-9611,충청북도 충주시 금가면 경촌1길 2,5.0
이미용업,행운미용실,커트,7000원,-,충청북도 청주시 상당구 영운천로 33-6(영운동),0.0
이미용업,옛날이발소,커트,8000원,043-260-5319,"충청북도 청주시 흥덕구 풍년로108번길 8-5, 1층 102호",4.0
이미용업,준헤어샵,커트(학생),8000원,043-423-1655,충청북도 단양군 단양읍 도전7길 13-3,0.0
한식_일반,미성명가,닭개장,8000원,043-421-9295,충청북도 단양군 단양읍 별곡4길 4,3.5
중식,개미짬뽕,자장면,4000원,043-878-4021,충청북도 음성군 생극면 음성로 1687,5.0
한식_일반,엄마손밥상,백반,6000원,043-883-5993,충청북도 음성군 금왕읍 금석로 65-4,0.0
한식_육류,대흥정육식당,삼겹살,13000원,043-838-4006,충청북도 증평군 증평읍 삼일로11길 22,0.0
한식_일반,양지말해장국,황태콩나물해장국,7000원,043-645-9981,충청북도 제천시 청전대로 54(청전동),3.7
한식_육류,산수촌숯불갈비,한방돼지갈비,9000원,043-846-6692,충청북도 충주시 봉현로 184,5.0
한식_일반,거꾸로콩나물국밥,콩나물국밥,5000원,043-857-9900,충청북도 충주시 예성로 244-1,5.0
한식_일반,소문난갈비,칼국수,5000원,043-878-5533,충청북도 음성군 삼성면 덕정로62번길 21-2,5.0
이미용업,충일이용원,커트,7000원,043-847-7251,충청북도 충주시 동촌5길 5,5.0
한식_일반,감골묵촌,도토리묵밥,7000원,043-422-4976,충청북도 단양군 매포읍 평동23길 13,5.0
이미용업,금잔디미용실,커트(여성),6000원,043-536-4233,충청북도 진천군 덕산읍 초금로 756-5,별점 없음
한식_육류,마당한우촌,동태찌개,8000원,043-533-9559,충청북도 진천군 진천읍 상산로 10-4,0.0
한식_육류,사석한우촌,한우암소설렁탕,8000원,043-537-2080,충청북도 진천군 진천읍 금사로 391,4.1
한식_일반,김밥세상,김밥,2500원,043-533-1555,충청북도 진천군 진천읍 상산로 82,0.0
한식_일반,고려식당,손칼국수,6000원,043-532-4047,충청북도 진천군 진천읍 남산길 77,5.0
이미용업,원미용실,커트,7000원,043-536-8881,충청북도 진천군 이월면 진광로 797,0.0
한식_일반,맹동집,술국,4000원,043-537-4038,충청북도 진천군 덕산읍 용몽로 5,4.4
한식_일반,김가네원조설악추어탕,돌솥추어탕,8000원,043-845-4559,충청북도 충주시 행정5길22,별점 없음
한식_육류,은미정,한우갈비살(160g),28000원,043-423-3155,충청북도 단양군 단양읍 도전1로 27,3.7
