업종,업소명,주요품목,가격,연락처,주소,keyword,평점
목욕업,비너스사우나,성인,5500원,054-277-9174,경상북도 포항시 북구 경상북도 포항시 북구 양학천로 19-14,경상북도 북구 비너스사우나,0.0
이미용업,신혼미용실,일반펌,15000원,054-247-0848,경상북도 포항시 북구 경상북도 포항시 북구 죽도시장6길 1-1,경상북도 북구 신혼미용실,0.0
한식_면류,참맛칼국수,칼국수,7000원,054-281-8006,경상북도 포항시 북구 경상북도 포항시 북구 양학천로 35-2,경상북도 북구 참맛칼국수,4.0
기타양식,카페첫눈,바닐라라떼,4000원,010-3184-1218,"경상북도 포항시 북구 경상북도 포항시 북구 양학로9번길 26-1, 1층",경상북도 북구 카페첫눈,0.0
이미용업,인영네일,네일,15000원,054-255-5024,경상북도 포항시 북구 경상북도 포항시 북구 삼호로109번길 9,경상북도 북구 인영네일,0.0
기타양식,리클라스,아메리카노,2000원,054-248-3742,경상북도 포항시 북구 경상북도 포항시 북구 대신로7번길 7,경상북도 북구 리클라스,5.0
이미용업,멋진언니들,커트,8000원,054-242-9798,"경상북도 포항시 북구 경상북도 포항시 북구 중앙상가6길 20, 1층",경상북도 북구 멋진언니들,5.0
이미용업,동동이네시니어펌전문점,커트,7000원,054-247-6989,경상북도 포항시 북구 경상북도 포항시 북구 월막길 2,경상북도 북구 동동이네시니어펌전문점,별점 없음
일식,돈부야,우동,7000원,054-246-0771,"경상북도 포항시 북구 경상북도 포항시 북구 삼호로8번길 1, 1층",경상북도 북구 돈부야,4.3
이미용업,송죽미용실,커트,3000원,010-3930-4696,경상북도 포항시 북구 경상북도 포항시 북구 불종로 7,경상북도 북구 송죽미용실,0.0
숙박업,에덴펜션,민박,1000000원,010-2564-7540,경상북도 포항시 북구 경상북도 포항시 북구 죽장면 가사길 15,경상북도 북구 에덴펜션,0.0
이미용업,머리하는날,커트,10000원,01063101649,"경상북도 포항시 남구 경상북도 포항시 남구 송림로 9, 1층",경상북도 남구 머리하는날,0.0
중식,기계반점,자장면,6000원,054-246-4244,"경상북도 포항시 북구 경상북도 포항시 북구 기계면 자조길 15, 1층",경상북도 북구 기계반점,0.0
기타양식,커피테이크아웃,아메리카노,2500원,054-252-4116,"경상북도 포항시 북구 경상북도 포항시 북구 기계면 기계로 51-1, 1층",경상북도 북구 커피테이크아웃,5.0
기타양식,카페달랏,아메리카노,2500원,054-243-1201,경상북도 포항시 북구 경상북도 포항시 북구 기계면 새마을발상지길11번길 23,경상북도 북구 카페달랏,3.2
이미용업,와이앤케이미용실,여성커트,11000원,054-261-1318,"경상북도 포항시 북구 경상북도 포항시 북구 흥해읍 달전로 365, 107동 203호(삼도드림파크)",경상북도 북구 와이앤케이미용실,0.0
이미용업,힐링헤어,남성커트,12000원,054-261-2966,경상북도 포항시 북구 경상북도 포항시 북구 흥해읍 한동로33번길 7-1,경상북도 북구 힐링헤어,0.0
이미용업,머리하는날,남성커트,8000원,01065652790,"경상북도 포항시 북구 경상북도 포항시 북구 흥해읍 한동로 70, 1층",경상북도 북구 머리하는날,0.0
기타양식,쉼표,아메리카노,2000원,010-6532-1238,"경상북도 포항시 남구 경상북도 포항시 남구 청림서길 24-1, 1층",경상북도 남구 쉼표,4.0
한식_일반,태영식당,정식,7000원,010-9359-3498,경상북도 포항시 남구 경상북도 포항시 남구 정몽주로861번길 28,경상북도 남구 태영식당,0.0
이미용업,차석순헤어,커트,10000원,010-7163-3779,경상북도 포항시 남구 경상북도 포항시 남구 송도로 27-5,경상북도 남구 차석순헤어,0.0
한식_면류,인사동면가,칼국수,7000원,054-277-4025,"경상북도 포항시 남구 경상북도 포항시 남구 송도로 36, 1층",경상북도 남구 인사동면가,4.8
한식_일반,송도식당,정식,8000원,010-3665-7954,"경상북도 포항시 남구 경상북도 포항시 남구 송림로 105-2, 1층",경상북도 남구 송도식당,0.0
기타서비스업,수양장여관(수양탕),목욕비,5000원,054-275-0849,경상북도 포항시 남구 경상북도 포항시 남구 장기면 양포항길 57,경상북도 남구 수양장여관(수양탕),0.0
한식_일반,맛맛나식당,김치찌개,7000원,054-282-6007,경상북도 포항시 남구 경상북도 포항시 남구 축항로72번길 12,경상북도 남구 맛맛나식당,5.0
이미용업,걸앤맨,커트,10000원,054-272-1533,경상북도 포항시 남구 경상북도 포항시 남구 축항로72번길 14,경상북도 남구 걸앤맨,0.0
기타양식,브런치카페정,아메리카노(HOT),2000원,010-9534-8595,경상북도 포항시 남구 경상북도 포항시 남구 중앙로67번길 8,경상북도 남구 브런치카페정,0.0
이미용업,호산나미용실,염색,20000원,054-273-7346,경상북도 포항시 남구 경상북도 포항시 남구 해동로96번길 6,경상북도 남구 호산나미용실,0.0
한식_면류,강가박가92식당,잔치국수,5000원,054-281-7838,경상북도 포항시 남구 경상북도 포항시 남구 중앙로134번길 3,경상북도 남구 강가박가92식당,0.0
기타양식,끄티디저트카페,아메리카노(HOT),2000원,054-281-2496,경상북도 포항시 남구 경상북도 포항시 남구 중앙로134번길 2,경상북도 남구 끄티디저트카페,0.0
이미용업,신세나미용실,펌,25000원,054-277-4167,경상북도 포항시 남구 경상북도 포항시 남구 해동로 34-7,경상북도 남구 신세나미용실,0.0
이미용업,선미미용실,커트(여성),8000원,010-3508-2275,경상북도 포항시 남구 경상북도 포항시 해동로72번길 14,경상북도 남구 선미미용실,0.0
이미용업,서울미용실,파마,20000원,054-278-7668,경상북도 포항시 남구 경상북도 포항시 남구 상공로32번길 53-1,경상북도 남구 서울미용실,0.0
한식_일반,목로식당,정식,7000원,054-282-1858,경상북도 포항시 남구 경상북도 포항시 남구 포스코대로 406,경상북도 남구 목로식당,5.0
한식_일반,대왕한정식,정식,8000원,054-277-8570,경상북도 포항시 남구 경상북도 포항시 남구 상도로26번길 10,경상북도 남구 대왕한정식,0.0
한식_일반,제일국밥,돼지국밥,7000원,054-972-9979,경상북도 칠곡군 경상북도 칠곡군 북삼읍 안산3길 31,경상북도 경상북도 제일국밥,5.0
한식_일반,쌍둥이네통닭,두마리치킨 (양념+후라이드),23000원,054-254-1001,"경상북도 포항시 남구 경상북도 포항시 남구 대송면 제내길53번길 10, 1층",경상북도 남구 쌍둥이네통닭,0.0
한식_육류,돼지삼겹,삼겹살(200g),12000원,010-3577-2174,"경상북도 포항시 남구 경상북도 포항시 남구 오천읍 냉천로270번길 33, 1층 101호",경상북도 남구 돼지삼겹,0.0
중식,짬뽕앤짜장,짜장면,4000원,054-291-2500,"경상북도 포항시 남구 경상북도 포항시 남구 오천읍 세계길 31, 1층",경상북도 남구 짬뽕앤짜장,5.0
한식_일반,맛나분식,돈가스,6000원,010-2829-0171,"경상북도 포항시 남구 경상북도 포항시 남구 오천읍 장기로1690번길 5, 나동 1층 5호",경상북도 남구 맛나분식,5.0
한식_일반,찐떡볶이,떡볶이,3000원,010-9082-0799,"경상북도 포항시 남구 경상북도 포항시 남구 오천읍 해병로 297-21, 1층",경상북도 남구 찐떡볶이,0.0
기타양식,넌지시,아메리카노,2500원,070-8870-3318,"경상북도 포항시 남구 경상북도 포항시 남구 오천읍 남원로 85-99, 나동 101호",경상북도 남구 넌지시,5.0
한식_면류,밀밭집,칼국수,6000원,054-285-2009,경상북도 포항시 남구 경상북도 포항시 남구 연일읍 동문로 41,경상북도 남구 밀밭집,0.0
한식_일반,마루통닭,후라이드치킨,18000원,054-791-4004,경상북도 울릉군 울릉읍 도동길 95,경상북도 울릉읍 마루통닭,4.9
한식_일반,명품해물찜,된장찌개,9000원,010-2181-1012,경상북도 울릉군 울릉읍 도동길 95-6,경상북도 울릉읍 명품해물찜,5.0
한식_일반,맛집 만원의행복,뷔페(점심),10000원,054-791-2220,경상북도 울릉군 울릉읍 도동3길 12,경상북도 울릉읍 맛집 만원의행복,4.8
한식_한정식,큰사발식당,정식,7000원,054-975-2444,경상북도 칠곡군 경상북도 칠곡군 북삼읍 북삼로 30,경상북도 경상북도 큰사발식당,0.0
한식_한정식,대가한정식,돌솥쌈정식,13000원,010-3683-3125,경상북도 봉화군 춘양면 의양로 55,경상북도 춘양면 대가한정식,2.0
한식_분식,30㎝닭꼬치10㎝떡볶이,닭꼬치,2700원,010-3080-1191,경상북도 칠곡군 경상북도 칠곡군 왜관읍 석전로 108,경상북도 경상북도 30㎝닭꼬치10㎝떡볶이,별점 없음
숙박업,대구호텔,숙박,50000원,054-791-2314,경상북도 울릉군 울릉읍 도동1길 30,경상북도 울릉읍 대구호텔,5.0
한식_일반,풍년국밥,선지국밥,7500원,010-2046-0052,경상북도 안동시 전거리1길 102(용상동),경상북도 전거리1길 풍년국밥,별점 없음
일식,용상시장횟집,횟밥,10000원,010-3522-6667,"경상북도 안동시 경동로 862, C동 1층 3호(용상동)",경상북도 경동로 용상시장횟집,4.5
한식_일반,연담,맑은곰탕,6000원,0507-1483-7965,경상북도 안동시 미두리길 26-3(이천동),경상북도 미두리길 연담,5.0
세탁업,청림세탁소,양복1벌,7000원,054-761-4687,경상북도 경주시 안강읍 비화동길 11-1,경상북도 안강읍 청림세탁소,0.0
이미용업,헤어아띠,뿌리염색(컷포함),25000원,054-776-2636,"경상북도 경주시 현곡면 안현로 68-3,세한센시빌상가 1",경상북도 현곡면 헤어아띠,0.0
한식_일반,입에 쏙 식당,셀프식단(정식),7000원,01056864307,경상북도 경주시 동천로 11(동천동),경상북도 동천로 입에 쏙 식당,5.0
한식_일반,대관령식당,백반,7000원,010-7529-1059,"경상북도 봉화군 석포면 석포로 149, 1층",경상북도 석포면 대관령식당,0.0
한식_일반,대박,아구찜(대),40000원,010-9430-5317,경상북도 봉화군 소천면 소천로 1289,경상북도 소천면 대박,0.0
한식_육류,나돼지,생삼겹살(200g),13000원,010-9439-3385,경상북도 봉화군 춘양면 학산길 35-22,경상북도 춘양면 나돼지,0.0
한식_일반,가정식백반,가정식백반,5000원,054-461-4956,경상북도 구미시 구미대로 384-1(신평동),경상북도 구미대로 가정식백반,0.0
한식_육류,법전한우숯불구이,삼겹살,14000원,010-7144-3952,경상북도 봉화군 춘양면 의양로 4길 2-1,경상북도 춘양면 법전한우숯불구이,0.0
한식_일반,양평식당,양평해장국,8000원,010-2611-5962,경상북도 봉화군 봉화읍 봉래길 4-1,경상북도 봉화읍 양평식당,0.0
한식_일반,초가집,백반정식,7000원,010-3537-2580,경상북도 봉화군 봉화읍 신시장길 21-1,경상북도 봉화읍 초가집,5.0
한식_일반,코보식당,콩국수,8000원,054-373-5588,경상북도 청도군 화양읍 청화로 56-1,경상북도 화양읍 코보식당,3.6
한식_일반,신서방떡갈비,소 떡갈비(220g),21000원,054-734-2717,경상북도 영덕군 영덕읍 남석길 35,경상북도 영덕읍 신서방떡갈비,5.0
한식_일반,강구기사식당,백반,7000원,054-733-4458,경상북도 영덕군 강구면 오포길 18,경상북도 강구면 강구기사식당,3.9
한식_육류,달포고깃간,삼겹살(130g),10000원,054-733-3937,경상북도 영덕군 영덕읍 덕곡길 122-1,경상북도 영덕읍 달포고깃간,5.0
이미용업,철수와 영희 미용실,커트(여),11000원,054-456-6287,경상북도 구미시 송동로7길 33(도량동),경상북도 송동로7길 철수와 영희 미용실,0.0
중식,둥실원 식당,자장면,3500원,054-453-1461,경상북도 구미시 금오산로12길 5-1(원평동),경상북도 금오산로12길 둥실원 식당,5.0
한식_면류,알밥국시,잔치국수,6000원,054-461-6656,경상북도 구미시 상사동로27길 25(사곡동),경상북도 상사동로27길 알밥국시,0.0
한식_일반,사곡맛깔뷔페,뷔페,4000원,054-464-9125,"경상북도 구미시 상사동로22길 8, 가동 102호(사곡동)",경상북도 상사동로22길 사곡맛깔뷔페,4.6
한식_육류,신벽진한우촌,갈비탕,9000원,054-931-7063,경상북도 성주군 벽진면 성주로 2491,경상북도 벽진면 신벽진한우촌,0.0
한식_면류,다온국수,잔치국수,5000원,054-455-4808,경상북도 구미시 도봉로5안길 6-1(도량동),경상북도 도봉로5안길 다온국수,5.0
기타서비스업,낭랑카페,아메리카노,2500원,054-455-3690,"경상북도 구미시 신시로16길 67, 지하1층(송정동)",경상북도 신시로16길 낭랑카페,5.0
이미용업,한나미용실,컷트,10000원,054-437-6134,경상북도 김천시 모암동 자산로 67-3,경상북도 모암동 한나미용실,0.0
한식_분식,아지야김밥,"세트(떡볶이, 튀김오뎅, 튀김만두)",7500원,054-955-7828,경상북도 고령군 대가야읍 쾌빈3길 18,경상북도 대가야읍 아지야김밥,5.0
한식_일반,카츠데이,돈까스(일식),7300원,010-2135-9032,경상북도 경산시 진량읍 대구대로 244,경상북도 진량읍 카츠데이,5.0
한식_일반,브라더찜닭,찜닭 반마리(뼈),18000원,053-851-1136,경상북도 경산시 중앙로19길 35,경상북도 중앙로19길 브라더찜닭,0.0
한식_일반,통나무해장국감자탕,감자탕 소,21000원,053-811-6606,경상북도 경산시 경청로218길 2-3,경상북도 경청로218길 통나무해장국감자탕,5.0
중식,장산곡,짜장면,4000원,053-815-7533,경상북도 경산시 경안로29길 42,경상북도 경안로29길 장산곡,1.0
한식_일반,바른물회,물회,10000원,053-283-8253,경상북도 경산시 옥산로 116,경상북도 옥산로 바른물회,3.6
한식_일반,청송식당,김치찌개,6000원,010-6662-8295,경상북도 경산시 원효로26길 25-1,경상북도 원효로26길 청송식당,0.0
한식_일반,연지식당,삽겹살,6500원,054-931-1651,경상북도 성주군 수륜면 성주가야산로 148,경상북도 수륜면 연지식당,4.8
한식_육류,옛날산골통닭 봉곡점,옛날통닭(한마리),8000원,054-454-7792,경상북도 구미시 봉곡서로 48(봉곡동),경상북도 봉곡서로 옛날산골통닭 봉곡점,3.0
일식,부천회식당,향어회,18000원,054-931-4489,경상북도 성주군 가천면 가천로 325,경상북도 가천면 부천회식당,5.0
세탁업,세탁명품일번지,신사복,9000원,054-933-6014,경상북도 성주군 성주읍 예산3길 16-6,경상북도 성주읍 세탁명품일번지,0.0
한식_육류,소망곱창,삼겹살,11000원,010-3813-8211,경상북도 영주시 번영로 59,경상북도 번영로 소망곱창,5.0
한식_일반,송천콩나물국밥,콩나물국밥,3900원,054-932-9310,경상북도 성주군 성주읍 시장길 26-44,경상북도 성주읍 송천콩나물국밥,0.0
한식_일반,락동식당,잔치국수,6000원,054-931-8010,경상북도 성주군 선남면 소학2길 34,경상북도 선남면 락동식당,3.3
이미용업,궁전미용실,커트,10000원,053-856-3794,경상북도 경산시 자인면 자인로 198,경상북도 자인면 궁전미용실,0.0
이미용업,김숙희헤어리더,커트,9000원,053-816-6755,경상북도 경산시 장산로 155,경상북도 장산로 김숙희헤어리더,0.0
한식_일반,푸짐한쌈밥한식,한식정식,6000원,054-337-3839,경상북도 영천시 약전길 16(완산동),경상북도 약전길 푸짐한쌈밥한식,0.0
한식_일반,할매칼국수,손칼국수,6000원,054-332-3894,경상북도 영천시 중앙동2길 96(문내동),경상북도 중앙동2길 할매칼국수,0.0
일식,남경회 만오천냥,광어(소),20000원,054-454-0788,경상북도 구미시 고아읍 들성로 27,경상북도 고아읍 남경회 만오천냥,0.0
한식_육류,여수동 진갈매기,목덜미살(130g),6500원,054-476-5565,경상북도 구미시 인동26길 41(진평동),경상북도 인동26길 여수동 진갈매기,별점 없음
한식_일반,영희네집밥,정식,6000원,054-457-5745,경상북도 구미시 칠성로4길 15-27(원평동),경상북도 칠성로4길 영희네집밥,5.0
한식_일반,할매기사식당,뷔페,7000원,054-456-4815,경상북도 구미시 구미중앙로 30(원평동),경상북도 구미중앙로 할매기사식당,0.0
한식_일반,원평보리밥,"보리밥,국수 무한리필",6000원,010-3545-5375,경상북도 구미시 금오산로10길 9-1(원평동),경상북도 금오산로10길 원평보리밥,0.0
한식_면류,학천국수 상모점,잔치국수,5000원,054-461-1330,경상북도 구미시 상사서로22길 4(사곡동),경상북도 상사서로22길 학천국수 상모점,0.0
한식_육류,황상동닭한마리,닭볶음탕(한마리),24000원,054-472-3622,경상북도 구미시 수출대로25길 30(황상동),경상북도 수출대로25길 황상동닭한마리,4.7
일식,실비회식당,광어(1kg),35000원,054-461-8558,경상북도 구미시 상사서로22길 10(사곡동),경상북도 상사서로22길 실비회식당,0.0
한식_면류,지산골잔치국수인동점,잔치국수,5000원,054-471-4339,"경상북도 구미시 여헌로 12-4,1층(인의동)",경상북도 여헌로 지산골잔치국수인동점,0.0
한식_육류,돌곱창,"된장,비빔밥",5000원,054-482-4829,경상북도 구미시 선산읍 선상서로4길 22,경상북도 선산읍 돌곱창,0.0
이미용업,럭키미용실,커트(성인),10000원,054-456-3751,경상북도 구미시 문장로12길 29-10(도량동),경상북도 문장로12길 럭키미용실,0.0
한식_면류,호로록국수,칼국수,6000원,054-451-3944,경상북도 구미시 신시로10길 63-6(송정동),경상북도 신시로10길 호로록국수,5.0
한식_면류,제형밀면,물밀면,7000원,054-456-4641,"경상북도 구미시 신시로14길 74, 1층(송정동)",경상북도 신시로14길 제형밀면,5.0
한식_일반,나의고향,아구찜(대),33000원,054-462-3366,경상북도 구미시 광평길 41(광평동),경상북도 광평길 나의고향,5.0
기타서비스업,조문국농부,아메리카노,3000원,010-8453-1030,경상북도 의성군 금성면 탑리길 107-17,경상북도 금성면 조문국농부,0.0
이미용업,도량문화이용소,커트,10000원,054-458-3515,경상북도 구미시 문장로9길 4-2(도량동),경상북도 문장로9길 도량문화이용소,별점 없음
한식_육류,장화로,꽃삼겹(100g),3900원,010-8731-3782,"경상북도 구미시 인동중앙로3길15-1, 2층(황상동)","경상북도 인동중앙로3길15-1, 장화로",0.0
중식,백두산대반점,자장면,4000원,054-475-7302,경상북도 구미시 산호대로25길 25-2(옥계동),경상북도 산호대로25길 백두산대반점,4.1
한식_육류,부항골가든,능이오리백숙,55000원,054-437-2316,경상북도 김천시 부항면 하대2길 20,경상북도 부항면 부항골가든,0.0
한식_육류,김경진의 라이브뽕닭,옛날통닭(포장),7000원,054-771-4531,"경상북도 경주시 양정로 323,1층(용강동)",경상북도 양정로 김경진의 라이브뽕닭,5.0
기타서비스업,말순이찻집,아메리카노,1000원,054-751-1161,"경상북도 경주시 서면 내서로 474, 1층",경상북도 서면 말순이찻집,0.0
목욕업,건강나라,목욕(대인),4000원,054-751-0031,경상북도 경주시 건천읍 단석로 2016-3,경상북도 건천읍 건강나라,3.8
한식_육류,금강삼계탕,영양삼계탕,11500원,054-743-1577,"경상북도 경주시 소금강로 33, 1층(용강동)",경상북도 소금강로 금강삼계탕,0.0
이미용업,카이로스헤어,학생커트,8000원,054-741-2644,"경상북도 경주시 구매택지1길 31, 2층 (시래동)",경상북도 구매택지1길 카이로스헤어,0.0
한식_육류,송정갈비,한우갈비살,15000원,054-751-0262,경상북도 경주시 내서로 429(서면),경상북도 내서로 송정갈비,5.0
한식_일반,두번째로잘하는국밥집,장터국밥,6400원,054-748-9896,경상북도 경주시 양정로 314(용강동),경상북도 양정로 두번째로잘하는국밥집,5.0
기타양식,짜장면과잔치국수,잔치국수,3000원,010-5462-1231,경상북도 포항시 남구 대이로83번길 4,경상북도 남구 짜장면과잔치국수,5.0
이미용업,최인희헤어샵,어른커트,10000원,054-975-3508,경상북도 칠곡군 북삼읍 인평중앙로 27,경상북도 북삼읍 최인희헤어샵,0.0
이미용업,초이스헤어,커트,12000원,054-248-1339,경상북도 포항시 북구 법원로25번길 25-10,경상북도 북구 초이스헤어,0.0
한식_일반,명태본가,동태탕,9000원,293-5512,경상북도 포항시 남구 오천읍 문덕로 16-1,경상북도 남구 명태본가,5.0
한식_일반,신세대양평해장국,김치찌개,8000원,010-3813-1941,경상북도 포항시 남구 대이로46번길 7-4,경상북도 남구 신세대양평해장국,0.0
한식_일반,이동국밥,삼계탕,14000원,010-3561-0922,경상북도 포항시 남구 대이로45번길 9,경상북도 남구 이동국밥,3.5
이미용업,맨즈헤어,성인남자컷,12000원,010-3800-9324,경상북도 포항시 남구 대이로 160,경상북도 남구 맨즈헤어,0.0
이미용업,오늘도예쁘다,성인남자컷,12000원,010-4613-3612,"경상북도 포항시 남구 대이로138, 111-101",경상북도 남구 오늘도예쁘다,0.0
중식,산동성,짬뽕,7000원,010-8586-6321,경상북도 포항시 남구 대이로46번길 3-1,경상북도 남구 산동성,4.1
한식_면류,45번길국수,잔치국수,5000원,010-6665-1026,경상북도 포항시 남구 대이로45번길 12-4,경상북도 남구 45번길국수,0.0
이미용업,코코헤어,성인남자컷,10000원,010-5654-0371,경상북도 포항시 남구 효자로 70,경상북도 남구 코코헤어,0.0
이미용업,코리아미용실,학생커트,8000원,010-7525-5103,"경상북도 포항시 남구 중섬로 26, 1층",경상북도 남구 코리아미용실,0.0
이미용업,헤어봉미용실,여성 커트,6000원,010-3543-2635,경상북도 포항시 남구 축항로72번길 3,경상북도 남구 헤어봉미용실,0.0
한식_일반,세명식당,정식,7000원,010-7733-6483,경상북도 포항시 남구 새천년대로474번길 20,경상북도 남구 세명식당,0.0
한식_일반,고을마당,해물칼국수,7000원,010-5518-9394,경상북도 포항시 남구 대이로9번길 22,경상북도 남구 고을마당,5.0
한식_일반,감포조개구이,생아구탕,12000원,010-8596-8888,경상북도 포항시 남구 유동길 24,경상북도 남구 감포조개구이,4.0
한식_일반,등푸른회식당,뽈찜,40000원,010-4916-5104,경상북도 포항시 남구 효자로118번길 22,경상북도 남구 등푸른회식당,0.0
한식_일반,화목식당,동태탕,7000원,010-9520-7307,경상북도 포항시 남구 효자동길 10번길 15,경상북도 남구 화목식당,0.0
중식,홍운반점,자장면,5000원,010-3395-3760,경상북도 포항시 남구 효자동길 6번길 23,경상북도 남구 홍운반점,3.3
이미용업,예쁜머리만들기,남성커트,10000원,010-9224-7018,"경상북도 포항시 남구 효자동길 10,  A-103",경상북도 남구 예쁜머리만들기,5.0
한식_일반,국민육개장,육칼국수,9000원,010-9566-0433,경상북도 포항시 남구 효자동길 5번길 21,경상북도 남구 국민육개장,0.0
이미용업,진미용실,남성 커트,10000원,010-9368-7517,경상북도 포항시 남구 효자동10번길 6,경상북도 남구 진미용실,0.0
한식_면류,용포만두찐빵,칼국수,6000원,010-4615-7462,경상북도 포항시 남구 효자동길 5번길 10,경상북도 남구 용포만두찐빵,4.7
이미용업,하루헤어,학생커트,10000원,010-9543-4405,경상북도 포항시 남구 송림로 44,경상북도 남구 하루헤어,0.0
한식_면류,장기칼국수,잔치국수,5000원,010-2499-1299,"경상북도 포항시 남구 오천읍 장기로1690번길 5, 다동 16호",경상북도 남구 장기칼국수,4.0
이미용업,유신이발소,이발,7000원,010-3513-4932,경상북도 포항시 남구 송도로 27-18,경상북도 남구 유신이발소,0.0
한식_면류,촌집칼국수,칼국수,7000원,010-2973-0786,경상북도 포항시 남구 송림로 53,경상북도 남구 촌집칼국수,0.0
이미용업,송죽미용실,커트,10000원,010-8595-0146,경상북도 포항시 남구 중앙로 28번길 1,경상북도 남구 송죽미용실,0.0
기타양식,포항운하스케치,아메리카노(HOT),2000원,010-3829-8706,경상북도 포항시 남구 해동로96번길 20,경상북도 남구 포항운하스케치,5.0
이미용업,동진이용소,성인조발,10000원,010-4525-0081,경상북도 포항시 남구 대해로 114,경상북도 남구 동진이용소,5.0
한식_육류,거성갈비살,정식,8000원,010-9284-3153,경상북도 포항시 남구 대해로 134,경상북도 남구 거성갈비살,0.0
이미용업,경민헤어샵,커트,10000원,010-8162-6282,경상북도 포항시 남구 대해로79번길 27,경상북도 남구 경민헤어샵,0.0
이미용업,아뜰리에헤어,커트,10000원,010-4879-6564,"경상북도 포항시 남구 중앙로121번길 51, 1층",경상북도 남구 아뜰리에헤어,0.0
이미용업,조희미용실,펌,30000원,010-7112-4366,경상북도 포항시 남구 상공로32번길 6,경상북도 남구 조희미용실,0.0
